interaction_id,team_id,employee_1,employee_2,interaction_type,date,duration_minutes,quality_score
INT000666,TEAM012,EMP0083,EMP0456,Meeting,2025-08-28,16,7.9
INT000667,TEAM012,EMP0083,EMP0456,Meeting,2025-08-20,38,8.1
INT000668,TEAM012,EMP0083,EMP0456,Code Review,2025-06-30,44,7.2
INT000669,TEAM012,EMP0083,EMP0456,Collaboration,2025-09-29,22,8.6
INT000670,TEAM012,EMP0083,EMP0456,Discussion,2025-08-16,1,8.7
INT000671,TEAM012,EMP0083,EMP0456,Mentoring,2025-06-10,28,8.2
INT000672,TEAM012,EMP0083,EMP0456,Mentoring,2025-05-25,30,8.0
INT000673,TEAM012,EMP0083,EMP0456,Meeting,2025-05-27,49,5.7
INT000674,TEAM012,EMP0083,EMP0456,Mentoring,2025-08-20,74,6.9
INT000675,TEAM012,EMP0083,EMP0466,Meeting,2025-09-07,22,7.0
INT000676,TEAM012,EMP0083,EMP0466,Meeting,2025-09-06,21,7.7
INT000677,TEAM012,EMP0083,EMP0466,Meeting,2025-07-19,80,7.2
INT000678,TEAM012,EMP0083,EMP0466,Collaboration,2025-07-14,22,6.4
INT000679,TEAM012,EMP0083,EMP0466,Meeting,2025-06-05,39,7.8
INT000680,TEAM012,EMP0122,EMP0456,Mentoring,2025-05-23,63,6.8
INT000681,TEAM012,EMP0122,EMP0456,Meeting,2025-09-24,38,9.2
INT000682,TEAM012,EMP0122,EMP0456,Mentoring,2025-11-04,31,6.7
INT000683,TEAM012,EMP0122,EMP0456,Mentoring,2025-10-03,51,6.4
INT000684,TEAM012,EMP0122,EMP0456,Code Review,2025-11-05,15,6.6
INT000685,TEAM012,EMP0122,EMP0456,Pair Programming,2025-07-03,20,7.2
INT000686,TEAM012,EMP0122,EMP0466,Code Review,2025-09-02,17,7.3
INT000687,TEAM012,EMP0122,EMP0466,Code Review,2025-08-04,2,5.8
INT000688,TEAM012,EMP0122,EMP0466,Mentoring,2025-08-31,70,4.7
INT000689,TEAM012,EMP0122,EMP0466,Brainstorming,2025-10-08,11,8.1
INT000690,TEAM012,EMP0122,EMP0466,Pair Programming,2025-10-31,8,5.9
INT000691,TEAM013,EMP0421,EMP0023,Pair Programming,2025-10-22,3,6.6
INT000692,TEAM013,EMP0421,EMP0023,Mentoring,2025-06-13,37,6.0
INT000693,TEAM013,EMP0421,EMP0023,Discussion,2025-10-19,15,6.6
INT000694,TEAM013,EMP0421,EMP0276,Meeting,2025-08-07,47,7.7
INT000695,TEAM013,EMP0421,EMP0276,Brainstorming,2025-07-03,8,8.9
INT000696,TEAM013,EMP0421,EMP0276,Code Review,2025-06-15,20,8.0
INT000697,TEAM013,EMP0421,EMP0276,Code Review,2025-08-05,13,7.2
INT000698,TEAM013,EMP0421,EMP0276,Brainstorming,2025-09-03,18,5.8
INT000699,TEAM013,EMP0421,EMP0276,Collaboration,2025-10-12,5,5.9
INT000700,TEAM013,EMP0421,EMP0276,Mentoring,2025-05-19,26,8.1
INT000701,TEAM013,EMP0421,EMP0276,Code Review,2025-10-09,19,5.2
INT000702,TEAM014,EMP0235,EMP0084,Code Review,2025-11-04,41,6.6
INT000703,TEAM014,EMP0235,EMP0084,Discussion,2025-10-27,5,7.6
INT000704,TEAM014,EMP0235,EMP0084,Discussion,2025-08-06,6,8.2
INT000705,TEAM014,EMP0235,EMP0084,Code Review,2025-09-30,40,6.5
INT000706,TEAM014,EMP0235,EMP0084,Collaboration,2025-10-29,16,7.4
INT000707,TEAM014,EMP0235,EMP0084,Discussion,2025-05-24,18,4.3
INT000708,TEAM014,EMP0235,EMP0084,Pair Programming,2025-09-11,10,3.8
INT000709,TEAM014,EMP0235,EMP0448,Pair Programming,2025-08-18,7,5.4
INT000710,TEAM014,EMP0235,EMP0448,Collaboration,2025-10-19,16,7.2
INT000711,TEAM014,EMP0235,EMP0448,Meeting,2025-08-04,32,7.1
INT000712,TEAM014,EMP0235,EMP0448,Mentoring,2025-07-02,65,7.3
INT000713,TEAM014,EMP0235,EMP0448,Code Review,2025-10-25,29,8.9
INT000714,TEAM014,EMP0235,EMP0448,Brainstorming,2025-09-11,64,5.1
INT000715,TEAM014,EMP0235,EMP0448,Meeting,2025-06-28,29,4.9
INT000716,TEAM014,EMP0235,EMP0350,Brainstorming,2025-07-11,5,7.6
INT000717,TEAM014,EMP0235,EMP0350,Brainstorming,2025-08-27,28,4.8
INT000718,TEAM014,EMP0235,EMP0350,Pair Programming,2025-08-20,23,7.9
INT000719,TEAM014,EMP0235,EMP0350,Collaboration,2025-10-16,22,6.3
INT000720,TEAM014,EMP0235,EMP0350,Meeting,2025-07-14,37,8.0
INT000721,TEAM014,EMP0235,EMP0350,Code Review,2025-08-05,25,8.5
INT000722,TEAM014,EMP0235,EMP0350,Collaboration,2025-08-25,10,5.9
INT000723,TEAM014,EMP0235,EMP0350,Mentoring,2025-08-22,36,7.1
INT000724,TEAM014,EMP0235,EMP0350,Code Review,2025-06-01,82,6.0
INT000725,TEAM014,EMP0235,EMP0350,Pair Programming,2025-07-12,5,9.3
INT000726,TEAM014,EMP0235,EMP0350,Discussion,2025-06-09,30,6.4
INT000727,TEAM014,EMP0084,EMP0350,Code Review,2025-09-06,61,6.2
INT000728,TEAM014,EMP0084,EMP0350,Discussion,2025-11-06,8,4.6
INT000729,TEAM014,EMP0084,EMP0350,Code Review,2025-11-01,56,9.0
INT000730,TEAM014,EMP0084,EMP0350,Pair Programming,2025-06-22,43,6.9
INT000731,TEAM014,EMP0084,EMP0350,Brainstorming,2025-05-29,23,9.0
INT000732,TEAM014,EMP0084,EMP0350,Meeting,2025-05-14,48,5.8
INT000733,TEAM014,EMP0448,EMP0018,Discussion,2025-05-23,3,5.8
INT000734,TEAM014,EMP0448,EMP0018,Meeting,2025-08-21,9,5.5
INT000735,TEAM014,EMP0448,EMP0018,Collaboration,2025-09-16,18,6.6
INT000736,TEAM014,EMP0448,EMP0018,Discussion,2025-09-08,15,9.6
INT000737,TEAM014,EMP0448,EMP0350,Code Review,2025-10-23,100,6.4
INT000738,TEAM014,EMP0448,EMP0350,Meeting,2025-08-28,38,5.9
INT000739,TEAM014,EMP0448,EMP0350,Code Review,2025-10-27,31,9.0
INT000740,TEAM014,EMP0018,EMP0350,Pair Programming,2025-05-12,17,6.6
INT000741,TEAM014,EMP0018,EMP0350,Mentoring,2025-07-13,110,7.6
INT000742,TEAM014,EMP0018,EMP0350,Collaboration,2025-10-17,16,5.6
INT000743,TEAM014,EMP0018,EMP0350,Collaboration,2025-10-14,5,8.3
INT000744,TEAM014,EMP0018,EMP0350,Mentoring,2025-10-04,49,5.2
INT000745,TEAM014,EMP0350,EMP0374,Meeting,2025-06-15,54,5.4
INT000746,TEAM015,EMP0265,EMP0401,Code Review,2025-10-05,63,6.9
INT000747,TEAM015,EMP0265,EMP0401,Pair Programming,2025-08-25,35,4.6
INT000748,TEAM015,EMP0265,EMP0401,Brainstorming,2025-08-19,23,6.4
INT000749,TEAM015,EMP0265,EMP0401,Mentoring,2025-07-30,38,6.8
INT000750,TEAM015,EMP0265,EMP0401,Pair Programming,2025-08-16,8,3.7
INT000751,TEAM015,EMP0265,EMP0401,Pair Programming,2025-07-15,11,7.6
INT000752,TEAM015,EMP0265,EMP0401,Meeting,2025-09-09,38,9.3
INT000753,TEAM015,EMP0401,EMP0045,Meeting,2025-06-11,37,7.3
INT000754,TEAM015,EMP0401,EMP0045,Meeting,2025-09-29,38,6.3
INT000755,TEAM015,EMP0401,EMP0045,Discussion,2025-09-26,9,4.1
INT000756,TEAM015,EMP0401,EMP0045,Pair Programming,2025-07-11,7,5.1
INT000757,TEAM015,EMP0401,EMP0045,Meeting,2025-07-26,54,5.8
INT000758,TEAM016,EMP0228,EMP0209,Discussion,2025-09-15,15,2.3
INT000759,TEAM016,EMP0228,EMP0209,Discussion,2025-08-21,17,6.9
INT000760,TEAM016,EMP0228,EMP0209,Brainstorming,2025-09-01,46,6.7
INT000761,TEAM016,EMP0228,EMP0209,Meeting,2025-10-08,52,8.9
INT000762,TEAM016,EMP0228,EMP0209,Brainstorming,2025-09-28,39,7.8
INT000763,TEAM016,EMP0228,EMP0209,Pair Programming,2025-05-16,52,6.9
INT000764,TEAM016,EMP0228,EMP0209,Mentoring,2025-05-11,6,6.9
INT000765,TEAM016,EMP0228,EMP0209,Meeting,2025-06-06,63,7.4
INT000766,TEAM016,EMP0228,EMP0475,Code Review,2025-08-16,22,6.2
INT000767,TEAM016,EMP0228,EMP0475,Mentoring,2025-10-15,60,8.4
INT000768,TEAM016,EMP0228,EMP0475,Pair Programming,2025-09-05,15,7.5
INT000769,TEAM016,EMP0228,EMP0475,Collaboration,2025-07-29,16,5.7
INT000770,TEAM016,EMP0228,EMP0475,Mentoring,2025-10-26,110,8.4
INT000771,TEAM016,EMP0228,EMP0475,Pair Programming,2025-08-23,22,7.3
INT000772,TEAM017,EMP0033,EMP0271,Brainstorming,2025-07-27,20,8.0
INT000773,TEAM017,EMP0033,EMP0271,Collaboration,2025-07-15,12,7.8
INT000774,TEAM017,EMP0033,EMP0271,Code Review,2025-06-20,85,7.7
INT000775,TEAM017,EMP0033,EMP0438,Brainstorming,2025-10-12,1,3.4
INT000776,TEAM017,EMP0033,EMP0438,Meeting,2025-10-03,35,6.8
INT000777,TEAM017,EMP0033,EMP0438,Meeting,2025-11-04,40,8.1
INT000778,TEAM017,EMP0033,EMP0438,Code Review,2025-09-12,23,8.5
INT000779,TEAM017,EMP0033,EMP0438,Brainstorming,2025-09-18,8,5.9
INT000780,TEAM017,EMP0033,EMP0438,Pair Programming,2025-07-28,66,8.2
INT000781,TEAM017,EMP0033,EMP0438,Mentoring,2025-05-16,49,6.3
INT000782,TEAM017,EMP0033,EMP0438,Meeting,2025-05-26,75,6.7
INT000783,TEAM017,EMP0033,EMP0438,Collaboration,2025-06-11,14,7.1
INT000784,TEAM017,EMP0033,EMP0246,Meeting,2025-10-19,48,8.2
INT000785,TEAM017,EMP0033,EMP0246,Code Review,2025-10-22,22,7.2
INT000786,TEAM017,EMP0033,EMP0246,Discussion,2025-05-26,3,4.8
INT000787,TEAM017,EMP0033,EMP0246,Meeting,2025-10-06,41,6.7
INT000788,TEAM017,EMP0438,EMP0246,Discussion,2025-10-28,49,9.1
INT000789,TEAM017,EMP0438,EMP0246,Code Review,2025-10-26,27,5.5
INT000790,TEAM017,EMP0438,EMP0246,Discussion,2025-06-14,8,6.0
INT000791,TEAM017,EMP0438,EMP0246,Discussion,2025-07-29,2,8.8
INT000792,TEAM017,EMP0438,EMP0246,Discussion,2025-10-31,18,7.8
INT000793,TEAM018,EMP0006,EMP0429,Code Review,2025-09-14,48,7.2
INT000794,TEAM018,EMP0006,EMP0429,Pair Programming,2025-08-29,31,6.8
INT000795,TEAM018,EMP0134,EMP0429,Meeting,2025-09-30,35,5.9
INT000796,TEAM018,EMP0134,EMP0429,Collaboration,2025-06-03,50,7.4
INT000797,TEAM018,EMP0134,EMP0429,Code Review,2025-06-03,24,8.6
INT000798,TEAM019,EMP0120,EMP0463,Discussion,2025-06-20,5,7.8
INT000799,TEAM019,EMP0120,EMP0463,Meeting,2025-10-23,48,4.4
INT000800,TEAM019,EMP0120,EMP0463,Discussion,2025-08-28,8,7.5
INT000801,TEAM019,EMP0329,EMP0463,Mentoring,2025-09-17,27,6.6
INT000802,TEAM019,EMP0329,EMP0463,Code Review,2025-06-26,38,9.4
INT000803,TEAM019,EMP0329,EMP0463,Brainstorming,2025-05-30,9,4.4
INT000804,TEAM020,EMP0188,EMP0408,Discussion,2025-11-03,18,9.2
INT000805,TEAM020,EMP0188,EMP0408,Discussion,2025-08-08,26,6.3
INT000806,TEAM020,EMP0188,EMP0408,Brainstorming,2025-06-21,2,5.4
INT000807,TEAM020,EMP0188,EMP0408,Pair Programming,2025-07-06,1,8.1
INT000808,TEAM020,EMP0188,EMP0416,Pair Programming,2025-07-31,30,4.0
INT000809,TEAM020,EMP0188,EMP0416,Meeting,2025-09-22,53,8.4
INT000810,TEAM020,EMP0188,EMP0416,Collaboration,2025-08-18,56,7.5
INT000811,TEAM020,EMP0188,EMP0416,Meeting,2025-09-12,63,4.5
INT000812,TEAM020,EMP0188,EMP0411,Collaboration,2025-07-10,22,6.8
INT000813,TEAM020,EMP0188,EMP0411,Brainstorming,2025-08-08,20,7.6
INT000814,TEAM020,EMP0188,EMP0104,Code Review,2025-09-09,64,5.5
INT000815,TEAM020,EMP0188,EMP0104,Code Review,2025-10-13,48,9.3
INT000816,TEAM020,EMP0188,EMP0104,Code Review,2025-05-23,21,5.5
INT000817,TEAM020,EMP0188,EMP0104,Collaboration,2025-08-31,14,8.5
INT000818,TEAM020,EMP0188,EMP0104,Brainstorming,2025-10-24,15,8.3
INT000819,TEAM020,EMP0188,EMP0104,Collaboration,2025-09-12,6,6.3
INT000820,TEAM020,EMP0408,EMP0368,Code Review,2025-09-24,36,6.1
INT000821,TEAM020,EMP0408,EMP0368,Collaboration,2025-09-08,25,5.6
INT000822,TEAM020,EMP0408,EMP0368,Brainstorming,2025-08-18,11,7.8
INT000823,TEAM020,EMP0408,EMP0411,Meeting,2025-06-09,12,6.1
INT000824,TEAM020,EMP0408,EMP0411,Mentoring,2025-05-11,48,6.6
INT000825,TEAM020,EMP0408,EMP0411,Collaboration,2025-08-09,5,5.8
INT000826,TEAM020,EMP0408,EMP0411,Code Review,2025-06-16,32,7.7
INT000827,TEAM020,EMP0408,EMP0411,Code Review,2025-06-16,52,7.4
INT000828,TEAM020,EMP0408,EMP0411,Collaboration,2025-07-04,9,8.3
INT000829,TEAM020,EMP0408,EMP0411,Code Review,2025-08-20,14,3.3
INT000830,TEAM020,EMP0408,EMP0411,Meeting,2025-07-05,47,7.4
INT000831,TEAM020,EMP0408,EMP0411,Meeting,2025-10-15,13,8.4
INT000832,TEAM020,EMP0408,EMP0104,Meeting,2025-09-12,20,7.9
INT000833,TEAM020,EMP0408,EMP0104,Discussion,2025-06-26,13,5.8
INT000834,TEAM020,EMP0408,EMP0104,Pair Programming,2025-11-07,6,7.3
INT000835,TEAM020,EMP0408,EMP0104,Code Review,2025-06-03,16,5.3
INT000836,TEAM020,EMP0408,EMP0104,Pair Programming,2025-10-05,15,9.0
INT000837,TEAM020,EMP0408,EMP0104,Brainstorming,2025-09-23,31,6.9
INT000838,TEAM020,EMP0101,EMP0368,Code Review,2025-11-02,33,8.0
INT000839,TEAM020,EMP0101,EMP0368,Mentoring,2025-06-10,37,9.1
INT000840,TEAM020,EMP0101,EMP0368,Brainstorming,2025-10-02,11,6.0
INT000841,TEAM020,EMP0101,EMP0368,Brainstorming,2025-10-10,8,6.4
INT000842,TEAM020,EMP0101,EMP0368,Brainstorming,2025-06-26,21,9.1
INT000843,TEAM020,EMP0101,EMP0368,Meeting,2025-08-06,43,6.4
INT000844,TEAM020,EMP0101,EMP0368,Mentoring,2025-08-04,62,7.7
INT000845,TEAM020,EMP0101,EMP0411,Pair Programming,2025-10-13,5,7.5
INT000846,TEAM020,EMP0101,EMP0411,Pair Programming,2025-08-22,22,7.4
INT000847,TEAM020,EMP0101,EMP0411,Code Review,2025-10-04,64,7.4
INT000848,TEAM020,EMP0101,EMP0411,Brainstorming,2025-07-19,34,7.2
INT000849,TEAM020,EMP0416,EMP0368,Code Review,2025-08-18,26,9.0
INT000850,TEAM020,EMP0416,EMP0368,Mentoring,2025-06-17,38,6.8
INT000851,TEAM020,EMP0416,EMP0368,Brainstorming,2025-06-03,22,4.9
INT000852,TEAM020,EMP0416,EMP0068,Collaboration,2025-05-21,2,6.9
INT000853,TEAM020,EMP0416,EMP0068,Discussion,2025-09-24,4,7.3
INT000854,TEAM020,EMP0416,EMP0068,Mentoring,2025-08-21,30,8.7
INT000855,TEAM020,EMP0416,EMP0104,Mentoring,2025-11-07,23,7.9
INT000856,TEAM020,EMP0416,EMP0104,Discussion,2025-06-14,16,5.0
INT000857,TEAM020,EMP0416,EMP0104,Meeting,2025-06-15,48,7.9
INT000858,TEAM020,EMP0368,EMP0068,Brainstorming,2025-08-18,11,8.0
INT000859,TEAM020,EMP0368,EMP0068,Code Review,2025-06-04,6,8.2
INT000860,TEAM020,EMP0368,EMP0068,Collaboration,2025-05-28,14,5.0
INT000861,TEAM020,EMP0368,EMP0068,Discussion,2025-10-12,13,8.2
INT000862,TEAM020,EMP0368,EMP0068,Pair Programming,2025-10-02,6,8.2
INT000863,TEAM020,EMP0368,EMP0104,Code Review,2025-08-18,61,5.4
INT000864,TEAM020,EMP0368,EMP0104,Meeting,2025-05-29,46,6.0
INT000865,TEAM020,EMP0368,EMP0104,Mentoring,2025-05-20,6,6.8
INT000866,TEAM020,EMP0068,EMP0104,Pair Programming,2025-11-05,5,8.9
INT000867,TEAM020,EMP0068,EMP0104,Code Review,2025-09-15,82,7.8
INT000868,TEAM020,EMP0068,EMP0104,Meeting,2025-05-14,56,6.3
INT000869,TEAM020,EMP0068,EMP0104,Pair Programming,2025-08-10,25,3.9
INT000870,TEAM020,EMP0068,EMP0104,Mentoring,2025-10-11,24,8.6
INT000871,TEAM020,EMP0068,EMP0104,Meeting,2025-11-07,34,8.3
INT000872,TEAM020,EMP0068,EMP0104,Discussion,2025-08-01,16,7.7
INT000873,TEAM020,EMP0068,EMP0104,Code Review,2025-07-23,69,6.9
INT000874,TEAM021,EMP0407,EMP0283,Pair Programming,2025-08-03,35,4.5
INT000875,TEAM021,EMP0407,EMP0283,Discussion,2025-06-21,24,3.8
INT000876,TEAM021,EMP0407,EMP0283,Brainstorming,2025-10-13,23,8.0
INT000877,TEAM021,EMP0407,EMP0283,Brainstorming,2025-07-08,10,7.7
INT000878,TEAM021,EMP0407,EMP0283,Mentoring,2025-06-13,27,8.0
INT000879,TEAM021,EMP0283,EMP0054,Meeting,2025-07-15,36,8.9
INT000880,TEAM021,EMP0283,EMP0054,Pair Programming,2025-10-30,24,6.2
INT000881,TEAM021,EMP0283,EMP0054,Pair Programming,2025-11-02,3,5.5
INT000882,TEAM021,EMP0283,EMP0054,Meeting,2025-09-02,60,6.4
INT000883,TEAM021,EMP0283,EMP0054,Pair Programming,2025-10-20,4,8.3
INT000884,TEAM022,EMP0117,EMP0219,Code Review,2025-08-03,75,3.1
INT000885,TEAM022,EMP0117,EMP0219,Collaboration,2025-10-19,6,6.9
INT000886,TEAM022,EMP0117,EMP0219,Pair Programming,2025-10-15,12,7.2
INT000887,TEAM022,EMP0117,EMP0219,Collaboration,2025-06-08,3,8.7
INT000888,TEAM022,EMP0117,EMP0219,Mentoring,2025-07-07,16,6.1
INT000889,TEAM022,EMP0117,EMP0404,Code Review,2025-05-24,60,5.8
INT000890,TEAM022,EMP0117,EMP0404,Discussion,2025-06-05,39,8.6
INT000891,TEAM022,EMP0117,EMP0404,Meeting,2025-09-28,43,6.8
INT000892,TEAM022,EMP0117,EMP0404,Pair Programming,2025-10-13,4,8.0
INT000893,TEAM022,EMP0117,EMP0404,Code Review,2025-09-16,53,6.2
INT000894,TEAM022,EMP0117,EMP0404,Mentoring,2025-07-26,25,6.7
INT000895,TEAM022,EMP0117,EMP0404,Mentoring,2025-06-19,22,7.2
INT000896,TEAM023,EMP0369,EMP0001,Pair Programming,2025-05-22,5,7.5
INT000897,TEAM023,EMP0369,EMP0001,Code Review,2025-08-23,23,6.4
INT000898,TEAM023,EMP0369,EMP0001,Meeting,2025-10-14,14,7.4
INT000899,TEAM023,EMP0369,EMP0001,Collaboration,2025-07-30,13,6.8
INT000900,TEAM023,EMP0369,EMP0402,Code Review,2025-07-05,65,8.2
INT000901,TEAM023,EMP0369,EMP0402,Pair Programming,2025-10-25,54,6.9
INT000902,TEAM023,EMP0369,EMP0402,Discussion,2025-11-07,12,7.6
INT000903,TEAM023,EMP0369,EMP0402,Pair Programming,2025-10-16,6,6.1
INT000904,TEAM023,EMP0369,EMP0402,Mentoring,2025-05-22,52,6.4
INT000905,TEAM023,EMP0369,EMP0402,Discussion,2025-06-07,0,8.1
INT000906,TEAM023,EMP0369,EMP0402,Meeting,2025-09-17,59,8.4
INT000907,TEAM023,EMP0001,EMP0402,Mentoring,2025-09-25,45,7.9
INT000908,TEAM023,EMP0001,EMP0402,Meeting,2025-08-25,7,5.3
INT000909,TEAM023,EMP0001,EMP0402,Brainstorming,2025-07-09,6,8.9
INT000910,TEAM024,EMP0152,EMP0019,Discussion,2025-07-29,16,8.4
INT000911,TEAM024,EMP0152,EMP0019,Mentoring,2025-07-05,35,6.2
INT000912,TEAM024,EMP0152,EMP0019,Meeting,2025-09-01,34,7.7
INT000913,TEAM024,EMP0152,EMP0019,Collaboration,2025-05-27,5,8.9
INT000914,TEAM024,EMP0152,EMP0019,Code Review,2025-07-31,52,7.4
INT000915,TEAM024,EMP0152,EMP0019,Discussion,2025-08-05,9,4.9
INT000916,TEAM024,EMP0152,EMP0019,Code Review,2025-08-05,79,6.1
INT000917,TEAM024,EMP0152,EMP0019,Meeting,2025-07-16,12,6.9
INT000918,TEAM024,EMP0152,EMP0092,Pair Programming,2025-07-11,20,6.8
INT000919,TEAM024,EMP0152,EMP0092,Brainstorming,2025-09-11,15,4.7
INT000920,TEAM024,EMP0152,EMP0092,Collaboration,2025-08-31,13,8.2
INT000921,TEAM024,EMP0152,EMP0092,Code Review,2025-10-23,51,8.2
INT000922,TEAM024,EMP0152,EMP0344,Brainstorming,2025-08-11,13,8.8
INT000923,TEAM024,EMP0152,EMP0344,Discussion,2025-06-22,35,6.9
INT000924,TEAM024,EMP0152,EMP0003,Meeting,2025-06-19,42,6.1
INT000925,TEAM024,EMP0152,EMP0003,Brainstorming,2025-07-31,20,8.1
INT000926,TEAM024,EMP0152,EMP0003,Discussion,2025-06-27,4,8.7
INT000927,TEAM024,EMP0152,EMP0003,Mentoring,2025-06-23,24,7.7
INT000928,TEAM024,EMP0152,EMP0323,Discussion,2025-09-08,6,7.0
INT000929,TEAM024,EMP0152,EMP0323,Meeting,2025-08-23,15,6.6
INT000930,TEAM024,EMP0152,EMP0323,Brainstorming,2025-07-29,6,9.0
INT000931,TEAM024,EMP0152,EMP0323,Collaboration,2025-10-30,27,6.0
INT000932,TEAM024,EMP0152,EMP0323,Collaboration,2025-06-14,5,6.1
INT000933,TEAM024,EMP0019,EMP0316,Code Review,2025-07-16,73,7.6
INT000934,TEAM024,EMP0019,EMP0316,Code Review,2025-09-26,38,8.1
INT000935,TEAM024,EMP0019,EMP0316,Code Review,2025-09-19,42,4.7
INT000936,TEAM024,EMP0019,EMP0316,Discussion,2025-10-28,13,7.2
INT000937,TEAM024,EMP0019,EMP0316,Mentoring,2025-10-18,26,7.0
INT000938,TEAM024,EMP0019,EMP0316,Code Review,2025-07-19,39,4.3
INT000939,TEAM024,EMP0019,EMP0316,Code Review,2025-05-31,48,6.2
INT000940,TEAM024,EMP0019,EMP0316,Pair Programming,2025-06-08,10,5.7
INT000941,TEAM024,EMP0019,EMP0316,Mentoring,2025-08-18,17,8.6
INT000942,TEAM024,EMP0019,EMP0492,Collaboration,2025-07-31,68,7.0
INT000943,TEAM024,EMP0019,EMP0492,Collaboration,2025-07-29,30,8.8
INT000944,TEAM024,EMP0019,EMP0492,Brainstorming,2025-08-16,11,6.1
INT000945,TEAM024,EMP0019,EMP0492,Collaboration,2025-08-29,7,8.0
INT000946,TEAM024,EMP0019,EMP0492,Brainstorming,2025-07-13,8,5.0
INT000947,TEAM024,EMP0019,EMP0492,Brainstorming,2025-11-04,23,8.7
INT000948,TEAM024,EMP0019,EMP0492,Collaboration,2025-05-12,11,7.5
INT000949,TEAM024,EMP0019,EMP0003,Meeting,2025-07-23,38,8.6
INT000950,TEAM024,EMP0019,EMP0003,Code Review,2025-07-24,11,4.7
INT000951,TEAM024,EMP0019,EMP0003,Collaboration,2025-10-01,4,9.0
INT000952,TEAM024,EMP0019,EMP0069,Meeting,2025-10-13,22,6.3
INT000953,TEAM024,EMP0019,EMP0323,Brainstorming,2025-10-13,7,7.5
INT000954,TEAM024,EMP0019,EMP0323,Brainstorming,2025-08-26,4,6.0
INT000955,TEAM024,EMP0019,EMP0323,Pair Programming,2025-06-23,19,7.2
INT000956,TEAM024,EMP0092,EMP0031,Discussion,2025-05-24,29,6.4
INT000957,TEAM024,EMP0092,EMP0031,Collaboration,2025-06-14,24,5.1
INT000958,TEAM024,EMP0092,EMP0031,Meeting,2025-07-09,41,9.1
INT000959,TEAM024,EMP0092,EMP0031,Pair Programming,2025-09-24,13,9.4
INT000960,TEAM024,EMP0092,EMP0031,Code Review,2025-07-27,15,8.7
INT000961,TEAM024,EMP0092,EMP0031,Collaboration,2025-06-02,21,8.4
INT000962,TEAM024,EMP0092,EMP0031,Mentoring,2025-05-17,23,4.5
INT000963,TEAM024,EMP0092,EMP0316,Pair Programming,2025-07-29,8,6.2
INT000964,TEAM024,EMP0092,EMP0316,Code Review,2025-05-15,63,7.7
INT000965,TEAM024,EMP0092,EMP0316,Mentoring,2025-10-26,58,5.6
INT000966,TEAM024,EMP0092,EMP0316,Pair Programming,2025-07-09,10,6.8
INT000967,TEAM024,EMP0092,EMP0316,Meeting,2025-08-04,32,6.9
INT000968,TEAM024,EMP0092,EMP0316,Brainstorming,2025-08-13,0,7.8
INT000969,TEAM024,EMP0092,EMP0316,Pair Programming,2025-08-22,20,6.2
INT000970,TEAM024,EMP0092,EMP0344,Brainstorming,2025-07-05,26,8.1
INT000971,TEAM024,EMP0092,EMP0344,Mentoring,2025-05-13,39,6.5
INT000972,TEAM024,EMP0092,EMP0344,Brainstorming,2025-10-13,31,9.2
INT000973,TEAM024,EMP0092,EMP0344,Code Review,2025-09-10,40,7.0
INT000974,TEAM024,EMP0092,EMP0344,Mentoring,2025-08-23,82,7.8
INT000975,TEAM024,EMP0092,EMP0492,Pair Programming,2025-08-17,20,6.6
INT000976,TEAM024,EMP0092,EMP0492,Collaboration,2025-07-24,9,5.4
INT000977,TEAM024,EMP0092,EMP0492,Meeting,2025-05-26,31,7.2
INT000978,TEAM024,EMP0092,EMP0492,Discussion,2025-09-20,5,4.9
INT000979,TEAM024,EMP0092,EMP0003,Mentoring,2025-07-26,28,4.2
INT000980,TEAM024,EMP0092,EMP0003,Brainstorming,2025-07-06,24,4.8
INT000981,TEAM024,EMP0092,EMP0003,Brainstorming,2025-06-28,17,8.2
INT000982,TEAM024,EMP0092,EMP0003,Brainstorming,2025-08-04,13,8.1
INT000983,TEAM024,EMP0092,EMP0003,Collaboration,2025-10-24,14,6.1
INT000984,TEAM024,EMP0092,EMP0003,Meeting,2025-09-28,36,6.1
INT000985,TEAM024,EMP0092,EMP0003,Mentoring,2025-08-20,38,5.9
INT000986,TEAM024,EMP0092,EMP0003,Discussion,2025-07-01,23,8.3
INT000987,TEAM024,EMP0092,EMP0003,Brainstorming,2025-10-04,10,7.1
INT000988,TEAM024,EMP0092,EMP0003,Collaboration,2025-06-26,21,7.6
INT000989,TEAM024,EMP0092,EMP0003,Code Review,2025-10-31,37,5.9
INT000990,TEAM024,EMP0092,EMP0003,Brainstorming,2025-09-19,27,4.6
INT000991,TEAM024,EMP0092,EMP0003,Brainstorming,2025-09-17,27,9.6
INT000992,TEAM024,EMP0092,EMP0003,Code Review,2025-10-24,46,6.4
INT000993,TEAM024,EMP0092,EMP0069,Pair Programming,2025-10-26,7,5.7
INT000994,TEAM024,EMP0092,EMP0069,Code Review,2025-05-11,9,9.5
INT000995,TEAM024,EMP0092,EMP0069,Pair Programming,2025-08-29,19,7.3
INT000996,TEAM024,EMP0092,EMP0069,Collaboration,2025-07-12,5,6.3
INT000997,TEAM024,EMP0092,EMP0069,Mentoring,2025-07-29,34,7.0
INT000998,TEAM024,EMP0092,EMP0069,Mentoring,2025-10-07,88,6.0
