enrollment_id,learner_id,course_id,enroll_date,completion_date,is_completed,progress_pct,time_spent_hours,video_watch_pct,quiz_score_avg,num_quiz_attempts,assignments_completed,user_rating,days_to_complete
ENR002041,LRN00690,CRS0093,2025-10-19,,0,13,4.2,23.3,,0,1,,
ENR002042,LRN00690,CRS0018,2025-12-03,,0,12,0.9,11.4,,0,0,,
ENR002043,LRN00690,CRS0006,2025-11-15,2025-11-30,1,100,5.5,97.9,66.1,5,2,4.6,15.0
ENR002044,LRN00690,CRS0169,2025-10-27,2025-12-28,1,100,25.5,100.0,50.2,5,9,4.5,62.0
ENR002045,LRN00691,CRS0109,2024-11-16,,0,10,2.5,17.7,,0,1,,
ENR002046,LRN00692,CRS0198,2025-12-29,2026-01-19,1,100,25.2,86.3,46.5,5,12,4.3,21.0
ENR002047,LRN00692,CRS0165,2025-11-29,2026-02-19,1,100,97.4,92.5,61.3,5,32,4.0,82.0
ENR002048,LRN00693,CRS0046,2024-09-26,,0,40,6.9,26.1,53.3,2,3,,
ENR002049,LRN00693,CRS0174,2024-12-09,,0,35,15.2,25.3,58.9,1,11,,
ENR002050,LRN00693,CRS0075,2024-09-23,,0,31,16.0,25.3,54.4,1,8,,
ENR002051,LRN00694,CRS0063,2025-03-20,,0,61,5.5,58.9,83.2,3,4,,
ENR002052,LRN00695,CRS0109,2025-10-03,,0,31,7.4,17.7,79.2,1,3,,
ENR002053,LRN00695,CRS0057,2025-07-18,,0,22,3.4,14.1,75.4,1,2,,
ENR002054,LRN00696,CRS0046,2025-05-23,,0,0,0.0,0.0,,0,0,,
ENR002055,LRN00697,CRS0178,2025-04-04,,0,36,5.2,30.4,71.1,1,4,,
ENR002056,LRN00698,CRS0065,2026-01-20,,0,39,5.7,42.9,41.2,1,4,,
ENR002057,LRN00698,CRS0062,2025-10-14,2025-11-05,1,100,13.8,100.0,76.9,5,7,4.5,22.0
ENR002058,LRN00699,CRS0066,2025-09-14,,0,20,2.9,26.8,,0,1,,
ENR002059,LRN00699,CRS0031,2025-10-01,,0,36,24.1,33.9,65.0,1,11,,
ENR002060,LRN00700,CRS0101,2024-05-14,,0,31,3.5,27.1,56.9,1,2,,
ENR002061,LRN00701,CRS0099,2024-12-26,,0,33,1.4,46.2,30.8,1,1,,
ENR002062,LRN00701,CRS0180,2024-12-19,,0,19,6.4,27.2,,0,4,,
ENR002063,LRN00701,CRS0114,2025-04-04,,0,17,8.6,12.7,,0,3,,
ENR002064,LRN00701,CRS0183,2024-11-06,2025-04-05,1,100,49.8,85.3,50.0,5,22,4.2,150.0
ENR002065,LRN00702,CRS0102,2025-04-06,2025-05-17,1,100,60.6,100.0,48.0,5,26,4.9,41.0
ENR002066,LRN00702,CRS0139,2025-05-03,2025-05-27,1,100,47.2,100.0,62.8,5,16,4.9,24.0
ENR002067,LRN00702,CRS0150,2025-04-06,2025-05-24,1,100,86.0,100.0,71.6,5,29,4.7,48.0
ENR002068,LRN00702,CRS0046,2025-03-09,2025-03-20,1,100,20.8,85.2,79.2,5,8,2.9,11.0
ENR002069,LRN00703,CRS0156,2026-03-20,,0,52,4.3,54.0,38.8,2,2,,
ENR002070,LRN00703,CRS0176,2026-03-01,,0,13,0.7,4.8,,0,0,,
ENR002071,LRN00704,CRS0170,2024-03-04,,0,37,1.0,37.5,53.4,1,1,,
ENR002072,LRN00704,CRS0164,2024-04-09,,0,9,2.6,0.0,,0,1,,
ENR002073,LRN00705,CRS0197,2025-11-21,,0,49,18.6,63.5,53.8,2,10,,
ENR002074,LRN00705,CRS0193,2025-06-30,,0,14,5.7,11.4,,0,3,,
ENR002075,LRN00705,CRS0009,2025-10-15,,0,8,3.0,0.0,,0,1,,
ENR002076,LRN00705,CRS0200,2025-09-30,,0,16,6.2,26.0,,0,2,,
ENR002077,LRN00706,CRS0144,2024-04-11,,0,32,23.5,36.1,67.0,1,9,,
ENR002078,LRN00707,CRS0110,2024-05-04,2024-05-16,1,100,16.7,94.6,64.5,5,9,4.6,12.0
ENR002079,LRN00707,CRS0081,2024-03-04,2024-04-11,1,100,57.7,98.1,68.9,5,21,4.9,38.0
ENR002080,LRN00707,CRS0172,2023-12-18,,0,23,1.5,14.3,62.5,1,1,,
ENR002081,LRN00708,CRS0158,2025-04-09,,0,30,1.8,32.3,76.9,1,1,,
ENR002082,LRN00708,CRS0096,2025-05-05,,0,16,1.2,12.4,,0,1,,
ENR002083,LRN00708,CRS0106,2025-05-29,,0,24,5.6,30.6,59.3,1,3,,
ENR002084,LRN00708,CRS0098,2025-08-01,,0,14,1.4,9.4,,0,1,,
ENR002085,LRN00708,CRS0119,2025-03-17,2025-03-30,1,100,15.2,100.0,46.7,5,6,3.8,13.0
ENR002086,LRN00708,CRS0038,2025-06-24,,0,22,10.4,31.5,45.3,1,5,,
ENR002087,LRN00709,CRS0060,2025-08-15,,0,13,5.9,15.6,,0,3,,
ENR002088,LRN00709,CRS0002,2025-09-22,,0,6,1.0,0.0,,0,0,,
ENR002089,LRN00710,CRS0014,2025-01-10,,0,37,7.7,25.3,61.6,1,2,,
ENR002090,LRN00711,CRS0064,2024-04-29,,0,57,17.0,66.8,47.0,2,13,,
ENR002091,LRN00711,CRS0137,2024-03-25,,0,15,5.4,14.7,,0,4,,
ENR002092,LRN00711,CRS0123,2024-07-07,,0,24,15.6,32.8,72.5,1,5,,
ENR002093,LRN00711,CRS0041,2024-04-22,,0,14,3.1,1.9,,0,1,,
ENR002094,LRN00711,CRS0065,2024-05-30,,0,6,1.1,12.7,,0,0,,
ENR002095,LRN00711,CRS0127,2024-06-02,,0,37,12.4,50.7,67.4,1,5,,
ENR002096,LRN00711,CRS0058,2024-05-23,2025-02-19,1,100,65.5,100.0,37.1,5,27,4.3,272.0
ENR002097,LRN00711,CRS0156,2024-05-20,,0,56,3.3,54.0,70.2,2,2,,
ENR002098,LRN00711,CRS0173,2024-07-23,,0,17,6.4,27.5,,0,4,,
ENR002099,LRN00711,CRS0157,2024-04-16,,0,48,21.0,52.7,76.3,2,7,,
ENR002100,LRN00711,CRS0147,2024-04-21,,0,32,8.6,31.1,68.7,1,3,,
ENR002101,LRN00711,CRS0161,2024-08-18,,0,11,6.7,11.6,,0,3,,
ENR002102,LRN00711,CRS0133,2024-05-28,,0,53,3.5,67.4,44.7,2,2,,
ENR002103,LRN00711,CRS0146,2024-06-08,,0,9,1.0,3.1,,0,0,,
ENR002104,LRN00711,CRS0187,2024-05-16,,0,52,21.5,50.4,44.3,2,15,,
ENR002105,LRN00712,CRS0142,2024-06-30,,0,60,9.1,63.1,47.4,3,7,,
ENR002106,LRN00713,CRS0133,2025-04-27,,0,35,2.0,26.1,92.4,1,1,,
ENR002107,LRN00714,CRS0188,2024-08-22,2024-11-02,1,100,25.5,100.0,47.9,5,12,3.5,72.0
ENR002108,LRN00715,CRS0057,2024-05-07,,0,6,1.4,6.7,,0,0,,
ENR002109,LRN00716,CRS0092,2025-04-20,,0,39,9.2,37.0,79.6,1,6,,
ENR002110,LRN00716,CRS0194,2025-03-31,2025-07-21,1,100,94.6,98.5,77.5,5,32,3.6,112.0
ENR002111,LRN00716,CRS0089,2025-02-27,,0,7,2.4,7.1,,0,0,,
ENR002112,LRN00716,CRS0096,2025-06-14,,0,62,5.8,73.4,70.9,3,4,,
ENR002113,LRN00716,CRS0106,2025-07-17,2025-08-20,1,100,29.8,100.0,78.2,5,12,3.4,34.0
ENR002114,LRN00716,CRS0100,2025-07-04,,0,41,5.6,44.9,76.7,2,4,,
ENR002115,LRN00716,CRS0097,2025-06-01,,0,13,0.9,18.4,,0,0,,
ENR002116,LRN00716,CRS0002,2025-05-26,,0,7,1.6,21.0,,0,1,,
ENR002117,LRN00716,CRS0098,2025-05-27,,0,22,3.3,31.5,62.0,1,2,,
ENR002118,LRN00717,CRS0047,2025-03-16,,0,63,7.1,63.1,74.4,3,3,,
ENR002119,LRN00717,CRS0111,2025-07-11,,0,24,13.7,9.6,82.1,1,6,,
ENR002120,LRN00717,CRS0131,2025-07-13,,0,7,0.5,0.0,,0,0,,
ENR002121,LRN00718,CRS0166,2024-07-16,2024-08-04,1,100,12.2,100.0,76.6,5,4,3.2,19.0
ENR002122,LRN00718,CRS0017,2024-10-21,,0,8,0.7,19.2,,0,0,,
ENR002123,LRN00718,CRS0171,2024-07-10,,0,60,16.2,47.7,63.8,3,6,,
ENR002124,LRN00718,CRS0168,2024-09-11,,0,36,3.5,41.2,66.9,1,2,,
ENR002125,LRN00718,CRS0190,2024-11-02,,0,10,2.3,1.7,,0,1,,
ENR002126,LRN00719,CRS0023,2024-07-21,,0,19,10.8,31.6,,0,4,,
ENR002127,LRN00720,CRS0006,2025-01-16,,0,11,0.3,22.6,,0,0,,
ENR002128,LRN00720,CRS0040,2024-08-27,,0,13,3.7,3.4,,0,2,,
ENR002129,LRN00720,CRS0015,2025-01-01,2025-01-15,1,100,27.6,100.0,66.0,5,12,4.8,14.0
ENR002130,LRN00721,CRS0009,2025-01-19,,0,16,7.0,20.9,,0,3,,
ENR002131,LRN00721,CRS0095,2024-11-08,,0,14,11.7,20.0,,0,4,,
ENR002132,LRN00722,CRS0122,2025-06-16,,0,43,28.2,38.8,64.8,2,14,,
ENR002133,LRN00722,CRS0062,2025-04-14,,0,66,11.0,56.0,85.5,3,4,,
ENR002134,LRN00722,CRS0136,2025-10-04,,0,26,16.2,15.8,58.9,1,7,,
ENR002135,LRN00722,CRS0156,2025-07-17,,0,23,2.1,21.2,58.2,1,0,,
ENR002136,LRN00723,CRS0018,2025-08-25,,0,27,2.8,35.6,55.5,1,1,,
ENR002137,LRN00723,CRS0013,2025-06-08,,0,39,12.4,51.7,92.9,1,4,,
ENR002138,LRN00724,CRS0185,2025-04-15,2025-06-08,1,100,37.0,100.0,52.6,5,13,4.7,54.0
ENR002139,LRN00724,CRS0103,2025-06-24,,0,39,18.0,24.8,65.5,1,9,,
ENR002140,LRN00725,CRS0128,2024-10-28,,0,18,6.0,7.2,,0,3,,
ENR002141,LRN00726,CRS0140,2024-05-28,2024-07-01,1,100,35.3,100.0,60.3,5,14,4.7,34.0
ENR002142,LRN00727,CRS0107,2025-02-15,2025-04-08,1,100,38.1,100.0,81.5,5,16,4.1,52.0
ENR002143,LRN00728,CRS0007,2024-11-01,,0,34,3.3,47.6,46.5,1,3,,
ENR002144,LRN00729,CRS0005,2026-02-20,,0,28,14.7,20.9,38.9,1,6,,
ENR002145,LRN00730,CRS0111,2024-12-06,2025-03-08,1,100,58.2,98.5,79.3,5,27,4.8,92.0
ENR002146,LRN00731,CRS0067,2024-06-10,,0,8,1.3,0.5,,0,0,,
ENR002147,LRN00731,CRS0117,2024-08-22,,0,13,9.4,27.9,,0,3,,
ENR002148,LRN00731,CRS0068,2024-08-18,,0,46,1.8,45.3,74.4,2,2,,
ENR002149,LRN00731,CRS0119,2024-09-09,,0,71,8.1,69.8,66.3,3,4,,
ENR002150,LRN00732,CRS0182,2025-09-16,,0,14,0.6,13.5,,0,0,,
ENR002151,LRN00732,CRS0167,2025-12-11,,0,23,1.3,27.3,75.7,1,1,,
ENR002152,LRN00733,CRS0098,2024-06-10,,0,47,7.7,54.3,31.9,2,4,,
ENR002153,LRN00733,CRS0085,2024-07-22,,0,37,10.6,30.5,54.1,1,4,,
ENR002154,LRN00733,CRS0092,2024-07-19,,0,69,24.2,79.9,90.9,3,12,,
ENR002155,LRN00734,CRS0186,2025-07-28,2025-08-26,1,100,40.4,90.7,61.2,5,16,4.8,29.0
ENR002156,LRN00734,CRS0195,2025-10-13,2025-11-30,1,100,64.9,89.5,49.2,5,21,4.5,48.0
ENR002157,LRN00734,CRS0184,2025-07-06,2025-09-19,1,100,76.9,100.0,58.7,5,25,4.5,75.0
ENR002158,LRN00734,CRS0093,2025-05-27,2025-06-21,1,100,27.8,99.1,67.0,5,14,3.3,25.0
ENR002159,LRN00734,CRS0172,2025-05-31,,0,57,3.9,70.8,43.8,2,2,,
ENR002160,LRN00734,CRS0192,2025-08-27,,0,39,20.8,41.9,71.3,1,11,,
ENR002161,LRN00734,CRS0010,2025-07-11,,0,18,1.3,14.7,,0,1,,
ENR002162,LRN00734,CRS0196,2025-10-08,2025-11-06,1,100,40.0,86.3,64.7,5,13,4.6,29.0
ENR002163,LRN00735,CRS0110,2025-10-14,,0,38,5.4,46.6,45.2,1,3,,
ENR002164,LRN00735,CRS0105,2025-09-16,,0,32,2.0,46.3,65.0,1,1,,
ENR002165,LRN00736,CRS0151,2025-07-11,,0,11,6.0,6.1,,0,3,,
ENR002166,LRN00736,CRS0039,2025-09-17,2025-12-05,1,100,85.1,100.0,50.2,5,29,4.7,79.0
ENR002167,LRN00737,CRS0077,2025-09-02,,0,64,30.4,49.7,65.1,3,13,,
ENR002168,LRN00738,CRS0168,2024-01-22,,0,22,2.2,14.0,69.6,1,1,,
ENR002169,LRN00738,CRS0028,2024-03-06,2024-04-05,1,100,22.2,93.8,58.2,5,9,3.5,30.0
ENR002170,LRN00739,CRS0103,2024-04-30,,0,36,13.6,32.1,65.0,1,8,,
ENR002171,LRN00739,CRS0070,2024-04-06,,0,23,2.4,27.6,55.8,1,1,,
ENR002172,LRN00740,CRS0014,2025-11-15,,0,21,3.2,24.8,90.9,1,1,,
ENR002173,LRN00740,CRS0195,2025-11-27,,0,59,27.3,56.0,44.6,2,12,,
ENR002174,LRN00740,CRS0028,2025-10-04,,0,54,12.1,66.1,78.0,2,5,,
ENR002175,LRN00740,CRS0040,2025-06-28,2025-07-19,1,100,39.5,100.0,74.1,5,19,4.7,21.0
ENR002176,LRN00740,CRS0034,2025-08-12,,0,12,8.6,0.0,,0,3,,
ENR002177,LRN00740,CRS0003,2025-09-23,2025-09-27,1,100,9.5,100.0,64.2,5,4,4.6,4.0
ENR002178,LRN00741,CRS0159,2024-07-27,,0,12,1.6,23.8,,0,0,,
ENR002179,LRN00741,CRS0110,2024-08-25,2024-09-06,1,100,15.7,90.9,82.0,5,9,3.3,12.0
ENR002180,LRN00741,CRS0125,2024-09-12,,0,5,4.5,0.0,,0,1,,
ENR002181,LRN00741,CRS0080,2024-08-18,,0,36,7.6,42.8,52.4,1,3,,
ENR002182,LRN00742,CRS0108,2024-04-11,,0,43,11.3,50.2,48.8,2,5,,
ENR002183,LRN00743,CRS0029,2025-09-07,,0,43,10.5,47.2,76.3,2,4,,
ENR002184,LRN00743,CRS0036,2025-08-16,,0,29,4.3,37.1,35.2,1,2,,
ENR002185,LRN00744,CRS0186,2025-09-01,,0,37,13.6,44.2,83.7,1,6,,
ENR002186,LRN00744,CRS0171,2025-05-27,,0,48,9.0,42.1,85.7,2,5,,
ENR002187,LRN00744,CRS0188,2025-09-21,,0,35,5.1,38.6,60.4,1,4,,
ENR002188,LRN00744,CRS0184,2025-08-02,,0,10,5.5,16.5,,0,2,,
ENR002189,LRN00744,CRS0166,2025-10-03,,0,20,2.5,26.0,,0,0,,
ENR002190,LRN00744,CRS0180,2025-06-12,2025-10-17,1,100,74.4,97.9,79.1,5,25,3.8,127.0
ENR002191,LRN00744,CRS0200,2025-10-14,,0,7,2.1,9.1,,0,1,,
ENR002192,LRN00744,CRS0167,2025-06-02,,0,5,0.2,4.4,,0,0,,
ENR002193,LRN00744,CRS0199,2025-08-06,,0,3,1.0,5.0,,0,0,,
ENR002194,LRN00744,CRS0165,2025-10-05,2026-03-12,1,100,90.1,99.0,81.8,5,32,3.0,158.0
ENR002195,LRN00744,CRS0045,2025-09-09,,0,56,6.8,49.9,89.5,2,3,,
ENR002196,LRN00744,CRS0170,2025-07-05,,0,67,4.3,56.6,46.2,3,2,,
ENR002197,LRN00744,CRS0172,2025-06-01,,0,22,1.6,26.4,58.3,1,1,,
ENR002198,LRN00744,CRS0175,2025-07-07,,0,9,0.6,10.6,,0,0,,
ENR002199,LRN00744,CRS0110,2025-06-08,,0,3,0.5,0.9,,0,0,,
ENR002200,LRN00745,CRS0141,2024-06-09,,0,21,10.9,11.0,57.7,1,6,,
ENR002201,LRN00746,CRS0025,2024-08-22,2024-09-20,1,100,13.8,86.7,53.9,5,5,2.4,29.0
ENR002202,LRN00746,CRS0019,2024-07-30,2024-10-27,1,100,54.3,92.5,58.1,5,20,4.6,89.0
ENR002203,LRN00746,CRS0028,2024-08-09,,0,20,3.6,21.1,,0,1,,
ENR002204,LRN00746,CRS0140,2024-07-14,,0,38,12.9,52.5,51.6,1,5,,
ENR002205,LRN00746,CRS0126,2024-05-28,2024-06-23,1,100,15.0,89.3,69.2,5,7,3.7,26.0
ENR002206,LRN00746,CRS0009,2024-10-23,,0,45,13.7,33.6,44.2,2,9,,
ENR002207,LRN00746,CRS0063,2024-09-02,,0,17,1.7,31.0,,0,1,,
ENR002208,LRN00747,CRS0012,2025-08-23,,0,40,5.6,42.3,70.0,2,3,,
ENR002209,LRN00747,CRS0116,2025-08-30,,0,21,8.6,15.1,61.3,1,7,,
ENR002210,LRN00747,CRS0057,2025-09-08,2025-10-19,1,100,21.7,92.2,78.4,5,9,4.2,41.0
ENR002211,LRN00747,CRS0089,2025-06-20,,0,13,2.8,24.7,,0,1,,
ENR002212,LRN00747,CRS0167,2025-07-18,,0,17,0.9,14.4,,0,0,,
ENR002213,LRN00747,CRS0052,2025-09-09,,0,22,9.7,24.4,81.7,1,4,,
ENR002214,LRN00747,CRS0067,2025-07-08,,0,28,8.3,30.3,32.3,1,3,,
ENR002215,LRN00747,CRS0044,2025-04-03,,0,34,8.6,44.8,60.0,1,7,,
ENR002216,LRN00747,CRS0041,2025-07-19,2025-09-17,1,100,29.5,100.0,43.6,5,11,4.8,60.0
ENR002217,LRN00747,CRS0065,2025-04-27,,0,26,4.1,33.1,59.4,1,3,,
ENR002218,LRN00748,CRS0106,2026-02-19,,0,10,1.7,5.4,,0,1,,
ENR002219,LRN00748,CRS0102,2025-11-09,,0,38,13.1,50.2,74.7,1,10,,
ENR002220,LRN00749,CRS0171,2024-10-26,2024-11-10,1,100,24.2,100.0,72.5,5,11,4.6,15.0
ENR002221,LRN00750,CRS0026,2024-03-01,,0,9,1.8,4.1,,0,0,,
ENR002222,LRN00751,CRS0144,2024-06-12,,0,67,26.8,66.2,74.0,3,20,,
ENR002223,LRN00752,CRS0076,2025-07-29,,0,6,1.8,0.0,,0,0,,
ENR002224,LRN00752,CRS0050,2025-10-27,2025-11-03,1,100,6.9,86.6,60.5,5,4,4.1,7.0
ENR002225,LRN00752,CRS0079,2025-10-04,2025-10-20,1,100,16.7,100.0,83.3,5,7,3.6,16.0
ENR002226,LRN00752,CRS0136,2025-07-14,2025-09-22,1,100,62.3,100.0,59.2,5,28,4.7,70.0
ENR002227,LRN00752,CRS0047,2025-10-17,,0,0,0.0,11.9,,0,0,,
ENR002228,LRN00752,CRS0077,2025-07-07,,0,34,14.3,30.7,38.4,1,7,,
ENR002229,LRN00752,CRS0044,2025-08-14,,0,33,12.5,37.9,55.5,1,6,,
ENR002230,LRN00753,CRS0069,2025-01-22,,0,32,1.7,30.3,73.9,1,1,,
ENR002231,LRN00753,CRS0182,2025-04-08,,0,17,1.3,3.4,,0,0,,
ENR002232,LRN00753,CRS0117,2025-02-24,,0,32,18.2,24.9,56.0,1,8,,
ENR002233,LRN00753,CRS0101,2025-06-24,2025-07-09,1,100,9.4,100.0,86.5,5,7,4.5,15.0
ENR002234,LRN00753,CRS0081,2025-03-26,,0,10,2.9,16.8,,0,2,,
ENR002235,LRN00753,CRS0096,2025-06-20,2025-07-20,1,100,14.5,100.0,59.2,5,8,4.6,30.0
ENR002236,LRN00753,CRS0103,2025-05-03,2025-07-22,1,100,61.0,100.0,80.4,5,23,4.8,80.0
ENR002237,LRN00753,CRS0099,2025-03-14,,0,34,1.5,35.8,81.0,1,1,,
ENR002238,LRN00754,CRS0133,2025-10-09,2025-10-18,1,100,8.3,100.0,41.0,5,4,4.6,9.0
ENR002239,LRN00754,CRS0044,2025-09-12,2025-11-13,1,100,55.2,100.0,69.4,5,20,3.6,62.0
ENR002240,LRN00754,CRS0126,2026-01-08,,0,60,5.6,55.5,63.5,3,4,,
ENR002241,LRN00755,CRS0114,2025-07-25,,0,31,10.5,20.4,67.4,1,5,,
ENR002242,LRN00755,CRS0081,2025-06-21,,0,12,5.0,0.0,,0,2,,
ENR002243,LRN00756,CRS0035,2024-01-27,2024-02-02,1,100,10.9,89.3,87.5,5,5,4.4,6.0
ENR002244,LRN00756,CRS0040,2023-12-13,,0,30,11.8,39.2,62.8,1,5,,
ENR002245,LRN00756,CRS0177,2023-12-29,,0,27,4.0,19.2,69.5,1,1,,
ENR002246,LRN00757,CRS0103,2024-01-20,,0,19,8.5,31.9,,0,4,,
ENR002247,LRN00757,CRS0068,2024-06-25,,0,70,3.7,80.3,48.1,3,4,,
ENR002248,LRN00758,CRS0107,2025-08-28,,0,61,25.0,63.5,50.2,3,9,,
ENR002249,LRN00759,CRS0039,2025-06-09,,0,8,4.7,8.2,,0,2,,
ENR002250,LRN00759,CRS0076,2025-03-04,,0,33,7.4,43.5,81.4,1,4,,
ENR002251,LRN00759,CRS0037,2025-04-01,,0,4,1.1,7.5,,0,0,,
ENR002252,LRN00760,CRS0123,2025-08-21,,0,32,20.0,47.0,65.9,1,7,,
ENR002253,LRN00761,CRS0040,2025-11-08,,0,10,3.4,0.0,,0,1,,
ENR002254,LRN00762,CRS0126,2024-09-28,,0,11,1.0,15.4,,0,0,,
ENR002255,LRN00762,CRS0138,2024-10-24,,0,18,7.9,16.9,,0,5,,
ENR002256,LRN00762,CRS0166,2024-10-19,,0,51,4.5,49.9,66.7,2,2,,
ENR002257,LRN00762,CRS0143,2024-10-01,,0,17,0.8,2.3,,0,0,,
ENR002258,LRN00762,CRS0135,2024-12-02,,0,12,1.7,0.0,,0,0,,
ENR002259,LRN00762,CRS0042,2024-08-18,,0,52,28.1,60.9,98.4,2,15,,
ENR002260,LRN00762,CRS0133,2024-10-28,,0,10,0.4,22.6,,0,0,,
ENR002261,LRN00762,CRS0155,2024-11-09,,0,6,3.6,11.5,,0,1,,
ENR002262,LRN00762,CRS0154,2024-10-18,,0,57,6.5,49.4,87.1,2,3,,
ENR002263,LRN00762,CRS0125,2024-08-20,,0,46,20.1,51.9,44.3,2,15,,
ENR002264,LRN00762,CRS0146,2024-09-10,,0,35,2.2,21.3,73.0,1,1,,
ENR002265,LRN00762,CRS0121,2025-01-01,,0,29,3.1,37.0,65.8,1,2,,
ENR002266,LRN00762,CRS0144,2024-11-12,,0,12,7.3,6.0,,0,3,,
ENR002267,LRN00762,CRS0113,2024-10-29,,0,30,2.6,24.2,49.0,1,2,,
ENR002268,LRN00762,CRS0159,2024-10-25,,0,23,3.2,13.5,79.6,1,1,,
ENR002269,LRN00763,CRS0058,2026-02-22,,0,40,24.3,50.7,46.9,2,10,,
ENR002270,LRN00764,CRS0111,2025-01-19,,0,6,2.4,10.7,,0,1,,
ENR002271,LRN00764,CRS0074,2024-11-07,,0,40,17.6,50.1,42.2,2,9,,
ENR002272,LRN00765,CRS0150,2024-03-15,,0,40,23.3,30.4,68.1,2,11,,
ENR002273,LRN00765,CRS0124,2024-03-30,2024-07-10,1,100,60.5,88.9,77.7,5,23,4.6,102.0
ENR002274,LRN00765,CRS0130,2024-05-01,,0,26,2.7,21.9,67.1,1,2,,
ENR002275,LRN00766,CRS0117,2024-08-18,,0,39,18.5,49.2,83.8,1,10,,
ENR002276,LRN00766,CRS0102,2024-06-07,2024-09-10,1,100,70.7,100.0,54.5,5,26,4.1,95.0
ENR002277,LRN00766,CRS0002,2024-04-04,,0,21,5.8,20.8,38.3,1,3,,
ENR002278,LRN00767,CRS0193,2024-05-24,,0,19,7.6,13.9,,0,4,,
ENR002279,LRN00767,CRS0183,2024-09-24,,0,5,1.9,6.8,,0,1,,
ENR002280,LRN00767,CRS0188,2024-09-28,,0,37,4.5,42.2,71.3,1,4,,
ENR002281,LRN00767,CRS0186,2024-05-07,2024-06-17,1,100,40.8,100.0,71.4,5,16,4.5,41.0
ENR002282,LRN00767,CRS0185,2024-05-04,,0,34,12.4,19.9,52.3,1,4,,
ENR002283,LRN00767,CRS0174,2024-07-21,2024-11-18,1,100,90.6,100.0,79.0,5,33,3.6,120.0
ENR002284,LRN00767,CRS0175,2024-06-14,2024-06-29,1,100,9.9,95.2,80.1,5,4,4.2,15.0
ENR002285,LRN00767,CRS0199,2024-09-27,,0,25,5.5,19.7,58.3,1,3,,
ENR002286,LRN00768,CRS0180,2025-05-21,2025-07-12,1,100,65.0,100.0,51.3,5,25,4.6,52.0
ENR002287,LRN00768,CRS0016,2025-04-11,,0,12,2.4,4.2,,0,2,,
ENR002288,LRN00769,CRS0053,2024-04-25,,0,22,1.3,20.2,91.5,1,0,,
ENR002289,LRN00769,CRS0144,2024-06-30,2024-10-20,1,100,80.9,97.2,64.7,5,31,4.7,112.0
ENR002290,LRN00769,CRS0163,2024-06-28,2024-07-15,1,100,14.9,98.1,49.8,5,6,4.1,17.0
ENR002291,LRN00770,CRS0200,2025-08-29,,0,37,11.6,36.2,52.7,1,5,,
ENR002292,LRN00770,CRS0197,2025-07-03,,0,28,9.8,21.8,61.7,1,6,,
ENR002293,LRN00771,CRS0171,2025-08-30,,0,43,5.8,32.9,30.8,2,4,,
ENR002294,LRN00772,CRS0131,2025-01-07,,0,5,0.3,0.0,,0,0,,
ENR002295,LRN00773,CRS0030,2024-12-22,,0,42,20.8,49.6,46.8,2,13,,
ENR002296,LRN00773,CRS0109,2025-02-13,,0,21,2.9,31.8,75.8,1,2,,
ENR002297,LRN00773,CRS0091,2025-01-06,,0,4,0.6,18.0,,0,0,,
ENR002298,LRN00773,CRS0025,2024-09-21,,0,21,1.6,24.8,36.3,1,1,,
ENR002299,LRN00773,CRS0159,2025-02-08,,0,67,6.2,80.0,68.3,3,4,,
ENR002300,LRN00773,CRS0021,2024-10-07,,0,48,5.4,48.5,45.3,2,5,,
ENR002301,LRN00774,CRS0122,2024-08-14,,0,20,13.3,23.3,,0,6,,
ENR002302,LRN00774,CRS0128,2024-08-18,2024-09-13,1,100,47.7,100.0,82.1,5,19,4.8,26.0
ENR002303,LRN00775,CRS0147,2024-12-26,2025-01-15,1,100,23.9,91.4,32.6,5,12,3.6,20.0
ENR002304,LRN00775,CRS0166,2024-09-20,,0,51,6.3,59.6,61.7,2,2,,
ENR002305,LRN00775,CRS0007,2024-07-29,,0,16,2.2,24.2,,0,1,,
ENR002306,LRN00775,CRS0103,2024-11-11,2024-12-16,1,100,46.3,87.2,39.1,5,23,4.6,35.0
ENR002307,LRN00775,CRS0152,2024-10-22,,0,11,1.2,21.4,,0,0,,
ENR002308,LRN00775,CRS0180,2024-09-10,2024-10-27,1,100,67.8,94.0,77.5,5,25,3.9,47.0
ENR002309,LRN00775,CRS0181,2024-11-18,,0,18,10.2,10.1,,0,3,,
ENR002310,LRN00775,CRS0172,2024-09-27,,0,20,1.4,32.3,,0,0,,
ENR002311,LRN00776,CRS0089,2024-02-08,,0,21,5.4,19.5,66.2,1,2,,
ENR002312,LRN00777,CRS0006,2025-12-21,2025-12-26,1,100,6.1,100.0,73.4,5,2,4.3,5.0
ENR002313,LRN00778,CRS0168,2024-06-30,,0,66,4.1,72.8,62.4,3,4,,
ENR002314,LRN00778,CRS0191,2024-06-03,2024-07-19,1,100,16.2,100.0,44.7,5,7,4.3,46.0
ENR002315,LRN00779,CRS0046,2025-03-09,2025-03-23,1,100,21.7,90.3,55.6,5,8,3.4,14.0
ENR002316,LRN00780,CRS0006,2024-05-30,,0,3,0.2,16.3,,0,0,,
ENR002317,LRN00780,CRS0190,2024-06-19,,0,21,4.8,27.5,49.9,1,3,,
ENR002318,LRN00780,CRS0037,2024-05-22,,0,31,7.1,28.7,49.6,1,3,,
