learner_id,age,primary_interest,learning_style,time_available_weekly,learning_goal,experience_level,joined_date
LRN00703,32,Cloud,Mixed,3.8,Promotion,Beginner,2025-10-01
LRN00704,45,Cloud,Theoretical,7.1,Promotion,Advanced,2024-02-08
LRN00705,42,Cloud,Theoretical,4.2,Personal Interest,Advanced,2025-06-20
LRN00706,26,Design,Visual,2.6,Personal Interest,Intermediate,2023-12-23
LRN00707,37,Business,Theoretical,11.5,Personal Interest,Advanced,2023-12-11
LRN00708,23,Business,Hands-on,7.9,Skill Enhancement,Advanced,2025-02-04
LRN00709,26,Programming,Mixed,6.1,Personal Interest,Advanced,2025-05-18
LRN00710,20,Programming,Mixed,3.6,Personal Interest,Intermediate,2024-08-06
LRN00711,26,Design,Mixed,2.2,Career Switch,Advanced,2024-03-02
LRN00712,28,Data Science,Theoretical,2.4,Skill Enhancement,Advanced,2024-04-09
LRN00713,18,Design,Theoretical,4.7,Promotion,Intermediate,2025-04-17
LRN00714,35,Cloud,Hands-on,3.3,Personal Interest,Beginner,2024-06-13
LRN00715,43,Data Science,Theoretical,5.9,Promotion,Beginner,2023-11-12
LRN00716,32,Business,Visual,5.1,Skill Enhancement,Intermediate,2025-02-22
LRN00717,18,Business,Mixed,1.4,Personal Interest,Intermediate,2025-01-15
LRN00718,39,Cloud,Theoretical,4.5,Certification,Beginner,2024-06-14
LRN00719,20,Programming,Visual,3.0,Certification,Beginner,2024-05-14
LRN00720,33,Programming,Mixed,16.0,Promotion,Intermediate,2024-08-11
LRN00721,37,Programming,Hands-on,1.3,Skill Enhancement,Beginner,2024-10-23
LRN00722,35,Design,Mixed,3.1,Skill Enhancement,Intermediate,2025-04-07
LRN00723,28,Programming,Mixed,4.7,Personal Interest,Advanced,2025-04-10
LRN00724,34,Business,Visual,5.1,Career Switch,Intermediate,2025-01-01
LRN00725,27,Data Science,Hands-on,3.2,Promotion,Beginner,2024-05-25
LRN00726,29,Programming,Hands-on,7.2,Promotion,Intermediate,2023-12-30
LRN00727,39,Design,Mixed,5.2,Certification,Intermediate,2024-09-11
LRN00728,21,Programming,Visual,7.1,Promotion,Beginner,2024-09-21
LRN00729,32,Programming,Theoretical,7.4,Promotion,Beginner,2025-09-20
LRN00730,21,Programming,Hands-on,6.9,Skill Enhancement,Advanced,2024-10-21
LRN00731,18,Business,Hands-on,6.0,Career Switch,Intermediate,2024-05-11
LRN00732,31,Cloud,Theoretical,3.4,Skill Enhancement,Beginner,2025-08-23
LRN00733,24,Business,Theoretical,2.2,Certification,Advanced,2024-04-24
LRN00734,40,Cloud,Theoretical,8.6,Certification,Advanced,2025-05-24
LRN00735,29,Business,Mixed,4.4,Personal Interest,Beginner,2025-04-23
LRN00736,18,Design,Visual,6.8,Skill Enhancement,Beginner,2025-05-27
LRN00737,31,Data Science,Visual,10.0,Promotion,Advanced,2025-04-18
LRN00738,23,Programming,Theoretical,6.9,Career Switch,Intermediate,2023-12-23
LRN00739,36,Business,Visual,1.7,Promotion,Beginner,2023-12-01
LRN00740,41,Programming,Visual,16.7,Career Switch,Advanced,2025-06-12
LRN00741,35,Design,Mixed,9.8,Certification,Beginner,2024-03-27
LRN00742,43,Business,Mixed,5.8,Skill Enhancement,Beginner,2024-01-02
LRN00743,23,Programming,Theoretical,1.7,Certification,Advanced,2025-06-27
LRN00744,29,Cloud,Theoretical,5.0,Promotion,Advanced,2025-05-21
LRN00745,21,Design,Visual,3.8,Promotion,Advanced,2024-01-15
LRN00746,23,Programming,Theoretical,4.9,Career Switch,Beginner,2024-05-17
LRN00747,23,Data Science,Hands-on,4.3,Personal Interest,Advanced,2025-03-16
LRN00748,22,Business,Mixed,5.4,Personal Interest,Beginner,2025-08-29
LRN00749,41,Cloud,Mixed,14.2,Skill Enhancement,Advanced,2024-06-03
LRN00750,32,Business,Hands-on,5.6,Career Switch,Beginner,2023-11-21
LRN00751,29,Programming,Visual,2.1,Promotion,Advanced,2024-05-21
LRN00752,24,Data Science,Visual,8.5,Promotion,Beginner,2025-06-27
LRN00753,27,Business,Hands-on,5.1,Certification,Intermediate,2025-01-11
LRN00754,18,Design,Visual,5.7,Career Switch,Beginner,2025-08-29
LRN00755,35,Business,Theoretical,1.0,Personal Interest,Intermediate,2025-06-12
LRN00756,19,Programming,Visual,13.5,Career Switch,Beginner,2023-11-29
LRN00757,25,Data Science,Theoretical,5.1,Personal Interest,Intermediate,2024-01-11
LRN00758,28,Business,Visual,7.2,Personal Interest,Intermediate,2025-04-04
LRN00759,20,Programming,Mixed,1.6,Certification,Intermediate,2025-01-03
LRN00760,32,Design,Mixed,9.5,Certification,Advanced,2025-04-21
LRN00761,34,Programming,Hands-on,5.2,Career Switch,Beginner,2025-06-24
LRN00762,20,Design,Mixed,2.1,Promotion,Advanced,2024-07-17
LRN00763,28,Data Science,Mixed,5.5,Personal Interest,Advanced,2025-09-09
LRN00764,18,Data Science,Mixed,7.1,Certification,Beginner,2024-08-13
LRN00765,23,Design,Visual,3.7,Career Switch,Intermediate,2023-12-08
LRN00766,40,Business,Visual,6.9,Promotion,Advanced,2024-02-26
LRN00767,31,Cloud,Hands-on,5.9,Personal Interest,Advanced,2024-04-21
LRN00768,25,Cloud,Visual,10.7,Certification,Advanced,2025-01-27
LRN00769,18,Design,Theoretical,5.9,Certification,Beginner,2024-03-16
LRN00770,28,Cloud,Visual,2.8,Career Switch,Advanced,2025-05-01
LRN00771,41,Cloud,Mixed,11.2,Certification,Beginner,2025-07-24
LRN00772,18,Design,Theoretical,1.3,Skill Enhancement,Intermediate,2024-12-28
LRN00773,19,Programming,Hands-on,2.3,Promotion,Advanced,2024-09-16
LRN00774,30,Design,Hands-on,15.5,Career Switch,Intermediate,2024-07-11
LRN00775,40,Cloud,Mixed,10.3,Career Switch,Intermediate,2024-07-08
LRN00776,23,Business,Visual,8.8,Certification,Advanced,2023-12-09
LRN00777,19,Programming,Visual,7.8,Certification,Intermediate,2025-09-02
LRN00778,34,Cloud,Visual,2.5,Career Switch,Advanced,2024-01-14
LRN00779,27,Business,Hands-on,13.7,Certification,Intermediate,2024-10-01
LRN00780,18,Programming,Hands-on,1.3,Certification,Intermediate,2024-03-14
LRN00781,27,Cloud,Mixed,5.5,Personal Interest,Advanced,2024-07-02
LRN00782,25,Programming,Visual,5.0,Skill Enhancement,Beginner,2024-10-24
LRN00783,18,Business,Theoretical,8.6,Promotion,Advanced,2024-09-21
LRN00784,44,Programming,Visual,9.1,Skill Enhancement,Intermediate,2025-05-18
LRN00785,28,Design,Visual,9.0,Personal Interest,Advanced,2025-03-22
LRN00786,29,Data Science,Visual,4.4,Certification,Beginner,2024-06-27
LRN00787,38,Data Science,Theoretical,5.8,Career Switch,Intermediate,2025-08-22
LRN00788,34,Cloud,Visual,3.1,Certification,Intermediate,2023-12-04
LRN00789,22,Cloud,Hands-on,7.2,Certification,Beginner,2024-04-13
LRN00790,18,Programming,Mixed,14.4,Promotion,Intermediate,2024-05-06
LRN00791,18,Data Science,Hands-on,1.8,Skill Enhancement,Beginner,2024-09-07
LRN00792,28,Cloud,Theoretical,10.5,Promotion,Intermediate,2024-08-06
LRN00793,24,Cloud,Hands-on,11.0,Personal Interest,Intermediate,2024-10-22
LRN00794,37,Business,Mixed,16.9,Skill Enhancement,Beginner,2024-08-12
LRN00795,18,Cloud,Theoretical,7.1,Promotion,Intermediate,2024-03-21
LRN00796,29,Data Science,Hands-on,2.7,Skill Enhancement,Advanced,2024-12-15
LRN00797,36,Business,Hands-on,4.5,Skill Enhancement,Advanced,2024-04-01
LRN00798,31,Business,Visual,15.2,Personal Interest,Advanced,2024-06-04
LRN00799,28,Cloud,Mixed,8.4,Promotion,Intermediate,2024-08-02
LRN00800,34,Programming,Visual,2.0,Career Switch,Intermediate,2025-05-13
LRN00801,24,Programming,Visual,7.4,Skill Enhancement,Intermediate,2025-04-27
LRN00802,29,Business,Theoretical,7.9,Skill Enhancement,Beginner,2024-12-10
LRN00803,33,Data Science,Visual,5.0,Personal Interest,Intermediate,2025-06-26
LRN00804,31,Cloud,Hands-on,10.3,Promotion,Intermediate,2025-02-07
LRN00805,35,Cloud,Theoretical,5.4,Career Switch,Intermediate,2024-09-07
LRN00806,18,Design,Theoretical,14.2,Promotion,Beginner,2025-09-25
LRN00807,20,Business,Hands-on,3.9,Promotion,Intermediate,2025-02-20
LRN00808,18,Business,Hands-on,7.5,Skill Enhancement,Intermediate,2024-07-06
LRN00809,22,Data Science,Visual,11.0,Skill Enhancement,Beginner,2024-04-30
LRN00810,22,Programming,Mixed,4.3,Career Switch,Intermediate,2024-12-27
LRN00811,30,Cloud,Theoretical,1.8,Skill Enhancement,Beginner,2024-02-18
LRN00812,18,Business,Visual,2.7,Personal Interest,Intermediate,2025-05-03
LRN00813,27,Programming,Hands-on,9.3,Personal Interest,Advanced,2025-08-17
LRN00814,23,Cloud,Theoretical,8.3,Certification,Advanced,2024-03-24
LRN00815,24,Business,Visual,3.7,Personal Interest,Advanced,2025-02-25
LRN00816,31,Data Science,Visual,5.8,Promotion,Beginner,2024-08-09
LRN00817,30,Cloud,Mixed,16.4,Career Switch,Intermediate,2025-02-24
LRN00818,28,Data Science,Theoretical,4.2,Personal Interest,Intermediate,2024-12-12
LRN00819,22,Data Science,Mixed,4.9,Promotion,Advanced,2025-09-29
LRN00820,30,Programming,Theoretical,8.1,Certification,Beginner,2023-12-21
LRN00821,32,Cloud,Hands-on,8.5,Career Switch,Advanced,2024-11-14
LRN00822,24,Design,Visual,9.5,Certification,Intermediate,2024-04-03
LRN00823,34,Business,Visual,7.4,Promotion,Intermediate,2024-04-30
LRN00824,25,Cloud,Mixed,5.6,Certification,Beginner,2024-12-09
LRN00825,26,Data Science,Theoretical,4.3,Promotion,Beginner,2025-07-02
LRN00826,36,Data Science,Visual,5.9,Career Switch,Beginner,2023-11-22
LRN00827,37,Data Science,Mixed,5.6,Career Switch,Beginner,2024-04-06
LRN00828,42,Design,Visual,10.7,Skill Enhancement,Beginner,2024-06-25
LRN00829,26,Business,Visual,3.6,Career Switch,Beginner,2025-08-14
LRN00830,30,Data Science,Theoretical,10.4,Promotion,Beginner,2024-02-28
LRN00831,36,Data Science,Theoretical,6.6,Certification,Intermediate,2024-07-04
LRN00832,32,Design,Mixed,9.0,Personal Interest,Beginner,2024-09-05
LRN00833,26,Programming,Visual,5.6,Promotion,Beginner,2024-02-17
LRN00834,29,Programming,Visual,2.9,Personal Interest,Advanced,2025-06-22
LRN00835,21,Business,Theoretical,9.3,Promotion,Beginner,2024-12-24
LRN00836,22,Design,Mixed,6.8,Certification,Advanced,2025-09-07
LRN00837,28,Design,Hands-on,2.0,Promotion,Beginner,2025-05-22
LRN00838,18,Design,Theoretical,9.4,Skill Enhancement,Intermediate,2023-11-15
LRN00839,26,Business,Visual,2.4,Promotion,Advanced,2025-05-17
LRN00840,28,Programming,Visual,4.8,Career Switch,Advanced,2024-02-06
LRN00841,27,Design,Visual,1.7,Personal Interest,Beginner,2024-10-21
LRN00842,41,Data Science,Mixed,3.5,Promotion,Beginner,2025-04-27
LRN00843,32,Data Science,Hands-on,2.7,Promotion,Intermediate,2025-03-24
LRN00844,42,Programming,Hands-on,8.7,Promotion,Beginner,2024-03-25
LRN00845,21,Design,Visual,8.8,Personal Interest,Advanced,2025-08-01
LRN00846,18,Business,Visual,8.4,Skill Enhancement,Advanced,2024-02-22
LRN00847,27,Design,Theoretical,1.9,Personal Interest,Beginner,2023-11-21
LRN00848,24,Data Science,Visual,3.3,Personal Interest,Advanced,2025-07-29
LRN00849,32,Data Science,Theoretical,5.8,Certification,Intermediate,2024-11-06
LRN00850,25,Cloud,Theoretical,2.7,Promotion,Beginner,2024-03-08
LRN00851,26,Cloud,Theoretical,2.2,Personal Interest,Intermediate,2025-04-19
LRN00852,18,Programming,Theoretical,3.6,Skill Enhancement,Beginner,2023-12-22
LRN00853,30,Design,Theoretical,5.0,Personal Interest,Beginner,2023-11-13
LRN00854,24,Business,Mixed,3.4,Certification,Intermediate,2024-10-06
LRN00855,18,Business,Mixed,10.0,Promotion,Beginner,2025-04-12
LRN00856,28,Cloud,Visual,6.3,Personal Interest,Beginner,2024-04-05
LRN00857,27,Data Science,Theoretical,6.2,Career Switch,Advanced,2025-07-23
LRN00858,18,Programming,Visual,2.7,Promotion,Advanced,2024-08-20
LRN00859,38,Cloud,Hands-on,1.9,Career Switch,Advanced,2025-01-15
LRN00860,23,Cloud,Mixed,9.3,Skill Enhancement,Intermediate,2024-09-02
LRN00861,24,Data Science,Theoretical,2.6,Skill Enhancement,Intermediate,2024-05-13
LRN00862,21,Cloud,Visual,1.4,Certification,Intermediate,2024-05-12
LRN00863,31,Programming,Hands-on,8.9,Promotion,Advanced,2025-04-22
LRN00864,25,Cloud,Hands-on,1.0,Certification,Beginner,2025-04-08
LRN00865,27,Cloud,Hands-on,2.6,Certification,Intermediate,2025-08-28
LRN00866,19,Data Science,Mixed,7.0,Skill Enhancement,Beginner,2025-01-11
LRN00867,23,Business,Hands-on,2.9,Career Switch,Advanced,2025-03-11
LRN00868,30,Cloud,Theoretical,5.9,Certification,Intermediate,2024-06-30
LRN00869,38,Programming,Visual,4.7,Personal Interest,Beginner,2024-04-23
LRN00870,29,Business,Theoretical,5.4,Promotion,Advanced,2024-03-04
LRN00871,25,Data Science,Mixed,3.5,Certification,Intermediate,2024-02-15
LRN00872,20,Programming,Theoretical,2.0,Certification,Beginner,2024-04-28
LRN00873,18,Design,Theoretical,7.1,Personal Interest,Intermediate,2024-06-02
LRN00874,21,Cloud,Visual,5.4,Promotion,Beginner,2024-07-15
LRN00875,18,Data Science,Hands-on,8.4,Career Switch,Advanced,2023-12-20
LRN00876,38,Business,Hands-on,3.0,Skill Enhancement,Beginner,2025-04-30
LRN00877,28,Business,Visual,3.9,Skill Enhancement,Intermediate,2024-11-04
LRN00878,27,Programming,Mixed,4.2,Certification,Intermediate,2025-03-07
LRN00879,27,Cloud,Hands-on,7.4,Certification,Beginner,2025-02-01
LRN00880,26,Programming,Hands-on,4.1,Promotion,Advanced,2025-04-27
LRN00881,30,Data Science,Visual,10.9,Promotion,Beginner,2025-08-12
LRN00882,23,Data Science,Theoretical,2.3,Skill Enhancement,Advanced,2024-08-19
LRN00883,31,Cloud,Visual,6.3,Personal Interest,Beginner,2025-03-01
LRN00884,34,Design,Mixed,4.7,Certification,Beginner,2025-02-26
LRN00885,23,Design,Hands-on,1.9,Promotion,Beginner,2024-01-09
LRN00886,38,Cloud,Theoretical,10.5,Skill Enhancement,Advanced,2024-10-23
LRN00887,31,Design,Visual,4.5,Skill Enhancement,Intermediate,2024-09-09
LRN00888,25,Data Science,Visual,9.2,Career Switch,Beginner,2024-04-21
LRN00889,18,Cloud,Mixed,2.7,Skill Enhancement,Advanced,2025-07-02
LRN00890,39,Data Science,Mixed,4.9,Promotion,Advanced,2025-08-30
LRN00891,18,Cloud,Visual,4.3,Career Switch,Intermediate,2023-12-03
LRN00892,34,Data Science,Visual,4.2,Certification,Advanced,2024-08-04
LRN00893,26,Business,Visual,3.6,Promotion,Intermediate,2025-02-16
LRN00894,18,Design,Mixed,4.0,Personal Interest,Advanced,2024-02-27
LRN00895,21,Programming,Mixed,2.6,Skill Enhancement,Intermediate,2024-06-07
LRN00896,27,Data Science,Visual,6.4,Personal Interest,Advanced,2024-03-31
LRN00897,41,Design,Theoretical,12.1,Skill Enhancement,Beginner,2025-10-01
LRN00898,47,Cloud,Visual,2.5,Promotion,Beginner,2024-09-19
LRN00899,18,Data Science,Theoretical,6.7,Certification,Intermediate,2025-06-21
LRN00900,26,Data Science,Mixed,9.1,Promotion,Intermediate,2025-01-14
LRN00901,29,Cloud,Mixed,4.6,Promotion,Intermediate,2024-01-21
LRN00902,18,Business,Mixed,6.4,Skill Enhancement,Intermediate,2024-03-22
LRN00903,29,Cloud,Mixed,6.4,Skill Enhancement,Intermediate,2024-03-15
LRN00904,27,Cloud,Mixed,4.8,Personal Interest,Intermediate,2024-02-25
LRN00905,33,Business,Mixed,7.5,Skill Enhancement,Advanced,2025-06-09
LRN00906,37,Data Science,Mixed,4.6,Skill Enhancement,Beginner,2025-03-03
LRN00907,39,Cloud,Mixed,8.0,Personal Interest,Advanced,2024-01-19
LRN00908,25,Programming,Hands-on,9.8,Certification,Advanced,2025-10-03
LRN00909,41,Programming,Hands-on,2.8,Certification,Advanced,2024-07-20
LRN00910,22,Programming,Visual,10.8,Personal Interest,Beginner,2024-09-24
LRN00911,32,Programming,Visual,3.3,Certification,Intermediate,2024-01-19
LRN00912,22,Cloud,Theoretical,2.8,Promotion,Beginner,2025-04-12
LRN00913,18,Design,Mixed,5.0,Career Switch,Beginner,2023-12-06
LRN00914,20,Cloud,Theoretical,14.0,Skill Enhancement,Beginner,2024-02-03
LRN00915,29,Cloud,Hands-on,2.6,Promotion,Beginner,2023-11-18
LRN00916,26,Programming,Theoretical,9.1,Skill Enhancement,Advanced,2025-10-08
LRN00917,31,Data Science,Visual,7.0,Personal Interest,Intermediate,2024-10-12
LRN00918,22,Design,Mixed,8.8,Promotion,Beginner,2024-04-26
LRN00919,34,Programming,Visual,1.3,Career Switch,Advanced,2024-12-21
LRN00920,34,Cloud,Theoretical,4.3,Personal Interest,Intermediate,2025-02-19
LRN00921,21,Cloud,Hands-on,1.6,Certification,Intermediate,2024-02-28
LRN00922,40,Programming,Theoretical,4.1,Skill Enhancement,Intermediate,2024-05-08
LRN00923,35,Programming,Visual,5.7,Promotion,Intermediate,2024-10-25
LRN00924,26,Programming,Theoretical,4.5,Promotion,Advanced,2025-01-25
LRN00925,18,Design,Mixed,6.4,Promotion,Intermediate,2025-02-01
LRN00926,42,Business,Mixed,3.7,Certification,Advanced,2025-09-10
LRN00927,23,Design,Visual,7.7,Personal Interest,Beginner,2024-09-12
LRN00928,18,Data Science,Hands-on,3.3,Personal Interest,Intermediate,2024-10-12
LRN00929,43,Cloud,Visual,6.5,Personal Interest,Beginner,2024-12-18
LRN00930,29,Programming,Mixed,3.6,Personal Interest,Beginner,2024-03-20
LRN00931,30,Data Science,Mixed,18.3,Personal Interest,Intermediate,2025-02-27
LRN00932,38,Cloud,Theoretical,4.1,Skill Enhancement,Advanced,2023-11-09
LRN00933,19,Data Science,Mixed,5.6,Skill Enhancement,Beginner,2025-02-03
LRN00934,28,Business,Hands-on,7.4,Skill Enhancement,Beginner,2025-01-26
LRN00935,19,Cloud,Theoretical,4.6,Skill Enhancement,Beginner,2025-06-08
LRN00936,48,Programming,Mixed,6.2,Promotion,Beginner,2024-04-02
LRN00937,18,Programming,Mixed,3.8,Personal Interest,Advanced,2024-11-20
LRN00938,32,Design,Theoretical,14.4,Certification,Beginner,2024-05-03
LRN00939,21,Business,Mixed,6.9,Skill Enhancement,Advanced,2025-05-30
LRN00940,18,Programming,Mixed,1.0,Certification,Advanced,2025-09-05
LRN00941,28,Cloud,Theoretical,5.2,Certification,Advanced,2025-04-13
LRN00942,23,Design,Visual,12.7,Promotion,Intermediate,2024-11-19
LRN00943,30,Programming,Visual,17.6,Skill Enhancement,Intermediate,2024-02-22
LRN00944,31,Programming,Theoretical,1.0,Personal Interest,Advanced,2025-01-16
LRN00945,22,Data Science,Theoretical,3.3,Skill Enhancement,Intermediate,2024-06-13
LRN00946,23,Cloud,Theoretical,2.7,Personal Interest,Beginner,2024-05-16
LRN00947,29,Design,Hands-on,10.2,Certification,Advanced,2024-09-22
LRN00948,26,Business,Mixed,3.8,Personal Interest,Intermediate,2025-04-07
LRN00949,27,Cloud,Hands-on,12.9,Promotion,Advanced,2025-02-16
LRN00950,42,Programming,Theoretical,3.4,Skill Enhancement,Advanced,2024-07-23
LRN00951,25,Design,Hands-on,6.1,Skill Enhancement,Advanced,2025-05-08
LRN00952,25,Design,Visual,12.4,Skill Enhancement,Intermediate,2024-05-15
LRN00953,34,Data Science,Theoretical,3.3,Certification,Intermediate,2025-01-25
LRN00954,45,Cloud,Visual,3.1,Certification,Beginner,2025-04-24
LRN00955,35,Programming,Hands-on,8.7,Personal Interest,Intermediate,2024-01-03
LRN00956,27,Programming,Mixed,1.6,Personal Interest,Intermediate,2024-10-04
LRN00957,30,Business,Theoretical,6.0,Personal Interest,Beginner,2024-08-13
LRN00958,37,Programming,Theoretical,5.0,Promotion,Beginner,2024-02-26
LRN00959,31,Cloud,Hands-on,6.1,Personal Interest,Intermediate,2024-11-10
LRN00960,23,Cloud,Mixed,2.6,Certification,Beginner,2024-09-13
LRN00961,29,Cloud,Theoretical,3.9,Certification,Advanced,2025-05-13
LRN00962,39,Data Science,Theoretical,8.2,Certification,Advanced,2024-01-20
LRN00963,30,Cloud,Mixed,4.1,Career Switch,Beginner,2025-04-26
LRN00964,21,Business,Hands-on,6.0,Personal Interest,Intermediate,2023-12-10
LRN00965,30,Business,Theoretical,2.9,Promotion,Advanced,2024-08-30
LRN00966,23,Business,Mixed,1.7,Personal Interest,Advanced,2024-02-15
LRN00967,26,Cloud,Mixed,5.0,Certification,Beginner,2025-04-03
LRN00968,26,Programming,Hands-on,4.2,Skill Enhancement,Advanced,2025-01-24
LRN00969,25,Programming,Hands-on,4.1,Skill Enhancement,Intermediate,2025-06-25
LRN00970,39,Programming,Visual,10.9,Certification,Advanced,2025-08-14
LRN00971,26,Programming,Mixed,5.6,Promotion,Beginner,2025-06-24
LRN00972,21,Business,Hands-on,10.0,Career Switch,Advanced,2024-09-04
LRN00973,24,Business,Hands-on,5.9,Skill Enhancement,Advanced,2024-12-22
LRN00974,31,Design,Hands-on,5.0,Skill Enhancement,Advanced,2025-04-17
LRN00975,29,Programming,Visual,9.4,Personal Interest,Intermediate,2024-06-08
LRN00976,34,Design,Theoretical,7.5,Promotion,Intermediate,2025-05-23
LRN00977,23,Cloud,Hands-on,4.8,Promotion,Advanced,2024-06-28
LRN00978,23,Cloud,Mixed,11.1,Promotion,Advanced,2023-12-24
LRN00979,35,Cloud,Theoretical,10.4,Personal Interest,Intermediate,2024-04-04
LRN00980,24,Data Science,Visual,4.7,Certification,Intermediate,2024-09-29
LRN00981,29,Design,Theoretical,3.4,Skill Enhancement,Intermediate,2025-09-28
LRN00982,19,Programming,Hands-on,12.2,Personal Interest,Intermediate,2024-06-15
LRN00983,18,Cloud,Visual,3.0,Certification,Intermediate,2024-12-06
LRN00984,33,Programming,Mixed,4.6,Personal Interest,Advanced,2025-02-14
LRN00985,18,Programming,Theoretical,2.4,Skill Enhancement,Intermediate,2024-03-13
LRN00986,18,Design,Mixed,9.1,Skill Enhancement,Beginner,2023-12-17
LRN00987,29,Design,Mixed,12.9,Skill Enhancement,Intermediate,2025-07-19
LRN00988,36,Design,Hands-on,3.3,Promotion,Advanced,2025-01-03
LRN00989,41,Business,Theoretical,4.5,Certification,Beginner,2025-07-30
LRN00990,28,Data Science,Hands-on,5.2,Personal Interest,Beginner,2023-12-26
LRN00991,30,Design,Mixed,6.2,Personal Interest,Advanced,2024-01-10
LRN00992,31,Design,Hands-on,6.7,Personal Interest,Beginner,2025-05-06
LRN00993,30,Programming,Visual,3.8,Skill Enhancement,Beginner,2024-12-24
LRN00994,21,Business,Hands-on,5.2,Certification,Advanced,2025-09-30
LRN00995,35,Data Science,Visual,4.7,Skill Enhancement,Beginner,2024-05-21
LRN00996,29,Data Science,Theoretical,10.6,Certification,Intermediate,2024-05-16
LRN00997,28,Business,Mixed,7.1,Career Switch,Intermediate,2025-07-18
LRN00998,37,Data Science,Visual,5.0,Personal Interest,Intermediate,2025-07-27
LRN00999,25,Cloud,Mixed,4.6,Skill Enhancement,Beginner,2025-01-25
LRN01000,26,Design,Visual,11.9,Career Switch,Advanced,2025-01-27
LRN01001,24,Design,Mixed,2.8,Skill Enhancement,Advanced,2025-09-04
LRN01002,18,Data Science,Mixed,5.1,Career Switch,Advanced,2023-11-27
LRN01003,42,Data Science,Mixed,4.3,Certification,Advanced,2024-11-23
LRN01004,20,Business,Hands-on,9.2,Career Switch,Advanced,2024-03-25
LRN01005,24,Cloud,Visual,6.6,Personal Interest,Intermediate,2023-12-25
LRN01006,18,Business,Hands-on,14.5,Personal Interest,Beginner,2023-11-26
LRN01007,31,Data Science,Visual,6.2,Skill Enhancement,Advanced,2024-07-21
LRN01008,18,Business,Visual,19.4,Skill Enhancement,Intermediate,2024-02-18
LRN01009,36,Programming,Mixed,1.7,Skill Enhancement,Beginner,2025-08-26
LRN01010,28,Cloud,Mixed,7.4,Promotion,Beginner,2024-09-23
LRN01011,29,Programming,Hands-on,2.5,Skill Enhancement,Intermediate,2025-07-07
LRN01012,22,Cloud,Theoretical,5.7,Career Switch,Beginner,2024-10-09
LRN01013,22,Data Science,Visual,4.7,Skill Enhancement,Intermediate,2025-02-12
LRN01014,18,Business,Theoretical,3.0,Certification,Advanced,2025-03-25
LRN01015,18,Programming,Mixed,4.8,Personal Interest,Advanced,2025-05-24
LRN01016,31,Business,Visual,5.5,Certification,Advanced,2024-07-17
LRN01017,32,Cloud,Theoretical,4.3,Promotion,Advanced,2024-05-25
LRN01018,18,Data Science,Hands-on,6.5,Promotion,Intermediate,2024-11-11
LRN01019,18,Design,Theoretical,2.3,Promotion,Advanced,2025-04-27
LRN01020,25,Programming,Hands-on,5.3,Certification,Intermediate,2025-01-12
LRN01021,37,Cloud,Theoretical,6.2,Certification,Beginner,2023-12-25
LRN01022,18,Cloud,Mixed,6.3,Skill Enhancement,Beginner,2024-01-13
LRN01023,28,Business,Hands-on,10.7,Personal Interest,Advanced,2025-08-05
LRN01024,23,Cloud,Mixed,1.7,Skill Enhancement,Advanced,2023-11-09
LRN01025,18,Design,Hands-on,5.1,Promotion,Intermediate,2024-11-12
LRN01026,40,Design,Theoretical,1.3,Career Switch,Beginner,2024-04-21
LRN01027,35,Programming,Visual,3.2,Skill Enhancement,Beginner,2025-09-06
LRN01028,22,Data Science,Visual,5.9,Certification,Beginner,2025-06-29
LRN01029,45,Programming,Mixed,5.6,Certification,Advanced,2024-01-09
LRN01030,31,Cloud,Theoretical,6.0,Career Switch,Intermediate,2025-02-24
LRN01031,19,Cloud,Visual,12.6,Career Switch,Beginner,2023-12-07
LRN01032,32,Design,Visual,5.0,Certification,Advanced,2025-08-07
LRN01033,20,Business,Mixed,4.2,Personal Interest,Advanced,2025-08-10
LRN01034,32,Cloud,Theoretical,8.2,Promotion,Beginner,2025-07-28
LRN01035,25,Business,Visual,1.2,Skill Enhancement,Advanced,2025-07-01
LRN01036,23,Programming,Hands-on,2.4,Promotion,Intermediate,2025-03-28
LRN01037,35,Data Science,Hands-on,1.7,Promotion,Advanced,2025-04-08
LRN01038,18,Cloud,Mixed,1.1,Career Switch,Advanced,2024-02-26
LRN01039,27,Business,Mixed,2.1,Certification,Beginner,2025-04-21
LRN01040,18,Data Science,Mixed,10.1,Promotion,Intermediate,2023-12-05
LRN01041,35,Data Science,Mixed,6.2,Personal Interest,Intermediate,2024-03-24
LRN01042,23,Business,Theoretical,11.9,Certification,Advanced,2024-07-25
LRN01043,32,Business,Hands-on,4.9,Promotion,Advanced,2025-03-03
LRN01044,37,Design,Theoretical,10.3,Personal Interest,Intermediate,2024-07-07
LRN01045,18,Design,Visual,4.2,Career Switch,Intermediate,2024-02-06
LRN01046,22,Programming,Hands-on,4.1,Personal Interest,Beginner,2024-12-05
LRN01047,18,Data Science,Hands-on,3.6,Personal Interest,Beginner,2024-12-30
LRN01048,18,Cloud,Hands-on,3.5,Career Switch,Beginner,2024-06-24
LRN01049,33,Business,Hands-on,2.4,Skill Enhancement,Intermediate,2024-09-28
LRN01050,20,Cloud,Hands-on,7.1,Skill Enhancement,Intermediate,2024-12-05
LRN01051,31,Programming,Mixed,11.3,Promotion,Beginner,2025-07-21
LRN01052,19,Business,Mixed,5.9,Skill Enhancement,Intermediate,2024-02-26
