response_id,employee_id,survey_number,survey_date,overall_engagement_score,job_satisfaction,work_life_balance,career_development,manager_relationship,team_collaboration,company_culture,recognition,compensation_fairness,work_meaningfulness,autonomy,resources_support,innovation_encouraged,would_recommend,likelihood_to_stay,satisfaction_change,feedback_sentiment,feedback_length_words,participated_in_events,training_hours_completed
RESP007789,EMP01192,5,2025-06-25,35.6,4.2,3.6,4.2,5.3,3.9,4.5,4.7,5.8,4.5,3.0,3.0,4.5,0,4.2,0.6,0.356,156,0,0
RESP007790,EMP01194,5,2025-06-25,29.8,5.0,4.0,2.2,2.5,4.1,3.4,3.5,2.7,4.5,4.0,5.2,3.7,0,3.7,-2.6,0.298,10,1,7
RESP007791,EMP01196,5,2025-06-25,38.8,4.3,4.7,3.9,3.9,4.8,3.8,5.7,3.2,6.6,5.1,3.6,4.0,0,4.5,1.2,0.388,70,0,8
RESP007792,EMP01197,5,2025-06-25,42.2,4.4,4.2,5.2,5.5,4.8,5.8,4.1,5.4,3.7,5.1,5.2,3.9,0,4.8,1.2,0.422,58,0,7
RESP007793,EMP01198,5,2025-06-25,29.4,3.3,3.9,4.4,4.1,3.6,3.7,4.1,5.2,3.4,4.5,3.7,3.4,0,3.6,-0.3,0.294,41,0,13
RESP007794,EMP01199,5,2025-06-25,24.3,4.1,3.5,2.5,2.9,1.4,5.4,2.5,4.1,4.3,1.1,4.5,4.6,0,3.2,-0.7,0.243,47,1,9
RESP007795,EMP01200,5,2025-06-25,42.4,4.9,4.8,5.3,4.7,5.4,3.6,4.6,4.6,4.8,4.4,3.7,3.5,0,4.8,-0.7,0.424,66,0,7
RESP007796,EMP01201,5,2025-06-25,56.1,4.6,7.1,6.0,7.3,7.3,6.1,4.7,5.8,5.8,6.1,5.5,5.5,0,6.0,-0.7,0.561,21,1,6
RESP007797,EMP01202,5,2025-06-25,66.1,6.4,7.0,8.6,7.7,8.2,7.0,6.9,7.8,6.0,6.6,6.2,7.1,0,6.9,-0.4,0.661,43,1,15
RESP007798,EMP01203,5,2025-06-25,41.1,3.9,3.7,5.6,3.9,6.2,5.0,4.3,3.9,4.8,6.0,4.6,4.2,0,4.7,1.6,0.411,34,0,2
RESP007799,EMP01204,5,2025-06-25,11.8,1.5,1.5,2.0,1.6,1.0,2.7,1.6,1.7,1.7,1.6,2.3,1.8,0,2.1,-0.7,0.118,60,0,1
RESP007800,EMP01205,5,2025-06-25,36.3,5.1,4.9,1.8,4.4,5.5,4.7,4.2,4.7,4.2,3.5,4.8,5.0,0,4.3,-1.0,0.363,28,0,3
RESP007801,EMP01206,5,2025-06-25,51.4,5.9,5.9,5.6,5.1,5.7,4.7,4.5,6.1,5.6,5.6,5.3,5.1,0,5.6,-0.3,0.514,42,1,9
RESP007802,EMP01207,5,2025-06-25,29.9,5.2,4.4,5.4,3.2,3.2,4.2,2.8,3.6,5.2,4.6,3.5,3.8,0,3.7,-0.3,0.299,88,0,15
RESP007803,EMP01208,5,2025-06-25,38.3,3.9,4.2,4.6,5.0,2.9,5.2,5.8,3.7,3.8,3.2,3.7,5.6,0,4.5,-1.1,0.383,43,0,5
RESP007804,EMP01209,5,2025-06-25,50.2,5.9,6.2,5.9,4.8,5.6,6.5,4.8,3.8,6.0,6.2,5.1,6.1,0,5.5,-1.6,0.502,48,1,19
RESP007805,EMP01210,5,2025-06-25,28.2,4.1,3.2,4.4,4.0,3.5,5.3,3.1,3.2,1.6,2.8,2.9,4.0,0,3.5,-1.3,0.282,65,0,4
RESP007806,EMP01211,5,2025-06-25,44.6,4.5,4.3,5.6,5.3,4.8,4.4,5.7,4.2,4.7,5.4,5.5,4.2,0,5.0,-2.5,0.446,70,0,3
RESP007807,EMP01213,5,2025-06-25,38.0,4.9,4.2,4.8,5.4,4.3,4.6,5.2,3.2,4.2,5.0,4.1,5.3,0,4.4,0.5,0.38,19,1,8
RESP007808,EMP01214,5,2025-06-25,61.2,6.0,6.1,7.6,6.2,5.7,6.1,6.7,6.0,6.6,6.1,5.4,7.5,0,6.5,-0.7,0.612,33,0,13
RESP007809,EMP01215,5,2025-06-25,36.4,4.0,3.1,4.5,4.0,5.6,3.2,4.7,3.8,4.4,5.8,5.4,4.5,0,4.3,-0.5,0.364,16,1,5
RESP007810,EMP01217,5,2025-06-25,56.4,6.8,6.1,6.7,5.6,6.1,5.9,5.9,6.0,5.2,6.4,5.9,6.3,0,6.1,0.7,0.564,16,0,5
RESP007811,EMP01218,5,2025-06-25,35.0,5.5,3.9,3.8,2.9,3.9,5.1,4.7,3.0,3.5,5.6,3.7,3.7,0,4.1,-0.6,0.35,23,1,5
RESP007812,EMP01220,5,2025-06-25,51.7,6.9,6.3,5.9,5.9,4.5,6.4,5.0,5.1,5.2,5.9,5.0,5.2,0,5.7,0.5,0.517,21,1,7
RESP007813,EMP01221,5,2025-06-25,29.2,4.0,4.3,3.9,4.8,3.3,3.7,4.2,2.7,4.8,3.1,4.0,2.8,0,3.6,-1.1,0.292,36,1,8
RESP007814,EMP01223,5,2025-06-25,55.3,5.5,7.6,5.3,5.8,6.5,6.2,6.5,4.9,6.5,4.4,5.7,5.2,0,6.0,-0.2,0.553,26,0,4
RESP007815,EMP01224,5,2025-06-25,41.2,5.8,6.9,4.7,4.6,5.8,4.3,3.5,5.2,5.4,5.6,5.9,5.5,0,4.7,0.7,0.412,37,0,0
RESP007816,EMP01225,5,2025-06-25,32.7,2.8,3.6,4.2,4.9,4.7,3.4,2.5,3.6,3.2,2.5,2.6,3.4,0,3.9,0.0,0.327,43,0,4
RESP007817,EMP01226,5,2025-06-25,38.3,4.0,4.9,5.2,4.8,6.2,4.4,4.5,4.6,5.2,4.3,5.0,4.2,0,4.4,0.3,0.383,35,1,12
RESP007818,EMP01227,5,2025-06-25,22.1,3.5,2.5,3.6,3.3,2.4,1.9,2.6,2.8,2.8,1.7,2.7,1.6,0,3.0,0.2,0.221,25,1,3
RESP007819,EMP01228,5,2025-06-25,36.7,4.8,5.0,3.8,3.8,3.7,3.7,4.3,4.0,5.3,5.9,3.8,4.2,0,4.3,-0.0,0.367,40,1,1
RESP007820,EMP01229,5,2025-06-25,53.3,5.6,7.6,6.1,5.6,7.1,7.2,5.8,6.2,5.1,5.2,5.4,6.1,0,5.8,1.6,0.533,12,0,18
RESP007821,EMP01230,5,2025-06-25,47.9,5.3,6.0,4.7,6.1,5.2,6.0,6.3,5.1,4.6,5.3,5.3,6.4,0,5.3,1.6,0.479,28,1,9
RESP007822,EMP01232,5,2025-06-25,45.5,4.3,4.2,5.9,5.2,5.5,5.1,4.3,4.1,4.2,5.8,5.9,6.4,0,5.1,-1.5,0.455,35,1,8
RESP007823,EMP01233,5,2025-06-25,54.8,5.4,5.4,7.0,5.1,6.7,5.5,5.4,6.2,5.4,5.9,6.4,6.8,0,5.9,-0.2,0.548,49,1,4
RESP007824,EMP01235,5,2025-06-25,18.0,3.2,2.4,1.7,2.8,1.1,2.8,3.6,1.6,3.4,3.0,2.5,1.3,0,2.6,0.8,0.18,58,0,0
RESP007825,EMP01237,5,2025-06-25,17.5,3.0,3.0,1.7,2.5,3.9,2.5,2.1,2.3,1.0,2.2,2.6,3.2,0,2.6,-2.2,0.175,80,0,3
RESP007826,EMP01238,5,2025-06-25,33.4,3.9,4.5,5.0,4.8,4.0,3.4,3.6,4.7,5.1,3.8,4.7,3.2,0,4.0,0.5,0.334,30,0,2
RESP007827,EMP01240,5,2025-06-25,36.8,4.5,3.6,4.1,4.0,4.8,3.5,2.2,3.7,3.9,6.5,5.1,4.2,0,4.3,0.9,0.368,18,0,8
RESP007828,EMP01241,5,2025-06-25,25.7,2.5,3.4,3.9,2.3,1.8,1.2,2.7,4.4,3.0,2.7,3.2,3.8,0,3.3,0.5,0.257,44,1,0
RESP007829,EMP01243,5,2025-06-25,32.6,5.1,5.0,3.8,4.0,2.8,4.7,4.2,4.0,4.0,2.9,4.0,5.6,0,3.9,-1.3,0.326,59,0,18
RESP007830,EMP01245,5,2025-06-25,17.4,2.4,2.5,2.5,1.9,1.4,3.8,3.9,1.2,3.5,1.9,2.8,3.2,0,2.6,0.5,0.174,49,0,4
RESP007831,EMP01246,5,2025-06-25,28.9,4.3,2.9,2.2,4.3,3.9,4.5,4.8,3.1,2.8,4.6,3.5,4.1,0,3.6,0.5,0.289,28,0,5
RESP007832,EMP01247,5,2025-06-25,25.6,2.6,5.1,3.6,3.5,3.3,4.7,2.1,3.6,3.7,2.3,4.3,3.4,0,3.3,-0.3,0.256,19,0,3
RESP007833,EMP01248,5,2025-06-25,35.8,5.5,4.8,5.2,4.7,3.9,2.4,4.4,3.4,4.5,4.9,2.6,4.3,0,4.2,0.8,0.358,104,0,8
RESP007834,EMP01249,5,2025-06-25,53.0,5.4,7.8,5.2,3.7,6.7,5.6,7.2,5.2,7.5,4.6,7.3,4.9,0,5.8,-0.1,0.53,26,0,20
RESP007835,EMP01250,5,2025-06-25,17.5,3.6,3.5,1.5,2.9,2.5,3.9,2.7,2.7,2.7,2.1,3.2,2.7,0,2.6,0.0,0.175,34,0,4
RESP007836,EMP01251,5,2025-06-25,51.0,4.1,4.5,4.3,6.3,6.1,5.2,5.0,5.5,6.4,5.6,6.0,5.9,0,5.6,1.3,0.51,55,1,13
RESP007837,EMP01252,5,2025-06-25,20.9,3.3,3.2,3.6,2.3,1.8,1.8,2.3,4.6,3.9,1.6,2.9,3.4,0,2.9,0.8,0.209,33,0,9
RESP007838,EMP01253,5,2025-06-25,42.1,5.4,4.5,4.7,7.2,4.0,5.1,3.9,3.2,5.3,5.7,6.3,5.5,0,4.8,-0.1,0.421,18,1,10
RESP007839,EMP01254,5,2025-06-25,41.6,4.6,5.9,4.6,4.8,5.2,4.8,5.4,4.5,6.3,5.4,5.0,5.0,0,4.7,-1.6,0.416,66,0,8
RESP007840,EMP01255,5,2025-06-25,43.3,4.9,5.0,5.1,4.9,5.0,6.0,5.4,5.3,5.1,4.6,4.7,3.8,0,4.9,0.1,0.433,70,0,13
RESP007841,EMP01256,5,2025-06-25,66.2,7.8,8.2,6.2,7.5,8.3,5.2,6.7,6.4,7.8,7.8,7.8,8.2,0,7.0,0.2,0.662,12,1,14
RESP007842,EMP01257,5,2025-06-25,45.2,5.8,4.8,4.6,3.7,4.1,5.7,4.9,4.2,4.6,3.5,4.5,4.7,0,5.1,-1.5,0.452,35,0,13
RESP007843,EMP01258,5,2025-06-25,23.6,1.4,2.8,3.1,3.0,4.0,2.5,1.7,2.9,3.2,3.0,5.0,4.1,0,3.1,2.1,0.236,46,0,0
RESP007844,EMP01259,5,2025-06-25,58.6,6.7,5.6,5.9,7.4,6.2,7.5,4.8,7.0,6.7,6.6,6.0,6.1,0,6.3,0.4,0.586,40,1,14
RESP007845,EMP01260,5,2025-06-25,25.7,2.4,4.4,4.0,3.7,2.2,4.5,3.7,3.7,5.5,5.7,3.8,1.5,0,3.3,-0.3,0.257,31,1,4
RESP007846,EMP01261,5,2025-06-25,51.2,6.4,6.1,7.3,7.1,5.6,5.7,5.0,5.8,5.8,5.6,4.4,4.9,0,5.6,-0.1,0.512,27,1,4
RESP007847,EMP01262,5,2025-06-25,35.2,3.3,5.1,3.0,4.6,3.9,5.5,5.3,4.5,5.0,3.8,5.7,5.6,0,4.2,-0.1,0.352,23,1,0
RESP007848,EMP01263,5,2025-06-25,53.6,6.2,4.3,7.1,5.0,6.3,6.6,7.4,6.7,6.1,5.3,6.2,6.6,0,5.8,-0.6,0.536,21,0,6
RESP007849,EMP01264,5,2025-06-25,36.5,4.4,3.3,4.5,4.3,3.9,4.2,3.3,4.9,4.1,5.0,3.8,4.6,0,4.3,-0.3,0.365,43,0,9
RESP007850,EMP01265,5,2025-06-25,49.8,6.8,4.6,6.1,4.7,6.5,6.9,6.0,5.5,6.0,6.2,6.3,5.4,0,5.5,0.3,0.498,33,1,10
RESP007851,EMP01266,5,2025-06-25,19.9,2.3,4.9,3.4,2.8,2.5,3.3,2.1,3.3,2.9,1.7,2.3,3.3,0,2.8,-0.3,0.199,38,0,4
RESP007852,EMP01268,5,2025-06-25,55.6,4.9,6.4,6.2,5.8,5.6,6.2,5.4,4.2,8.6,5.7,4.5,5.3,0,6.0,0.4,0.556,28,1,15
RESP007853,EMP01269,5,2025-06-25,49.4,4.6,6.3,6.3,5.6,4.5,4.5,5.7,4.8,5.2,5.5,4.4,5.1,0,5.4,-2.1,0.494,47,1,5
RESP007854,EMP01270,5,2025-06-25,29.5,3.3,3.2,3.6,4.1,3.2,4.0,6.0,3.3,3.7,5.1,4.0,4.1,0,3.7,-0.6,0.295,55,0,9
RESP007855,EMP01271,5,2025-06-25,39.5,4.4,5.3,5.5,5.0,3.5,5.2,4.7,3.5,4.7,4.6,4.1,3.2,0,4.6,-0.9,0.395,74,0,14
RESP007856,EMP01272,5,2025-06-25,25.7,2.8,3.3,4.0,2.9,4.4,4.0,3.6,5.2,2.9,2.6,3.7,3.0,0,3.3,-0.6,0.257,25,0,5
RESP007857,EMP01273,5,2025-06-25,37.5,3.7,3.3,4.9,4.7,5.5,5.7,4.3,4.0,3.7,5.4,4.2,2.7,0,4.4,1.3,0.375,9,0,13
RESP007858,EMP01274,5,2025-06-25,41.2,4.5,3.3,4.1,3.3,3.4,3.6,5.8,5.8,2.3,3.5,4.5,4.7,0,4.7,-0.5,0.412,26,0,13
RESP007859,EMP01275,5,2025-06-25,30.7,4.6,3.3,3.0,5.4,4.6,4.5,3.4,3.0,4.2,3.8,2.3,4.5,0,3.8,-0.4,0.307,21,1,6
RESP007860,EMP01276,5,2025-06-25,45.6,5.0,4.1,4.9,3.7,6.4,4.2,5.1,5.1,4.1,5.8,4.2,5.9,0,5.1,-0.4,0.456,51,0,5
RESP007861,EMP01277,5,2025-06-25,39.3,4.5,6.2,5.0,5.0,4.8,3.7,2.8,5.4,4.9,4.2,3.7,4.0,0,4.5,1.1,0.393,58,1,0
RESP007862,EMP01278,5,2025-06-25,49.8,4.6,6.2,5.4,5.6,4.7,5.3,4.3,5.6,5.9,5.9,7.4,5.2,0,5.5,1.3,0.498,24,0,6
RESP007863,EMP01279,5,2025-06-25,45.9,6.0,5.0,4.5,5.3,5.8,4.3,5.1,3.6,4.9,5.0,5.7,5.8,0,5.1,-1.5,0.459,61,1,11
RESP007864,EMP01280,5,2025-06-25,28.0,2.9,3.0,3.4,3.5,4.0,4.8,4.1,2.6,3.4,4.0,2.0,2.4,0,3.5,0.5,0.28,24,0,8
RESP007865,EMP01281,5,2025-06-25,31.3,3.6,3.2,3.8,3.4,3.2,3.4,4.6,3.9,3.7,4.0,3.8,5.1,0,3.8,-1.2,0.313,50,0,12
RESP007866,EMP01282,5,2025-06-25,23.5,3.7,2.2,3.4,4.1,2.4,2.8,1.9,3.4,3.3,3.6,2.7,3.3,0,3.1,-0.4,0.235,36,0,11
RESP007867,EMP01283,5,2025-06-25,48.4,6.1,4.8,6.7,5.3,6.3,5.3,5.2,4.4,5.8,5.1,4.9,4.7,0,5.4,0.2,0.484,71,0,1
RESP007868,EMP01284,5,2025-06-25,51.5,5.8,5.8,5.4,6.2,3.8,4.4,4.9,6.0,6.5,5.8,4.4,5.7,0,5.6,-0.7,0.515,58,1,15
RESP007869,EMP01285,5,2025-06-25,31.1,2.2,3.2,3.4,1.9,3.7,3.4,4.3,3.8,2.7,4.5,3.8,4.6,0,3.8,0.2,0.311,48,0,4
RESP007870,EMP01286,5,2025-06-25,56.2,5.0,6.3,5.5,5.0,6.6,6.0,5.5,6.1,5.9,5.3,5.6,4.6,0,6.1,0.3,0.562,59,1,10
RESP007871,EMP01287,5,2025-06-25,12.2,2.3,1.0,1.9,2.0,2.1,1.4,2.4,1.9,1.1,1.5,1.0,2.1,0,2.1,-1.5,0.122,52,0,0
RESP007872,EMP01288,5,2025-06-25,45.9,5.6,4.8,4.0,5.2,6.0,5.5,4.2,5.4,5.7,5.4,6.0,6.8,0,5.1,-1.8,0.459,59,0,10
RESP007873,EMP01289,5,2025-06-25,45.3,7.1,4.8,5.4,5.2,5.4,6.6,3.7,3.7,6.5,7.0,6.3,5.4,0,5.1,-1.2,0.453,29,1,3
RESP007874,EMP01290,5,2025-06-25,47.6,5.3,5.2,6.4,5.2,4.9,6.5,5.5,7.2,5.4,4.3,6.3,4.5,0,5.3,-1.3,0.476,38,1,11
RESP007875,EMP01291,5,2025-06-25,31.4,3.8,3.7,3.3,3.3,6.2,3.2,3.6,4.2,4.3,4.9,3.5,2.3,0,3.8,0.6,0.314,71,0,1
RESP007876,EMP01292,5,2025-06-25,29.2,3.1,3.2,3.7,3.6,4.3,5.5,3.7,3.1,3.2,4.8,3.7,2.9,0,3.6,-0.2,0.292,52,1,10
RESP007877,EMP01293,5,2025-06-25,36.1,2.9,4.9,3.9,2.7,4.8,4.2,4.9,4.4,4.5,4.2,2.8,3.9,0,4.2,2.2,0.361,24,1,9
RESP007878,EMP01294,5,2025-06-25,41.5,5.0,4.9,4.2,3.7,4.7,3.8,3.4,3.8,4.6,3.8,3.6,5.0,0,4.7,-0.0,0.415,6,1,10
RESP007879,EMP01295,5,2025-06-25,38.0,5.3,3.6,5.2,4.3,4.4,3.5,4.9,3.2,3.8,5.0,4.6,3.7,0,4.4,-1.6,0.38,49,1,4
RESP007880,EMP01296,5,2025-06-25,44.6,4.0,4.9,6.0,5.8,5.4,3.3,5.8,7.2,4.0,4.3,4.3,6.6,0,5.0,-0.2,0.446,14,0,18
RESP007881,EMP01297,5,2025-06-25,44.9,4.6,4.2,5.4,4.9,5.8,6.1,5.5,4.5,3.6,6.4,5.2,4.6,0,5.0,0.6,0.449,37,0,6
RESP007882,EMP01298,5,2025-06-25,35.9,4.3,2.9,3.9,5.1,3.7,4.8,3.9,5.4,4.9,3.5,4.5,4.1,0,4.2,0.1,0.359,39,0,15
RESP007883,EMP01299,5,2025-06-25,34.0,4.1,4.8,3.9,4.5,4.2,4.1,4.3,5.3,2.8,5.3,5.2,3.6,0,4.1,-0.7,0.34,67,0,17
RESP007884,EMP01300,5,2025-06-25,47.7,4.7,5.8,3.9,5.1,7.0,4.0,6.4,4.8,5.5,5.5,4.6,6.5,0,5.3,1.2,0.477,43,0,7
RESP007885,EMP01301,5,2025-06-25,15.9,4.1,3.2,2.1,1.0,2.3,1.6,1.7,2.4,2.3,3.1,1.2,4.2,0,2.4,0.6,0.159,69,1,12
RESP007886,EMP01302,5,2025-06-25,52.6,5.5,5.0,6.2,6.3,6.0,5.5,5.6,5.3,6.0,5.6,6.1,6.3,0,5.7,1.2,0.526,69,1,15
RESP007887,EMP01304,5,2025-06-25,42.7,5.2,4.8,4.6,4.1,5.7,5.6,5.2,4.9,5.1,4.5,3.8,5.0,0,4.8,-0.1,0.427,19,0,6
RESP007888,EMP01305,5,2025-06-25,57.0,5.1,6.2,8.3,6.4,5.7,6.3,5.3,5.6,6.0,6.5,6.4,5.8,0,6.1,0.5,0.57,35,0,13
RESP007889,EMP01306,5,2025-06-25,44.2,5.8,5.8,5.2,4.7,3.7,5.0,6.4,5.7,3.6,5.2,6.0,5.8,0,5.0,0.9,0.442,63,0,3
RESP007890,EMP01307,5,2025-06-25,36.2,4.9,4.6,3.2,4.0,4.5,4.3,5.5,4.5,4.6,3.7,2.8,3.4,0,4.3,0.1,0.362,31,1,6
RESP007891,EMP01308,5,2025-06-25,47.8,5.3,4.6,4.6,5.0,6.2,6.4,5.7,5.8,3.1,5.9,5.3,4.9,0,5.3,2.2,0.478,11,0,5
RESP007892,EMP01309,5,2025-06-25,51.4,5.4,6.3,7.0,5.5,5.0,4.9,6.2,7.1,6.6,6.2,6.7,5.3,0,5.6,0.9,0.514,29,1,2
RESP007893,EMP01310,5,2025-06-25,33.6,4.4,3.7,4.9,2.7,4.7,4.5,3.2,4.3,3.9,3.9,3.3,5.7,0,4.0,-0.6,0.336,49,0,5
RESP007894,EMP01311,5,2025-06-25,18.8,2.4,2.1,3.6,3.4,2.1,1.5,1.8,4.3,3.2,2.4,3.8,3.4,0,2.7,-0.2,0.188,74,0,0
RESP007895,EMP01312,5,2025-06-25,61.5,7.2,8.3,6.2,5.3,7.1,7.1,5.1,6.0,6.7,6.3,5.8,6.5,0,6.5,-0.8,0.615,124,1,16
RESP007896,EMP01313,5,2025-06-25,38.5,5.5,4.0,5.3,5.2,5.0,3.4,3.1,4.4,4.5,4.8,5.4,3.0,0,4.5,0.7,0.385,32,0,10
RESP007897,EMP01314,5,2025-06-25,30.2,2.8,5.1,3.6,3.3,5.1,3.8,2.9,4.6,3.7,3.6,3.0,3.9,0,3.7,-0.0,0.302,57,1,2
RESP007898,EMP01315,5,2025-06-25,66.7,6.7,6.8,7.5,8.7,9.7,7.4,6.8,5.9,7.1,7.8,7.3,5.9,0,7.0,-0.4,0.667,89,1,14
RESP007899,EMP01316,5,2025-06-25,36.9,3.4,4.6,5.5,4.8,5.5,3.4,4.2,5.8,4.2,3.8,3.0,4.9,0,4.3,1.1,0.369,25,1,18
RESP007900,EMP01317,5,2025-06-25,45.8,3.2,6.0,4.3,5.6,5.0,3.4,6.3,5.3,4.1,6.6,5.6,3.6,0,5.1,0.7,0.458,22,0,9
RESP007901,EMP01318,5,2025-06-25,31.7,4.2,3.7,4.2,4.4,4.3,3.9,4.2,2.5,3.8,3.9,4.5,3.5,0,3.8,0.2,0.317,44,1,16
RESP007902,EMP01319,5,2025-06-25,47.3,4.6,6.0,5.4,5.6,4.6,5.8,3.9,6.0,5.9,4.5,6.4,4.7,0,5.3,-0.9,0.473,38,1,2
RESP007903,EMP01320,5,2025-06-25,33.2,3.4,4.4,3.6,3.1,3.4,3.9,4.3,3.7,4.6,4.5,4.9,4.4,0,4.0,2.0,0.332,67,1,10
RESP007904,EMP01321,5,2025-06-25,40.5,5.2,5.0,5.5,4.5,6.4,5.3,4.1,2.7,4.5,6.1,4.6,2.9,0,4.6,-1.5,0.405,28,0,0
RESP007905,EMP01322,5,2025-06-25,30.8,4.0,3.2,4.2,4.8,2.9,4.8,3.7,4.3,3.7,3.3,4.1,3.6,0,3.8,1.0,0.308,40,0,9
RESP007906,EMP01323,5,2025-06-25,42.7,5.2,4.3,4.6,4.8,4.7,5.4,4.2,4.5,6.4,5.7,5.1,4.6,0,4.8,0.0,0.427,34,1,11
RESP007907,EMP01324,5,2025-06-25,50.2,6.5,5.9,6.7,6.6,5.1,5.1,5.5,5.7,6.6,5.7,5.1,4.9,0,5.5,0.1,0.502,43,1,6
RESP007908,EMP01325,5,2025-06-25,35.9,3.6,5.1,2.9,3.5,3.1,2.5,3.7,2.8,4.1,4.0,3.5,5.2,0,4.2,0.4,0.359,44,1,10
RESP007909,EMP01327,5,2025-06-25,48.2,4.9,7.3,4.4,4.9,6.3,4.4,4.9,4.9,5.4,4.3,5.6,6.3,0,5.3,-0.4,0.482,40,0,7
RESP007910,EMP01328,5,2025-06-25,41.2,4.3,5.1,5.6,4.8,4.6,3.5,5.3,4.7,4.6,5.6,4.6,6.1,0,4.7,-0.5,0.412,28,1,11
RESP007911,EMP01329,5,2025-06-25,32.6,3.4,5.3,4.0,4.2,4.4,3.2,4.1,3.3,4.6,2.6,5.8,4.2,0,3.9,0.5,0.326,21,1,0
RESP007912,EMP01330,5,2025-06-25,51.9,5.5,4.3,8.1,4.7,6.1,5.4,4.8,5.9,4.4,6.1,5.2,4.8,0,5.7,-0.6,0.519,39,1,10
RESP007913,EMP01332,5,2025-06-25,11.8,1.0,3.9,2.0,2.5,1.0,1.8,1.7,1.8,4.3,1.9,1.0,1.7,0,2.1,0.5,0.118,16,1,0
RESP007914,EMP01333,5,2025-06-25,58.3,5.7,7.9,6.6,5.4,5.5,6.8,6.4,5.3,7.2,5.9,5.8,5.5,0,6.2,0.1,0.583,43,0,18
RESP007915,EMP01334,5,2025-06-25,40.0,3.5,3.7,5.0,3.3,5.2,4.4,5.5,5.9,4.5,6.3,3.7,4.8,0,4.6,0.7,0.4,29,0,0
RESP007916,EMP01335,5,2025-06-25,43.9,4.6,4.1,5.4,5.7,6.3,5.2,6.7,6.1,5.5,4.8,6.1,6.6,0,4.9,-1.4,0.439,53,0,7
RESP007917,EMP01336,5,2025-06-25,35.1,5.1,4.1,5.1,4.6,2.9,5.1,4.1,4.6,4.7,5.0,3.9,5.1,0,4.2,-1.8,0.351,44,0,13
RESP007918,EMP01337,5,2025-06-25,49.8,4.0,5.2,5.6,6.1,4.8,3.7,6.5,5.8,5.2,4.7,6.1,5.3,0,5.5,0.5,0.498,35,0,8
RESP007919,EMP01338,5,2025-06-25,42.5,5.9,5.6,4.6,3.6,4.4,3.3,4.9,4.8,5.5,5.2,5.2,5.1,0,4.8,-0.3,0.425,42,1,6
RESP007920,EMP01339,5,2025-06-25,48.7,5.7,5.2,5.4,5.0,4.9,5.1,5.9,3.9,5.0,3.8,4.7,5.3,0,5.4,0.9,0.487,54,1,0
RESP007921,EMP01340,5,2025-06-25,37.9,2.3,3.9,3.8,3.7,5.2,4.9,5.1,6.1,4.2,2.8,3.2,4.6,0,4.4,0.6,0.379,57,0,11
RESP007922,EMP01341,5,2025-06-25,61.3,7.0,5.7,5.5,6.6,8.0,5.2,6.8,7.6,6.2,6.1,8.1,6.0,0,6.5,-2.5,0.613,6,0,16
RESP007923,EMP01342,5,2025-06-25,36.6,4.6,3.3,5.0,3.1,4.3,4.0,4.9,4.4,4.3,3.8,3.8,5.5,0,4.3,1.0,0.366,5,0,6
RESP007924,EMP01343,5,2025-06-25,32.1,4.9,4.0,4.4,3.3,3.7,4.9,2.7,3.8,3.8,4.5,3.4,3.3,0,3.9,1.3,0.321,64,0,10
RESP007925,EMP01345,5,2025-06-25,22.6,2.1,3.3,3.6,3.1,3.1,3.6,2.6,2.2,2.3,4.0,2.8,3.8,0,3.0,-0.4,0.226,23,0,1
RESP007926,EMP01346,5,2025-06-25,52.8,6.0,5.4,6.2,5.8,6.9,4.5,4.9,6.9,6.3,5.6,6.4,6.1,0,5.8,0.1,0.528,48,1,14
RESP007927,EMP01349,5,2025-06-25,69.0,6.5,8.1,7.3,6.8,7.9,6.5,7.7,7.0,9.2,7.1,6.5,7.2,0,7.2,-0.6,0.69,5,0,13
RESP007928,EMP01351,5,2025-06-25,51.3,6.4,6.4,5.7,6.1,5.6,5.2,5.6,5.8,5.6,6.0,6.0,4.7,0,5.6,-0.5,0.513,40,1,17
RESP007929,EMP01352,5,2025-06-25,26.9,3.4,4.4,3.4,4.8,4.3,3.4,4.0,4.3,3.2,3.7,2.5,2.2,0,3.4,0.4,0.269,42,0,2
RESP007930,EMP01353,5,2025-06-25,20.3,3.1,3.4,3.5,3.7,1.6,4.0,1.7,1.0,3.3,3.7,2.7,2.3,0,2.8,-0.0,0.203,12,0,7
RESP007931,EMP01354,5,2025-06-25,38.7,5.4,4.9,4.9,3.7,4.8,4.1,3.4,4.4,3.6,5.0,3.7,3.4,0,4.5,0.5,0.387,5,0,1
RESP007932,EMP01355,5,2025-06-25,51.9,5.3,6.7,5.3,5.2,4.7,7.5,6.1,4.6,5.0,4.7,5.6,5.4,0,5.7,1.0,0.519,23,1,8
RESP007933,EMP01356,5,2025-06-25,56.7,6.0,4.9,6.6,5.1,6.7,7.4,7.0,6.1,5.9,5.1,6.1,6.6,0,6.1,0.4,0.567,52,1,10
RESP007934,EMP01357,5,2025-06-25,35.2,4.4,5.0,5.7,4.5,4.6,4.1,4.1,4.5,2.8,4.4,3.5,4.6,0,4.2,0.8,0.352,58,0,8
RESP007935,EMP01358,5,2025-06-25,46.1,5.8,6.6,4.6,5.5,4.6,3.9,5.3,3.1,4.5,3.9,4.9,6.4,0,5.1,-0.7,0.461,29,1,16
