employee_id,age,tenure_months,department,seniority,intrinsic_motivation,learning_orientation,social_connection
EMP00924,34,24,Customer Success,IC1,0.433,0.634,0.65
EMP00925,32,16,Customer Success,IC2,0.235,0.373,0.207
EMP00926,35,7,Product,IC3,0.515,0.761,0.548
EMP00927,51,29,Sales,IC1,0.81,0.666,0.523
EMP00928,34,1,Customer Success,Senior Manager,0.707,0.583,0.749
EMP00929,39,6,Finance,Manager,0.655,0.359,0.456
EMP00930,32,8,HR,Manager,0.442,0.623,0.677
EMP00931,45,30,Operations,IC1,0.682,0.697,0.794
EMP00932,24,74,Finance,IC2,0.216,0.607,0.879
EMP00933,23,26,Legal,IC3,0.741,0.752,0.518
EMP00934,40,29,Engineering,IC3,0.622,0.578,0.512
EMP00935,24,53,HR,IC3,0.867,0.77,0.614
EMP00936,33,31,Product,IC4,0.591,0.539,0.507
EMP00937,35,45,Customer Success,IC2,0.361,0.596,0.673
EMP00938,38,26,Operations,IC1,0.677,0.564,0.812
EMP00939,45,26,Customer Success,IC1,0.335,0.645,0.553
EMP00940,37,22,Product,IC4,0.482,0.842,0.593
EMP00941,26,39,Finance,IC3,0.362,0.691,0.405
EMP00942,22,13,Legal,Manager,0.618,0.659,0.73
EMP00943,29,10,Engineering,IC3,0.668,0.612,0.097
EMP00944,27,27,Legal,IC1,0.33,0.28,0.489
EMP00945,42,25,HR,IC1,0.639,0.557,0.676
EMP00946,51,23,Finance,IC4,0.83,0.724,0.536
EMP00947,26,45,Engineering,IC1,0.893,0.745,0.706
EMP00948,29,16,Marketing,IC2,0.803,0.384,0.717
EMP00949,48,40,Legal,IC4,0.696,0.75,0.561
EMP00950,46,22,Customer Success,IC3,0.493,0.584,0.299
EMP00951,37,46,Data,Manager,0.587,0.859,0.418
EMP00952,24,27,HR,IC2,0.644,0.396,0.338
EMP00953,38,14,HR,IC2,0.623,0.819,0.385
EMP00954,34,26,Engineering,Director,0.893,0.63,0.504
EMP00955,31,10,Marketing,IC2,0.673,0.229,0.544
EMP00956,28,22,Operations,IC2,0.912,0.756,0.55
EMP00957,25,23,Legal,IC2,0.507,0.745,0.262
EMP00958,26,42,Sales,IC2,0.452,0.478,0.635
EMP00959,37,40,Operations,Senior Manager,0.63,0.31,0.376
EMP00960,39,11,HR,IC1,0.678,0.5,0.504
EMP00961,42,16,HR,IC4,0.675,0.621,0.571
EMP00962,35,25,Product,IC2,0.766,0.857,0.556
EMP00963,34,28,Engineering,IC3,0.671,0.55,0.711
EMP00964,33,21,Data,IC1,0.89,0.349,0.466
EMP00965,28,11,Marketing,Manager,0.542,0.482,0.738
EMP00966,22,43,Sales,IC4,0.345,0.361,0.898
EMP00967,22,60,Operations,IC4,0.46,0.391,0.655
EMP00968,29,11,Legal,IC2,0.61,0.733,0.409
EMP00969,53,29,Engineering,IC4,0.512,0.532,0.704
EMP00970,35,22,Legal,Manager,0.638,0.505,0.631
EMP00971,29,24,Finance,IC4,0.687,0.765,0.637
EMP00972,36,7,Product,IC2,0.73,0.642,0.815
EMP00973,25,57,Marketing,IC2,0.656,0.667,0.648
EMP00974,22,50,Product,IC2,0.522,0.678,0.624
EMP00975,41,16,HR,Manager,0.626,0.835,0.529
EMP00976,34,12,Product,IC2,0.499,0.892,0.556
EMP00977,37,11,Sales,IC2,0.655,0.856,0.411
EMP00978,34,14,HR,IC1,0.884,0.673,0.632
EMP00979,31,24,Operations,IC2,0.404,0.321,0.709
EMP00980,28,23,Legal,IC1,0.311,0.973,0.3
EMP00981,29,4,Operations,IC4,0.497,0.447,0.806
EMP00982,34,33,Finance,IC2,0.801,0.286,0.443
EMP00983,28,22,HR,IC2,0.567,0.756,0.641
EMP00984,48,25,HR,IC3,0.892,0.789,0.526
EMP00985,27,12,Marketing,IC1,0.929,0.576,0.656
EMP00986,28,25,HR,IC3,0.627,0.728,0.488
EMP00987,30,52,Legal,IC4,0.549,0.466,0.464
EMP00988,30,28,Sales,Manager,0.46,0.675,0.454
EMP00989,34,29,Finance,IC3,0.815,0.49,0.401
EMP00990,33,35,Marketing,IC1,0.637,0.539,0.658
EMP00991,22,12,Data,IC3,0.883,0.802,0.316
EMP00992,42,13,Legal,Director,0.523,0.509,0.306
EMP00993,22,12,Sales,IC3,0.404,0.45,0.472
EMP00994,43,29,Product,IC2,0.934,0.436,0.432
EMP00995,30,39,Operations,IC1,0.675,0.686,0.68
EMP00996,22,31,Finance,IC4,0.808,0.851,0.555
EMP00997,22,33,Customer Success,IC1,0.688,0.406,0.255
EMP00998,47,32,Legal,Manager,0.754,0.414,0.575
EMP00999,26,37,Operations,IC1,0.259,0.506,0.487
EMP01000,37,48,Engineering,IC1,0.801,0.836,0.564
EMP01001,22,10,Operations,IC1,0.712,0.839,0.702
EMP01002,25,22,Operations,IC3,0.672,0.384,0.673
EMP01003,24,16,Data,Manager,0.636,0.744,0.227
EMP01004,26,15,Data,IC2,0.361,0.509,0.635
EMP01005,35,37,HR,IC2,0.845,0.672,0.656
EMP01006,31,15,Sales,IC3,0.394,0.6,0.571
EMP01007,29,10,HR,IC1,0.777,0.629,0.449
EMP01008,39,53,Legal,IC1,0.721,0.733,0.592
EMP01009,22,6,HR,Manager,0.718,0.618,0.298
EMP01010,28,22,Customer Success,IC3,0.753,0.626,0.369
EMP01011,22,16,Customer Success,Director,0.837,0.71,0.451
EMP01012,33,14,Legal,IC2,0.525,0.444,0.691
EMP01013,26,18,Legal,Manager,0.906,0.638,0.686
EMP01014,24,37,Finance,IC3,0.486,0.785,0.561
EMP01015,36,11,HR,IC3,0.707,0.819,0.34
EMP01016,31,18,Customer Success,IC3,0.904,0.435,0.219
EMP01017,31,16,Marketing,Manager,0.99,0.783,0.486
EMP01018,38,33,Marketing,IC3,0.723,0.792,0.622
EMP01019,26,29,Data,IC3,0.462,0.807,0.317
EMP01020,34,12,Finance,IC3,0.544,0.247,0.652
EMP01021,44,45,Marketing,IC2,0.655,0.534,0.828
EMP01022,34,26,Finance,IC4,0.34,0.859,0.522
EMP01023,36,42,Engineering,IC4,0.67,0.948,0.693
EMP01024,40,30,Customer Success,IC4,0.511,0.491,0.68
EMP01025,22,12,HR,IC2,0.821,0.856,0.727
EMP01026,36,35,Finance,IC4,0.716,0.682,0.763
EMP01027,37,23,Finance,Manager,0.463,0.35,0.698
EMP01028,26,16,Sales,IC1,0.692,0.513,0.251
EMP01029,42,27,HR,IC3,0.831,0.624,0.645
EMP01030,31,24,Engineering,IC4,0.787,0.745,0.706
EMP01031,35,22,Sales,IC1,0.535,0.634,0.67
EMP01032,38,29,Legal,IC3,0.513,0.709,0.459
EMP01033,36,42,Data,IC3,0.78,0.831,0.396
EMP01034,30,11,Customer Success,IC2,0.534,0.616,0.256
EMP01035,42,12,Product,IC1,0.865,0.868,0.689
EMP01036,31,33,HR,IC2,0.61,0.48,0.715
EMP01037,31,24,Product,IC2,0.589,0.697,0.456
EMP01038,25,57,Legal,IC2,0.53,0.63,0.755
EMP01039,37,19,HR,IC2,0.832,0.827,0.721
EMP01040,54,33,Engineering,IC2,0.325,0.696,0.442
EMP01041,42,18,Sales,IC2,0.491,0.812,0.638
EMP01042,28,22,Finance,IC4,0.503,0.838,0.451
EMP01043,33,10,Sales,IC1,0.686,0.823,0.481
EMP01044,41,52,Product,IC1,0.958,0.506,0.435
EMP01045,35,14,HR,IC1,0.765,0.673,0.161
EMP01046,32,12,Operations,IC4,0.715,0.433,0.876
EMP01047,40,11,Customer Success,Director,0.87,0.717,0.177
EMP01048,33,31,Data,Director,0.559,0.35,0.298
EMP01049,46,14,Finance,IC1,0.304,0.783,0.575
EMP01050,48,24,Product,IC1,0.54,0.727,0.372
EMP01051,46,28,Customer Success,Manager,0.562,0.917,0.662
EMP01052,24,34,Legal,IC2,0.509,0.807,0.679
EMP01053,39,16,Finance,IC4,0.708,0.498,0.38
EMP01054,22,80,Customer Success,Manager,0.297,0.58,0.786
EMP01055,29,18,HR,Manager,0.662,0.857,0.619
EMP01056,45,41,Legal,IC4,0.381,0.626,0.79
EMP01057,38,36,Engineering,IC2,0.461,0.54,0.642
EMP01058,36,20,Data,IC1,0.683,0.693,0.742
EMP01059,35,37,Product,IC4,0.827,0.723,0.577
EMP01060,39,38,Marketing,IC2,0.407,0.846,0.441
EMP01061,30,21,Operations,IC3,0.97,0.622,0.546
EMP01062,31,54,Marketing,IC4,0.426,0.33,0.239
EMP01063,36,17,Product,IC3,0.535,0.25,0.818
EMP01064,27,4,Finance,IC4,0.594,0.789,0.724
EMP01065,27,12,Product,IC3,0.553,0.628,0.47
EMP01066,30,35,Product,IC2,0.726,0.757,0.597
EMP01067,22,22,HR,Director,0.436,0.874,0.236
EMP01068,33,23,Sales,IC4,0.521,0.661,0.688
EMP01069,23,30,Operations,Senior Manager,0.83,0.697,0.611
EMP01070,26,11,Engineering,Director,0.831,0.798,0.563
EMP01071,38,22,Engineering,IC2,0.664,0.411,0.407
EMP01072,31,47,Customer Success,IC3,0.783,0.544,0.553
EMP01073,35,17,Engineering,IC2,0.475,0.686,0.43
EMP01074,31,19,Operations,IC1,0.332,0.452,0.612
EMP01075,40,43,Customer Success,IC1,0.517,0.64,0.642
EMP01076,34,22,Customer Success,Manager,0.462,0.393,0.689
EMP01077,45,43,Finance,IC1,0.7,0.526,0.39
EMP01078,28,31,Sales,Senior Manager,0.767,0.442,0.617
EMP01079,42,38,Marketing,IC3,0.352,0.579,0.675
EMP01080,30,21,Legal,IC1,0.36,0.844,0.501
EMP01081,22,19,Finance,IC2,0.763,0.611,0.516
EMP01082,32,25,Data,IC1,0.732,0.844,0.451
EMP01083,25,18,Sales,IC2,0.421,0.893,0.605
EMP01084,33,34,Sales,IC3,0.552,0.452,0.806
EMP01085,31,21,Sales,IC2,0.519,0.8,0.473
EMP01086,25,9,Product,IC3,0.463,0.604,0.539
EMP01087,31,21,Data,IC1,0.552,0.797,0.569
EMP01088,37,35,Finance,IC3,0.563,0.837,0.65
EMP01089,25,29,Data,IC3,0.71,0.521,0.805
EMP01090,29,18,Marketing,IC1,0.742,0.613,0.297
EMP01091,22,13,HR,Manager,0.712,0.742,0.75
EMP01092,26,32,Data,IC4,0.578,0.959,0.341
EMP01093,44,48,Sales,Director,0.638,0.443,0.341
EMP01094,39,14,Marketing,Manager,0.639,0.747,0.4
EMP01095,43,17,HR,Senior Manager,0.718,0.656,0.39
EMP01096,45,19,Operations,IC1,0.411,0.714,0.313
EMP01097,41,9,HR,IC2,0.635,0.354,0.319
EMP01098,37,12,Operations,IC2,0.613,0.209,0.551
EMP01099,47,6,Engineering,IC4,0.512,0.919,0.766
EMP01100,29,9,HR,IC2,0.4,0.761,0.564
EMP01101,44,5,Operations,Senior Manager,0.885,0.604,0.553
EMP01102,31,5,Legal,IC1,0.696,0.811,0.491
EMP01103,22,16,Sales,IC2,0.72,0.503,0.429
EMP01104,31,8,Product,IC2,0.809,0.362,0.474
EMP01105,30,17,HR,Manager,0.666,0.812,0.541
EMP01106,27,9,Customer Success,IC3,0.781,0.628,0.784
EMP01107,35,37,Data,IC4,0.504,0.732,0.704
EMP01108,32,36,Operations,IC2,0.655,0.875,0.677
EMP01109,41,40,Finance,IC2,0.546,0.764,0.789
EMP01110,41,11,Operations,IC3,0.432,0.69,0.655
EMP01111,41,17,HR,IC4,0.714,0.442,0.405
EMP01112,44,32,Operations,IC1,0.732,0.578,0.305
EMP01113,25,10,Marketing,IC4,0.614,0.389,0.605
EMP01114,26,20,Finance,IC3,0.571,0.74,0.704
EMP01115,35,15,HR,IC3,0.751,0.945,0.72
EMP01116,24,7,Product,IC1,0.545,0.755,0.667
EMP01117,25,42,Marketing,IC4,0.737,0.343,0.306
EMP01118,29,31,Finance,IC4,0.479,0.565,0.442
EMP01119,44,48,Data,Manager,0.691,0.833,0.644
EMP01120,42,39,Customer Success,IC3,0.808,0.492,0.651
EMP01121,24,17,Data,IC1,0.785,0.741,0.418
EMP01122,41,12,Operations,IC1,0.747,0.607,0.881
EMP01123,45,14,Operations,IC1,0.681,0.248,0.497
EMP01124,34,15,Engineering,IC1,0.534,0.522,0.608
EMP01125,27,23,Finance,IC1,0.707,0.236,0.748
EMP01126,43,24,Operations,IC3,0.329,0.467,0.504
EMP01127,46,21,Engineering,IC1,0.604,0.737,0.66
EMP01128,30,22,Data,IC2,0.569,0.703,0.777
EMP01129,22,24,Engineering,IC2,0.653,0.762,0.609
EMP01130,22,18,Data,IC1,0.411,0.649,0.708
EMP01131,27,7,HR,Senior Manager,0.672,0.752,0.493
EMP01132,33,18,Operations,IC2,0.221,0.806,0.521
EMP01133,30,7,Marketing,Director,0.594,0.745,0.866
EMP01134,34,11,Data,IC1,0.661,0.843,0.639
EMP01135,37,4,Customer Success,IC2,0.694,0.706,0.472
EMP01136,39,21,Marketing,IC3,0.748,0.546,0.665
EMP01137,34,24,Marketing,Manager,0.653,0.282,0.312
EMP01138,32,29,Data,IC4,0.772,0.568,0.74
EMP01139,33,17,Operations,IC2,0.765,0.773,0.537
EMP01140,40,31,Sales,Manager,0.495,0.399,0.763
EMP01141,37,13,Product,IC1,0.567,0.66,0.572
EMP01142,31,62,Engineering,IC1,0.678,0.545,0.401
EMP01143,39,10,Operations,IC1,0.686,0.235,0.528
EMP01144,41,26,HR,IC4,0.279,0.832,0.691
EMP01145,23,18,Engineering,IC1,0.577,0.88,0.44
EMP01146,37,41,Data,Director,0.801,0.445,0.645
EMP01147,33,35,Customer Success,Senior Manager,0.621,0.681,0.729
EMP01148,30,12,Sales,IC2,0.551,0.548,0.813
EMP01149,30,15,Product,IC4,0.351,0.668,0.781
EMP01150,24,12,Operations,IC2,0.864,0.457,0.248
EMP01151,28,21,Customer Success,IC4,0.37,0.604,0.344
EMP01152,43,40,Finance,IC2,0.763,0.692,0.731
EMP01153,27,20,Sales,IC1,0.64,0.487,0.316
EMP01154,28,14,Marketing,Manager,0.302,0.374,0.31
EMP01155,48,34,Sales,IC3,0.468,0.809,0.465
EMP01156,34,14,Legal,Senior Manager,0.455,0.529,0.568
EMP01157,23,11,Customer Success,Director,0.726,0.63,0.444
EMP01158,35,15,Legal,Manager,0.357,0.687,0.507
EMP01159,30,10,Legal,IC3,0.443,0.31,0.374
EMP01160,36,37,Operations,IC1,0.522,0.533,0.449
EMP01161,34,16,Sales,Manager,0.835,0.748,0.66
EMP01162,37,40,Operations,IC1,0.505,0.695,0.5
EMP01163,23,18,HR,IC3,0.598,0.325,0.452
EMP01164,35,28,Operations,IC3,0.242,0.624,0.371
EMP01165,29,12,Customer Success,Senior Manager,0.763,0.708,0.207
EMP01166,32,20,Product,IC1,0.503,0.468,0.715
EMP01167,41,10,HR,IC3,0.337,0.541,0.406
EMP01168,26,33,Product,IC2,0.781,0.818,0.777
EMP01169,37,16,Sales,IC3,0.605,0.489,0.572
EMP01170,33,17,Marketing,IC3,0.85,0.601,0.538
EMP01171,37,15,Finance,IC2,0.604,0.739,0.617
EMP01172,23,20,Legal,IC1,0.617,0.886,0.371
EMP01173,33,19,Customer Success,IC4,0.791,0.678,0.617
EMP01174,24,34,Product,IC4,0.679,0.688,0.682
EMP01175,32,4,Finance,IC1,0.83,0.69,0.444
EMP01176,37,10,Engineering,IC1,0.811,0.671,0.775
EMP01177,43,16,Operations,IC3,0.726,0.628,0.415
EMP01178,34,16,Legal,IC1,0.811,0.654,0.632
EMP01179,36,31,Product,IC3,0.932,0.636,0.775
EMP01180,30,46,HR,IC2,0.819,0.943,0.402
EMP01181,37,10,Customer Success,IC3,0.823,0.531,0.782
EMP01182,33,20,Operations,IC2,0.688,0.75,0.666
EMP01183,29,27,Data,IC3,0.57,0.586,0.666
EMP01184,30,7,Finance,IC1,0.685,0.807,0.661
EMP01185,31,13,Customer Success,IC1,0.663,0.386,0.401
EMP01186,29,48,Product,IC4,0.691,0.726,0.756
EMP01187,22,21,Marketing,IC2,0.716,0.743,0.689
EMP01188,42,13,HR,IC2,0.84,0.669,0.552
EMP01189,35,20,Engineering,IC2,0.879,0.793,0.321
EMP01190,27,15,Data,Manager,0.517,0.885,0.622
EMP01191,22,17,Legal,Director,0.542,0.55,0.785
EMP01192,45,16,Customer Success,Manager,0.679,0.666,0.603
EMP01193,27,13,Data,IC3,0.465,0.621,0.315
EMP01194,34,12,Marketing,IC2,0.33,0.78,0.567
EMP01195,32,13,Product,IC1,0.32,0.769,0.499
EMP01196,34,21,HR,IC1,0.486,0.536,0.59
EMP01197,51,41,Operations,IC3,0.777,0.57,0.588
EMP01198,22,24,Finance,IC2,0.571,0.806,0.302
EMP01199,29,49,Product,IC4,0.553,0.417,0.392
EMP01200,37,27,Sales,IC4,0.395,0.544,0.65
EMP01201,22,25,Engineering,IC3,0.732,0.788,0.794
EMP01202,38,25,Engineering,IC1,0.79,0.711,0.782
EMP01203,22,10,Operations,IC2,0.634,0.775,0.605
EMP01204,27,22,HR,IC3,0.42,0.375,0.53
EMP01205,33,14,Product,Director,0.615,0.923,0.309
EMP01206,29,17,Product,IC1,0.465,0.405,0.876
EMP01207,37,10,Marketing,IC2,0.633,0.764,0.417
EMP01208,28,35,Legal,IC3,0.322,0.732,0.737
EMP01209,34,37,Sales,IC3,0.367,0.762,0.661
EMP01210,37,18,Finance,IC4,0.509,0.61,0.224
EMP01211,22,9,HR,IC2,0.647,0.37,0.529
EMP01212,30,47,Customer Success,IC4,0.481,0.561,0.703
EMP01213,31,4,Legal,IC1,0.541,0.592,0.772
EMP01214,22,4,Finance,IC3,0.642,0.844,0.28
EMP01215,27,23,Data,IC2,0.406,0.759,0.751
EMP01216,41,13,Sales,IC2,0.5,0.804,0.433
EMP01217,33,27,Finance,IC1,0.71,0.665,0.35
EMP01218,34,39,Product,IC1,0.454,0.539,0.607
EMP01219,25,52,HR,IC2,0.495,0.586,0.424
EMP01220,38,37,Data,Manager,0.8,0.642,0.547
EMP01221,32,10,Finance,IC1,0.363,0.679,0.514
EMP01222,28,27,Operations,IC4,0.738,0.776,0.463
EMP01223,43,27,Engineering,IC4,0.343,0.513,0.675
EMP01224,22,6,Customer Success,Senior Manager,0.653,0.667,0.533
EMP01225,33,22,Marketing,IC2,0.463,0.779,0.584
EMP01226,53,23,HR,IC1,0.493,0.595,0.731
EMP01227,29,7,HR,Manager,0.531,0.626,0.294
EMP01228,43,23,Marketing,IC3,0.758,0.583,0.355
EMP01229,40,10,Customer Success,IC3,0.699,0.64,0.818
EMP01230,39,15,Product,Manager,0.783,0.603,0.39
EMP01231,37,15,Customer Success,Director,0.264,0.532,0.564
EMP01232,22,24,Legal,IC3,0.522,0.299,0.672
EMP01233,35,25,Customer Success,Senior Manager,0.815,0.772,0.715
EMP01234,30,43,Engineering,Manager,0.41,0.687,0.256
EMP01235,36,9,Finance,IC2,0.3,0.45,0.613
EMP01236,31,21,Operations,Manager,0.341,0.807,0.343
EMP01237,22,21,Marketing,IC1,0.366,0.631,0.264
EMP01238,34,25,Product,Senior Manager,0.771,0.605,0.272
EMP01239,41,22,HR,IC1,0.718,0.588,0.449
EMP01240,28,10,Product,IC4,0.888,0.613,0.405
EMP01241,22,18,Marketing,IC2,0.636,0.729,0.338
EMP01242,27,12,Data,IC3,0.674,0.571,0.585
EMP01243,26,16,Engineering,IC1,0.473,0.449,0.441
EMP01244,22,12,Engineering,IC1,0.586,0.615,0.573
EMP01245,32,31,Customer Success,IC1,0.177,0.517,0.167
EMP01246,26,17,Marketing,IC1,0.655,0.657,0.447
EMP01247,30,21,Sales,IC2,0.777,0.383,0.428
EMP01248,48,15,Data,IC1,0.72,0.701,0.624
EMP01249,28,44,Marketing,IC3,0.721,0.512,0.623
EMP01250,29,27,Product,IC3,0.885,0.386,0.425
EMP01251,32,11,Legal,IC3,0.601,0.616,0.666
EMP01252,40,39,Marketing,Manager,0.523,0.542,0.371
EMP01253,34,12,Data,Senior Manager,0.777,0.576,0.471
EMP01254,45,15,Marketing,Manager,0.676,0.812,0.474
EMP01255,39,25,Marketing,IC4,0.751,0.88,0.336
EMP01256,37,3,Customer Success,IC2,0.869,0.672,0.645
EMP01257,35,40,Sales,IC2,0.729,0.446,0.575
EMP01258,33,19,Data,IC1,0.788,0.595,0.367
EMP01259,33,5,Engineering,IC1,0.707,0.602,0.593
EMP01260,36,9,Operations,IC1,0.643,0.571,0.595
EMP01261,32,18,Sales,IC3,0.653,0.863,0.688
EMP01262,24,7,Sales,IC3,0.52,0.565,0.701
EMP01263,44,21,Legal,IC3,0.708,0.775,0.753
EMP01264,22,53,Operations,IC2,0.423,0.752,0.46
EMP01265,23,31,Sales,IC1,0.467,0.772,0.714
EMP01266,27,14,Product,Director,0.535,0.694,0.346
EMP01267,40,26,Engineering,IC4,0.934,0.989,0.706
EMP01268,35,35,Sales,IC3,0.649,0.385,0.775
EMP01269,40,68,Engineering,IC1,0.5,0.565,0.596
EMP01270,25,13,Customer Success,IC3,0.544,0.715,0.434
EMP01271,31,29,Marketing,IC2,0.469,0.946,0.523
EMP01272,31,23,Data,IC2,0.641,0.561,0.458
EMP01273,32,35,Customer Success,Senior Manager,0.65,0.674,0.643
EMP01274,30,17,Engineering,IC3,0.69,0.556,0.578
EMP01275,22,26,Sales,IC1,0.627,0.546,0.697
EMP01276,24,11,Operations,IC3,0.243,0.445,0.827
EMP01277,46,12,Engineering,IC4,0.823,0.78,0.589
EMP01278,29,13,Sales,Manager,0.713,0.581,0.591
EMP01279,28,7,Finance,IC1,0.598,0.519,0.525
EMP01280,41,21,Legal,IC4,0.568,0.871,0.264
EMP01281,22,22,Product,IC3,0.626,0.259,0.335
EMP01282,28,19,Product,IC4,0.543,0.561,0.462
EMP01283,25,15,HR,Director,0.581,0.79,0.722
EMP01284,41,14,HR,IC4,0.799,0.523,0.362
EMP01285,29,19,Customer Success,IC1,0.44,0.901,0.375
EMP01286,36,25,Legal,IC4,0.646,0.653,0.865
EMP01287,39,21,Data,IC1,0.576,0.536,0.557
EMP01288,24,5,Product,IC1,0.521,0.572,0.664
EMP01289,39,40,HR,IC2,0.532,0.712,0.664
EMP01290,31,26,Legal,IC2,0.879,0.794,0.339
EMP01291,38,21,Marketing,IC2,0.759,0.812,0.65
EMP01292,37,16,Data,IC2,0.584,0.494,0.733
EMP01293,36,31,Engineering,IC1,0.87,0.871,0.912
EMP01294,32,26,Legal,IC1,0.782,0.536,0.857
EMP01295,27,8,Operations,IC3,0.604,0.688,0.709
EMP01296,22,26,HR,IC2,0.292,0.724,0.477
EMP01297,31,57,Engineering,IC4,0.587,0.593,0.58
EMP01298,26,31,Engineering,IC1,0.431,0.909,0.675
EMP01299,42,14,HR,IC4,0.786,0.629,0.49
EMP01300,32,36,Finance,IC1,0.627,0.683,0.77
EMP01301,29,34,Finance,IC2,0.269,0.341,0.335
EMP01302,27,59,Product,IC3,0.783,0.747,0.474
EMP01303,38,6,HR,IC4,0.463,0.941,0.539
EMP01304,43,13,HR,IC4,0.561,0.569,0.827
EMP01305,29,42,Product,IC1,0.624,0.794,0.395
EMP01306,27,14,Product,IC4,0.433,0.766,0.706
EMP01307,36,51,Customer Success,IC4,0.543,0.763,0.504
EMP01308,29,43,Data,IC2,0.774,0.654,0.518
EMP01309,44,28,Sales,Manager,0.718,0.617,0.68
EMP01310,25,12,Product,IC4,0.682,0.644,0.572
EMP01311,29,19,Sales,IC4,0.733,0.618,0.303
EMP01312,27,60,Operations,IC1,0.507,0.409,0.804
EMP01313,40,26,Data,IC2,0.558,0.872,0.698
EMP01314,22,9,Data,IC3,0.353,0.583,0.525
EMP01315,32,17,Legal,IC1,0.773,0.732,0.903
EMP01316,30,9,Customer Success,IC3,0.697,0.624,0.752
EMP01317,28,11,Finance,IC1,0.541,0.615,0.642
EMP01318,32,31,Data,IC1,0.556,0.687,0.606
EMP01319,34,16,Legal,IC4,0.815,0.611,0.563
EMP01320,32,15,Operations,IC4,0.483,0.42,0.537
EMP01321,33,29,HR,IC3,0.555,0.607,0.603
EMP01322,29,14,Legal,IC3,0.522,0.483,0.313
EMP01323,26,40,Data,IC1,0.544,0.52,0.526
EMP01324,26,3,Finance,Senior Manager,0.699,0.89,0.6
EMP01325,45,29,Product,IC1,0.556,0.528,0.817
EMP01326,32,12,Product,Manager,0.405,0.44,0.692
EMP01327,41,39,Legal,IC1,0.78,0.695,0.522
EMP01328,22,15,Marketing,IC3,0.753,0.675,0.482
EMP01329,22,31,Finance,IC3,0.505,0.656,0.419
EMP01330,22,19,HR,IC2,0.749,0.744,0.707
EMP01331,32,70,Marketing,IC4,0.202,0.606,0.35
EMP01332,27,47,Finance,IC2,0.49,0.491,0.153
EMP01333,34,24,Customer Success,IC1,0.387,0.547,0.736
EMP01334,26,35,HR,IC2,0.33,0.491,0.454
EMP01335,24,34,Finance,IC3,0.589,0.576,0.616
EMP01336,33,26,Finance,IC1,0.741,0.621,0.516
EMP01337,30,9,Product,Manager,0.776,0.53,0.417
EMP01338,54,26,Customer Success,IC2,0.631,0.703,0.233
EMP01339,27,17,Finance,IC3,0.701,0.754,0.605
EMP01340,29,9,Customer Success,IC1,0.27,0.542,0.797
EMP01341,43,38,Operations,Manager,0.55,0.641,0.526
EMP01342,35,17,Customer Success,Director,0.778,0.644,0.602
EMP01343,33,38,Sales,IC3,0.634,0.698,0.365
EMP01344,33,26,HR,IC1,0.755,0.884,0.727
EMP01345,39,13,Product,IC3,0.338,0.793,0.635
EMP01346,29,26,Product,Director,0.658,0.684,0.472
EMP01347,38,10,Product,IC1,0.722,0.625,0.717
EMP01348,29,82,Product,Manager,0.494,0.696,0.702
EMP01349,25,5,Finance,IC4,0.732,0.473,0.655
EMP01350,31,4,Product,IC2,0.881,0.53,0.547
EMP01351,22,24,Customer Success,IC2,0.662,0.684,0.698
EMP01352,51,24,Sales,IC2,0.811,0.488,0.694
EMP01353,37,6,Legal,IC1,0.474,0.556,0.533
EMP01354,39,36,Engineering,IC4,0.532,0.624,0.528
EMP01355,22,14,Data,IC1,0.661,0.561,0.825
EMP01356,25,33,Legal,IC1,0.695,0.803,0.573
EMP01357,28,19,Legal,IC2,0.567,0.829,0.604
EMP01358,45,64,Customer Success,IC3,0.754,0.598,0.54
EMP01359,45,35,Product,IC3,0.51,0.467,0.527
EMP01360,29,5,Finance,Manager,0.902,0.796,0.703
EMP01361,41,16,Customer Success,Manager,0.745,0.557,0.539
EMP01362,39,36,Finance,IC1,0.274,0.459,0.358
EMP01363,36,29,Engineering,IC1,0.647,0.699,0.543
EMP01364,29,12,Operations,IC1,0.587,0.807,0.512
EMP01365,37,34,Data,IC1,0.612,0.439,0.34
EMP01366,29,10,Operations,IC1,0.619,0.205,0.504
EMP01367,27,19,Customer Success,IC1,0.583,0.729,0.28
EMP01368,37,12,Product,IC2,0.872,0.519,0.718
EMP01369,36,3,Data,IC4,0.839,0.674,0.462
EMP01370,33,23,Legal,IC3,0.675,0.538,0.64
EMP01371,27,38,Marketing,IC1,0.743,0.705,0.341
EMP01372,34,7,Sales,IC3,0.651,0.701,0.254
EMP01373,39,23,HR,IC1,0.516,0.624,0.63
EMP01374,27,29,Marketing,Director,0.4,0.326,0.651
EMP01375,41,70,Product,IC2,0.9,0.473,0.648
EMP01376,32,33,Customer Success,IC3,0.49,0.854,0.446
EMP01377,32,6,Legal,IC2,0.32,0.623,0.519
EMP01378,24,14,Customer Success,IC1,0.317,0.744,0.541
EMP01379,36,11,Product,IC4,0.864,0.85,0.353
EMP01380,34,19,Operations,Manager,0.767,0.631,0.732
EMP01381,27,16,Data,IC4,0.722,0.602,0.515
EMP01382,37,8,Marketing,IC1,0.663,0.795,0.72
EMP01383,26,33,Finance,IC2,0.541,0.749,0.686
EMP01384,37,3,Legal,IC1,0.863,0.66,0.29
EMP01385,22,24,Data,IC3,0.844,0.695,0.789
EMP01386,22,18,Data,IC1,0.639,0.515,0.426
