employee_id,num_surveys_completed,avg_engagement,latest_engagement,engagement_trend,attrition_risk,did_leave
EMP01050,8,34.9,36.9,0.6,0.631,1
EMP01051,6,49.2,50.8,1.06,0.492,0
EMP01052,7,41.3,48.9,3.38,0.511,0
EMP01053,8,28.4,32.5,0.54,0.675,0
EMP01054,8,40.4,39.7,0.57,0.603,0
EMP01055,7,37.5,42.6,1.6,0.574,1
EMP01056,8,45.1,44.8,2.8,0.552,1
EMP01057,7,39.7,34.5,-4.3,0.655,0
EMP01058,8,44.7,44.3,1.79,0.557,1
EMP01059,7,54.5,49.7,-3.22,0.503,1
EMP01060,8,33.9,35.5,1.7,0.645,1
EMP01061,6,41.9,40.2,-0.24,0.598,0
EMP01062,7,24.7,28.7,2.2,0.713,1
EMP01063,7,29.3,26.4,-1.63,0.736,1
EMP01064,8,58.9,56.2,-0.66,0.438,0
EMP01065,6,37.8,38.9,-0.36,0.611,1
EMP01066,6,50.9,55.2,5.4,0.348,0
EMP01067,6,29.4,28.1,0.76,0.719,1
EMP01068,5,37.2,33.1,-5.2,0.869,0
EMP01069,7,51.5,51.4,-1.42,0.486,0
EMP01070,8,47.6,51.7,0.49,0.483,1
EMP01071,7,33.5,29.7,-1.42,0.703,0
EMP01072,7,44.2,39.0,1.82,0.61,0
EMP01073,5,22.6,21.4,-5.22,0.986,1
EMP01074,8,27.8,27.1,-2.26,0.729,1
EMP01075,6,40.9,40.5,-4.24,0.595,0
EMP01076,6,34.2,34.7,0.02,0.653,1
EMP01077,7,32.8,30.7,-2.23,0.693,1
EMP01078,8,51.5,48.3,-1.37,0.517,0
EMP01079,8,35.7,37.0,-0.83,0.63,0
EMP01080,6,32.7,37.4,3.98,0.626,1
EMP01081,7,40.1,31.8,-3.05,0.682,0
EMP01082,7,54.6,54.3,2.62,0.457,1
EMP01083,7,40.1,40.1,-0.87,0.599,0
EMP01084,6,45.6,45.7,1.16,0.543,0
EMP01085,8,31.0,29.1,-1.36,0.709,1
EMP01086,8,35.2,42.4,0.87,0.576,0
EMP01087,7,39.5,39.9,-0.83,0.601,1
EMP01088,7,41.7,41.2,-0.87,0.588,0
EMP01089,6,52.9,56.3,0.08,0.437,0
EMP01090,6,30.4,28.6,1.02,0.714,1
EMP01091,7,40.6,43.8,1.78,0.562,0
EMP01092,8,43.1,44.2,2.84,0.558,0
EMP01093,7,34.3,31.2,-0.65,0.688,1
EMP01094,6,32.1,36.1,0.08,0.639,0
EMP01095,7,37.6,35.4,0.27,0.646,0
EMP01096,7,28.3,28.5,-1.45,0.715,0
EMP01097,6,24.5,19.5,-2.84,0.805,1
EMP01098,6,23.8,32.8,4.54,0.672,0
EMP01099,6,44.6,47.7,0.28,0.523,0
EMP01100,8,32.8,24.2,0.9,0.758,1
EMP01101,8,54.1,49.9,1.13,0.501,1
EMP01102,6,52.8,49.5,0.96,0.505,1
EMP01103,7,41.4,38.4,-1.27,0.616,1
EMP01104,6,32.2,30.9,0.86,0.691,1
EMP01105,7,38.0,41.8,-2.1,0.582,0
EMP01106,7,50.4,46.5,1.18,0.535,1
EMP01107,7,44.8,47.4,-0.08,0.526,1
EMP01108,8,55.0,58.6,0.17,0.414,0
EMP01109,6,44.5,43.3,3.9,0.567,1
EMP01110,6,39.6,30.5,-3.26,0.695,1
EMP01111,7,32.5,35.7,2.82,0.643,1
EMP01112,7,37.3,33.3,-0.9,0.667,0
EMP01113,8,36.4,31.9,0.99,0.681,1
EMP01114,6,38.2,48.0,3.72,0.52,1
EMP01115,8,41.0,42.9,-2.66,0.571,1
EMP01116,5,43.4,39.6,-1.17,0.604,0
EMP01117,7,32.1,36.3,1.57,0.637,1
EMP01118,8,31.4,23.0,-0.51,0.77,0
EMP01119,6,50.9,56.7,-0.12,0.433,1
EMP01120,8,45.4,46.8,-2.76,0.532,1
EMP01121,6,43.2,47.7,5.98,0.423,1
EMP01122,6,44.6,46.8,-0.54,0.532,1
EMP01123,8,32.6,30.7,-0.87,0.693,1
EMP01124,8,39.5,46.8,-0.67,0.532,0
EMP01125,7,27.4,30.8,-1.55,0.692,1
EMP01126,7,26.9,26.4,0.1,0.736,1
EMP01127,6,39.3,40.0,-0.46,0.6,0
EMP01128,7,45.0,41.1,2.32,0.589,0
EMP01129,8,50.6,52.7,0.73,0.473,0
EMP01130,8,31.7,30.9,2.39,0.691,1
EMP01131,8,35.2,30.0,-1.89,0.7,0
EMP01132,7,24.4,28.2,-0.3,0.718,0
EMP01133,6,47.3,48.3,-1.28,0.517,1
EMP01134,8,39.3,39.4,-1.89,0.606,1
EMP01135,8,47.8,51.7,-0.79,0.483,1
EMP01136,7,43.8,51.5,3.52,0.485,0
EMP01137,6,35.6,36.6,-2.14,0.634,1
EMP01138,7,48.6,51.3,2.97,0.487,0
EMP01139,7,42.1,42.4,-1.58,0.576,0
EMP01140,8,39.9,38.3,-2.3,0.617,1
EMP01141,6,40.9,36.9,-1.56,0.631,1
EMP01142,5,37.2,34.4,2.12,0.656,1
EMP01143,6,25.4,22.6,1.78,0.774,0
EMP01144,8,38.3,35.6,-1.51,0.644,0
EMP01145,6,34.8,28.6,-4.9,0.714,1
EMP01146,6,45.5,44.9,-0.18,0.551,1
EMP01147,6,45.4,43.3,0.24,0.567,1
EMP01148,6,33.9,25.4,-2.96,0.746,0
EMP01149,7,41.1,41.7,2.88,0.583,1
EMP01150,6,36.0,30.6,-2.82,0.694,1
EMP01151,8,25.3,29.4,0.61,0.706,1
EMP01152,8,57.0,55.4,-1.5,0.446,0
EMP01153,8,31.1,29.0,0.74,0.71,0
EMP01154,6,24.1,27.2,-1.2,0.728,1
EMP01155,6,41.7,40.8,-3.88,0.592,0
EMP01156,5,32.9,28.9,-6.7,0.911,1
EMP01157,6,37.3,32.0,-0.06,0.68,1
EMP01158,7,23.6,21.3,-2.05,0.787,1
EMP01159,6,25.2,20.9,-2.24,0.791,0
EMP01160,7,33.0,30.9,4.23,0.691,0
EMP01161,8,46.4,42.3,-2.06,0.577,0
EMP01162,8,37.0,46.6,-1.8,0.534,0
EMP01163,5,31.1,28.2,-2.2,0.718,1
EMP01164,6,24.7,29.4,1.14,0.706,1
EMP01165,8,33.6,29.7,-1.23,0.703,1
EMP01166,8,35.3,31.7,-0.2,0.683,0
EMP01167,6,27.1,28.4,3.56,0.716,1
EMP01168,7,56.8,63.7,-0.07,0.363,0
EMP01169,7,30.5,28.8,-1.63,0.712,0
EMP01170,7,38.4,46.3,3.02,0.537,1
EMP01171,6,44.9,45.0,-3.52,0.55,1
EMP01172,6,36.5,31.9,-2.06,0.681,0
EMP01173,6,44.1,38.8,-1.36,0.612,1
EMP01174,7,44.6,50.8,2.4,0.492,1
EMP01175,6,47.9,54.3,1.28,0.457,0
EMP01176,5,39.2,45.2,2.75,0.548,1
EMP01177,7,37.3,35.7,-2.17,0.643,1
EMP01178,8,43.5,41.6,-2.73,0.584,1
EMP01179,5,48.5,44.3,3.45,0.557,0
EMP01180,8,49.8,47.2,-0.57,0.528,1
EMP01181,7,42.7,41.2,-0.62,0.588,0
EMP01182,6,41.4,32.9,-8.4,0.871,1
EMP01183,8,39.8,44.6,1.57,0.554,0
EMP01184,6,45.3,42.1,-3.76,0.579,0
EMP01185,4,24.2,23.7,-1.13,0.763,1
EMP01186,5,49.2,39.7,-4.47,0.603,1
EMP01187,7,41.6,38.3,-0.78,0.617,1
EMP01188,5,39.3,46.5,10.75,0.435,1
EMP01189,8,45.9,42.5,2.99,0.575,0
EMP01190,8,39.2,39.0,0.89,0.61,0
EMP01191,6,34.2,27.1,0.02,0.729,1
EMP01192,7,39.6,49.0,5.62,0.41,0
EMP01193,6,22.6,21.7,-1.68,0.783,1
EMP01194,6,31.1,30.2,1.24,0.698,1
EMP01195,7,31.4,34.6,3.82,0.654,1
EMP01196,7,31.4,32.6,0.55,0.674,1
EMP01197,6,42.0,38.9,-2.2,0.611,0
EMP01198,7,40.7,44.2,2.3,0.558,1
EMP01199,8,28.6,30.8,-0.11,0.692,1
EMP01200,8,39.1,40.1,1.47,0.599,0
EMP01201,5,49.2,50.4,0.55,0.496,0
EMP01202,8,58.9,57.3,-2.5,0.427,1
EMP01203,8,45.4,53.1,3.56,0.469,0
EMP01204,8,28.5,27.6,0.14,0.724,0
EMP01205,6,35.7,37.8,0.24,0.622,1
EMP01206,8,40.5,42.0,0.99,0.58,1
EMP01207,6,45.7,40.0,-2.58,0.6,1
EMP01208,7,34.3,33.2,0.02,0.668,0
EMP01209,6,42.5,41.3,-4.66,0.587,1
EMP01210,8,28.7,25.4,0.83,0.746,0
EMP01211,7,31.8,22.4,-0.2,0.776,0
EMP01212,5,48.0,49.5,3.78,0.505,1
EMP01213,6,43.8,48.7,4.98,0.513,1
EMP01214,7,49.5,49.4,-0.68,0.506,0
EMP01215,8,35.6,39.7,0.63,0.603,0
EMP01216,5,29.9,31.8,-1.12,0.682,0
EMP01217,6,46.3,47.3,1.9,0.527,1
EMP01218,6,40.2,41.1,-1.68,0.589,1
EMP01219,5,38.9,36.1,2.6,0.639,1
EMP01220,8,49.1,52.7,3.06,0.473,1
EMP01221,7,28.3,26.1,-0.35,0.739,1
EMP01222,5,51.4,44.9,-6.38,0.751,0
EMP01223,8,35.2,36.7,2.83,0.633,1
EMP01224,7,40.9,44.7,2.88,0.553,1
EMP01225,8,34.9,34.7,1.14,0.653,0
EMP01226,7,35.0,31.6,-1.2,0.684,1
EMP01227,7,28.8,28.8,-4.18,0.712,1
EMP01228,8,33.0,35.2,1.67,0.648,1
EMP01229,8,41.8,40.7,-1.26,0.593,0
EMP01230,7,40.7,38.4,-3.52,0.616,1
EMP01231,7,27.5,28.4,1.88,0.716,1
EMP01232,6,41.5,42.6,0.2,0.574,0
EMP01233,7,51.5,51.7,2.38,0.483,1
EMP01234,6,27.2,21.7,-2.4,0.783,1
EMP01235,7,23.8,26.0,-1.42,0.74,1
EMP01236,6,20.6,23.1,1.88,0.769,0
EMP01237,5,17.8,19.4,3.23,0.806,1
EMP01238,6,28.9,30.8,1.66,0.692,1
EMP01239,6,36.4,35.9,1.04,0.641,1
EMP01240,8,33.0,36.0,2.63,0.64,1
EMP01241,6,26.4,20.4,-1.44,0.796,1
EMP01242,5,36.9,41.0,1.93,0.59,1
EMP01243,8,25.8,31.5,1.03,0.685,1
EMP01244,6,27.4,25.1,1.48,0.749,1
EMP01245,7,19.9,20.9,-2.5,0.791,0
EMP01246,8,35.3,31.8,-1.73,0.682,0
EMP01247,8,31.3,33.1,2.34,0.669,0
EMP01248,7,47.7,50.0,-1.72,0.5,0
EMP01249,7,46.5,43.2,0.57,0.568,1
EMP01250,8,38.4,37.8,1.0,0.622,1
EMP01251,7,36.5,42.3,-1.53,0.577,0
EMP01252,7,35.0,32.1,-2.28,0.679,0
EMP01253,8,42.5,41.4,-3.26,0.586,0
EMP01254,5,36.6,34.9,-4.92,0.651,1
EMP01255,5,51.0,52.1,-0.65,0.479,0
EMP01256,8,56.6,49.4,-1.33,0.506,0
EMP01257,7,43.7,51.6,5.7,0.384,0
EMP01258,8,31.7,38.3,0.01,0.617,1
EMP01259,7,50.8,49.4,-0.07,0.506,1
EMP01260,8,32.8,37.4,2.0,0.626,1
EMP01261,7,42.8,44.7,-0.78,0.553,1
EMP01262,7,32.8,37.4,1.5,0.626,1
EMP01263,7,48.1,51.1,2.45,0.489,0
EMP01264,6,39.1,36.8,-0.42,0.632,1
EMP01265,8,43.8,45.8,1.43,0.542,1
EMP01266,7,30.6,34.7,2.3,0.653,1
EMP01267,5,62.5,62.7,-0.83,0.373,1
EMP01268,7,44.7,44.6,-0.78,0.554,1
EMP01269,7,37.8,46.1,2.77,0.539,0
EMP01270,8,32.7,27.5,-2.7,0.725,1
EMP01271,8,45.6,44.0,-0.64,0.56,0
EMP01272,7,38.6,48.5,2.8,0.515,1
EMP01273,7,51.7,55.8,0.08,0.442,1
EMP01274,5,35.7,37.5,0.8,0.625,0
EMP01275,8,42.4,35.9,1.1,0.641,1
EMP01276,7,28.7,36.2,1.7,0.638,1
EMP01277,7,43.0,45.3,2.48,0.547,1
EMP01278,7,39.6,32.4,-2.32,0.676,1
EMP01279,6,27.7,32.8,3.14,0.672,0
EMP01280,8,30.4,37.1,4.09,0.629,0
EMP01281,8,26.7,15.2,-0.14,0.848,1
EMP01282,8,29.9,26.5,-0.66,0.735,0
EMP01283,6,42.8,49.8,6.62,0.402,1
EMP01284,7,38.7,40.4,-1.22,0.596,0
EMP01285,7,35.4,31.2,-0.92,0.688,0
EMP01286,7,54.3,55.3,-0.7,0.447,1
EMP01287,8,29.8,35.0,-0.51,0.65,1
EMP01288,7,47.0,41.7,-0.97,0.583,0
EMP01289,8,48.2,57.6,0.56,0.424,0
EMP01290,6,48.7,47.9,-3.78,0.521,0
EMP01291,7,44.9,52.3,-0.5,0.477,0
EMP01292,8,37.9,37.8,2.16,0.622,1
EMP01293,8,55.7,64.3,-0.23,0.357,1
EMP01294,6,49.5,54.5,1.36,0.455,1
EMP01295,7,40.0,53.9,3.83,0.461,1
EMP01296,6,39.5,38.8,-2.52,0.612,1
EMP01297,7,46.0,49.6,1.67,0.504,0
EMP01298,8,47.6,56.0,1.26,0.44,1
EMP01299,7,38.5,35.8,-2.45,0.642,1
EMP01300,5,47.4,50.8,1.38,0.492,0
EMP01301,7,24.4,27.0,-1.42,0.73,0
EMP01302,8,45.0,42.0,-2.63,0.58,0
EMP01303,6,33.4,36.2,-0.62,0.638,1
EMP01304,6,24.4,31.5,1.46,0.685,1
EMP01305,8,44.5,41.3,-0.11,0.587,0
EMP01306,8,38.8,37.1,1.27,0.629,1
EMP01307,6,36.8,32.7,-3.68,0.673,1
EMP01308,6,42.7,42.9,-1.86,0.571,0
EMP01309,8,49.1,46.3,1.24,0.537,1
EMP01310,8,37.9,42.3,-2.77,0.577,1
EMP01311,6,31.2,29.6,1.12,0.704,1
EMP01312,7,45.2,38.7,1.65,0.613,1
EMP01313,7,48.1,42.6,-2.72,0.574,0
EMP01314,6,23.3,21.7,0.48,0.783,1
EMP01315,6,52.0,42.8,-3.24,0.572,1
EMP01316,6,42.9,41.0,2.56,0.59,1
EMP01317,6,40.6,46.9,6.16,0.431,0
EMP01318,8,38.0,47.2,1.27,0.528,1
EMP01319,8,42.2,44.7,-1.31,0.553,1
EMP01320,7,27.1,33.2,1.52,0.668,1
EMP01321,7,41.1,36.2,-0.38,0.638,0
EMP01322,8,30.3,31.5,0.94,0.685,1
EMP01323,6,37.6,34.3,-1.24,0.657,0
EMP01324,7,64.1,64.5,0.22,0.355,0
EMP01325,7,40.0,39.9,-0.6,0.601,1
EMP01326,5,27.8,27.7,-2.9,0.723,0
EMP01327,6,57.6,53.1,-1.66,0.469,1
EMP01328,8,47.0,46.7,-0.04,0.533,1
EMP01329,7,45.0,34.6,-2.85,0.654,1
EMP01330,6,47.3,54.0,4.22,0.46,0
EMP01331,7,21.8,19.9,1.68,0.801,0
EMP01332,7,26.4,18.3,0.25,0.817,1
EMP01333,3,42.2,42.2,6.95,0.478,0
EMP01334,8,34.3,32.2,-0.59,0.678,1
EMP01335,8,41.0,52.8,3.83,0.472,1
EMP01336,6,41.6,45.7,1.92,0.543,1
EMP01337,7,40.1,43.4,-1.57,0.566,1
EMP01338,7,37.3,31.4,-0.97,0.686,0
EMP01339,8,42.8,39.4,0.19,0.606,1
EMP01340,7,29.9,34.2,3.45,0.658,1
EMP01341,8,41.5,43.2,0.06,0.568,0
EMP01342,7,42.5,33.7,-1.6,0.663,1
EMP01343,6,42.3,48.9,3.94,0.511,1
EMP01344,7,54.1,55.8,0.55,0.442,0
EMP01345,5,27.0,24.7,-3.42,0.753,0
EMP01346,7,45.3,42.0,0.03,0.58,1
EMP01347,7,33.9,32.8,2.83,0.672,0
EMP01348,7,44.3,44.4,-2.05,0.556,1
EMP01349,7,48.0,43.4,-0.97,0.566,0
EMP01350,6,50.4,49.4,1.08,0.506,0
EMP01351,5,42.4,42.9,-3.4,0.571,1
EMP01352,7,47.9,35.9,-2.42,0.641,1
EMP01353,6,30.7,31.6,-0.52,0.684,0
EMP01354,8,45.0,43.0,-1.36,0.57,0
EMP01355,7,43.2,50.0,2.62,0.5,0
EMP01356,8,49.3,40.8,0.34,0.592,1
EMP01357,7,35.4,39.7,-1.8,0.603,0
EMP01358,7,47.3,47.2,-0.05,0.528,1
EMP01359,7,34.7,33.4,1.62,0.666,1
EMP01360,7,63.5,64.5,1.07,0.355,0
EMP01361,7,43.7,42.7,-0.17,0.573,1
EMP01362,5,17.8,18.9,5.9,0.711,1
EMP01363,7,44.5,48.4,1.83,0.516,0
EMP01364,7,32.0,33.3,-2.35,0.667,0
EMP01365,7,35.3,35.1,1.28,0.649,0
EMP01366,8,24.6,24.9,-2.11,0.751,0
EMP01367,4,21.0,21.3,2.07,0.787,1
EMP01368,8,46.8,40.5,2.29,0.595,1
EMP01369,5,54.0,48.9,-0.22,0.511,0
EMP01370,8,42.3,42.5,-1.07,0.575,1
EMP01371,7,45.1,44.3,0.17,0.557,1
EMP01372,7,32.0,35.4,3.38,0.646,1
EMP01373,6,35.0,29.6,-8.46,0.904,0
EMP01374,7,25.3,22.5,2.08,0.775,0
EMP01375,6,39.8,42.7,-0.2,0.573,0
EMP01376,6,41.7,36.2,-6.44,0.838,1
EMP01377,7,28.3,32.7,3.72,0.673,1
EMP01378,8,32.5,32.2,-0.5,0.678,1
EMP01379,7,45.1,46.3,0.88,0.537,0
EMP01380,7,46.8,52.5,5.17,0.375,0
EMP01381,7,38.0,36.6,-0.85,0.634,1
EMP01382,6,42.5,47.3,1.38,0.527,1
EMP01383,7,45.5,46.5,0.22,0.535,0
EMP01384,8,51.1,49.0,0.4,0.51,0
EMP01385,7,54.0,57.9,-0.87,0.421,1
EMP01386,8,36.3,30.2,-3.53,0.698,1
EMP01387,8,45.0,49.6,1.67,0.504,1
EMP01388,6,38.1,41.3,3.1,0.587,0
EMP01389,6,38.9,42.0,4.04,0.58,0
EMP01390,7,40.4,35.5,-7.17,0.845,1
EMP01391,7,30.6,22.7,-1.02,0.773,1
EMP01392,8,34.1,30.5,-3.11,0.695,1
EMP01393,6,33.5,36.8,2.68,0.632,0
EMP01394,7,33.4,34.0,1.2,0.66,1
EMP01395,6,50.4,47.8,-1.98,0.522,0
EMP01396,5,28.6,27.4,0.28,0.726,1
EMP01397,7,35.2,43.4,0.87,0.566,1
EMP01398,6,42.2,39.9,-1.56,0.601,0
EMP01399,5,54.9,50.9,-5.95,0.691,1
EMP01400,7,50.9,59.5,0.15,0.405,0
EMP01401,3,44.3,44.3,2.1,0.557,0
EMP01402,7,42.4,37.0,-0.25,0.63,1
EMP01403,6,37.9,31.6,0.7,0.684,1
EMP01404,7,39.0,32.1,-2.4,0.679,1
EMP01405,7,53.4,51.2,-2.07,0.488,0
EMP01406,8,34.5,31.0,1.2,0.69,1
EMP01407,8,32.8,30.0,-4.73,0.7,1
EMP01408,7,46.8,52.2,2.28,0.478,1
EMP01409,7,34.6,35.1,0.3,0.649,0
EMP01410,7,43.1,45.4,-0.93,0.546,1
EMP01411,6,32.5,35.0,-0.7,0.65,0
EMP01412,8,41.6,32.5,-3.53,0.675,1
EMP01413,8,32.2,23.5,-2.9,0.765,1
EMP01414,8,43.7,42.2,-0.06,0.578,1
EMP01415,4,34.6,30.4,-6.17,0.896,1
EMP01416,8,37.6,36.4,-1.29,0.636,1
EMP01417,7,44.7,47.7,1.73,0.523,1
EMP01418,7,40.7,34.5,0.25,0.655,1
EMP01419,7,38.7,37.2,-0.25,0.628,0
EMP01420,7,40.1,46.6,1.92,0.534,0
EMP01421,7,51.4,51.8,0.52,0.482,1
EMP01422,8,41.6,40.7,-3.24,0.593,1
EMP01423,6,40.2,44.2,0.68,0.558,0
EMP01424,5,42.7,44.5,3.65,0.555,1
EMP01425,6,48.2,46.5,-2.2,0.535,0
EMP01426,6,32.5,29.6,0.38,0.704,1
EMP01427,6,29.8,29.7,-0.98,0.703,1
EMP01428,7,24.3,31.6,2.93,0.684,1
EMP01429,5,49.9,43.2,-5.78,0.768,1
EMP01430,4,39.4,38.1,-0.4,0.619,1
EMP01431,6,29.6,25.8,-1.36,0.742,1
EMP01432,8,39.9,36.3,0.59,0.637,0
EMP01433,7,38.5,34.5,0.95,0.655,1
EMP01434,6,54.0,52.9,0.46,0.471,0
EMP01435,6,50.7,60.4,5.54,0.296,0
EMP01436,8,33.2,37.8,2.63,0.622,1
EMP01437,8,38.5,34.1,-1.61,0.659,0
EMP01438,7,44.9,51.0,2.4,0.49,1
EMP01439,5,41.1,36.6,-5.1,0.834,0
EMP01440,7,41.2,48.5,5.5,0.415,1
EMP01441,7,17.9,19.2,2.45,0.808,1
EMP01442,6,42.8,47.2,-3.38,0.528,1
EMP01443,7,47.4,45.8,-1.83,0.542,1
EMP01444,6,47.4,44.9,1.32,0.551,0
EMP01445,8,43.3,47.3,3.04,0.527,0
EMP01446,7,44.8,46.1,-2.77,0.539,0
EMP01447,7,44.9,42.4,-3.05,0.576,1
EMP01448,6,34.5,35.4,0.3,0.646,0
EMP01449,4,46.0,41.4,-6.9,0.786,1
EMP01450,5,41.6,38.8,-2.92,0.612,1
EMP01451,7,40.8,44.7,4.13,0.553,1
EMP01452,8,47.3,46.8,0.61,0.532,1
EMP01453,8,38.5,40.1,-2.46,0.599,1
EMP01454,6,45.6,49.9,2.54,0.501,0
EMP01455,8,49.0,55.3,0.49,0.447,0
EMP01456,6,37.3,42.8,-0.06,0.572,0
EMP01457,8,50.4,45.6,-3.27,0.544,1
EMP01458,6,44.3,37.2,-6.1,0.828,1
EMP01459,5,43.4,44.7,2.62,0.553,1
EMP01460,6,41.6,39.4,-1.8,0.606,0
EMP01461,8,45.6,40.3,-2.46,0.597,1
EMP01462,7,40.6,39.2,-2.82,0.608,1
EMP01463,6,44.2,41.6,1.92,0.584,0
EMP01464,5,38.5,36.4,-2.53,0.636,0
EMP01465,6,47.0,52.9,4.88,0.471,0
EMP01466,7,29.0,34.5,3.23,0.655,1
EMP01467,8,36.2,31.6,-0.09,0.684,1
EMP01468,8,48.7,48.8,1.19,0.512,1
EMP01469,8,33.7,35.5,-0.31,0.645,1
EMP01470,5,47.4,41.8,-4.62,0.582,0
EMP01471,6,33.5,33.4,0.82,0.666,1
EMP01472,4,39.8,40.6,-1.13,0.594,1
EMP01473,7,39.0,35.3,-2.88,0.647,1
EMP01474,7,37.1,37.3,-3.47,0.627,1
EMP01475,7,37.2,35.0,0.37,0.65,0
EMP01476,7,40.1,34.3,-0.93,0.657,0
EMP01477,7,45.9,50.2,3.77,0.498,0
EMP01478,4,44.9,40.4,-8.03,0.796,1
EMP01479,7,29.3,30.6,0.87,0.694,1
EMP01480,8,50.6,57.1,2.76,0.429,0
EMP01481,6,32.1,36.3,2.36,0.637,1
EMP01482,8,47.9,51.3,4.59,0.487,1
EMP01483,7,30.6,30.9,2.25,0.691,1
EMP01484,7,44.5,48.9,0.1,0.511,1
EMP01485,5,41.5,44.9,0.35,0.551,1
EMP01486,7,33.4,32.2,2.87,0.678,1
EMP01487,7,36.0,37.2,-2.12,0.628,1
EMP01488,7,39.4,44.3,-0.47,0.557,0
EMP01489,7,49.4,51.8,-1.17,0.482,0
EMP01490,5,38.6,34.4,-0.45,0.656,1
EMP01491,8,29.8,28.4,-1.71,0.716,1
EMP01492,5,37.0,35.9,-1.6,0.641,0
EMP01493,5,32.1,27.3,-7.62,0.927,1
EMP01494,8,40.0,38.9,-1.34,0.611,1
EMP01495,5,45.3,43.9,-1.62,0.561,1
EMP01496,7,40.6,40.4,-4.03,0.596,1
EMP01497,7,40.4,43.0,0.03,0.57,0
EMP01498,7,53.3,58.0,3.22,0.42,0
EMP01499,7,39.5,40.5,1.22,0.595,1
EMP01500,7,39.8,49.5,1.68,0.505,1
EMP01501,5,48.1,47.1,0.42,0.529,1
EMP01502,6,38.1,27.7,-4.94,0.723,1
EMP01503,5,43.2,47.5,0.35,0.525,0
EMP01504,8,32.3,36.3,0.39,0.637,1
EMP01505,5,30.2,29.9,-2.9,0.701,0
EMP01506,7,43.6,48.5,-1.2,0.515,0
EMP01507,7,26.8,35.7,0.28,0.643,1
EMP01508,7,26.6,32.3,1.03,0.677,1
EMP01509,7,39.3,43.7,-0.8,0.563,0
EMP01510,6,39.3,34.6,-3.78,0.654,1
EMP01511,6,33.8,32.7,-2.44,0.673,1
EMP01512,5,32.9,36.6,-0.03,0.634,0
EMP01513,7,43.4,43.9,0.55,0.561,0
EMP01514,6,47.8,48.2,2.36,0.518,1
EMP01515,7,29.5,29.0,5.92,0.61,1
EMP01516,8,48.7,44.9,1.29,0.551,1
EMP01517,6,34.6,33.9,0.66,0.661,1
EMP01518,7,30.8,28.2,-0.27,0.718,0
EMP01519,6,59.1,59.9,0.22,0.401,0
EMP01520,8,52.6,52.1,-0.71,0.479,1
EMP01521,7,42.0,40.1,0.2,0.599,1
EMP01522,7,41.6,44.1,2.28,0.559,1
EMP01523,7,32.9,35.5,0.75,0.645,0
EMP01524,8,30.0,31.4,-3.19,0.686,1
EMP01525,7,42.5,44.3,0.97,0.557,0
EMP01526,7,27.9,30.3,2.83,0.697,1
EMP01527,7,37.6,36.6,0.03,0.634,0
EMP01528,7,41.6,31.1,0.68,0.689,0
EMP01529,5,48.4,54.4,1.7,0.456,0
EMP01530,7,36.8,35.5,2.08,0.645,0
EMP01531,7,47.3,55.1,0.52,0.449,1
EMP01532,5,59.1,59.8,0.1,0.402,1
EMP01533,6,44.3,41.1,0.7,0.589,1
EMP01534,8,36.6,37.0,-0.67,0.63,1
EMP01535,8,32.8,32.5,-1.24,0.675,1
EMP01536,8,42.9,44.3,-0.23,0.557,1
EMP01537,6,34.6,37.4,-0.14,0.626,1
EMP01538,8,32.4,29.3,-0.09,0.707,1
EMP01539,7,42.7,38.9,-1.6,0.611,1
EMP01540,7,46.9,43.6,-0.85,0.564,1
EMP01541,7,41.4,40.6,0.88,0.594,0
EMP01542,5,21.8,18.9,-3.95,0.811,1
EMP01543,7,31.3,32.7,3.5,0.673,1
EMP01544,8,24.4,25.7,0.39,0.743,0
EMP01545,6,35.1,36.9,1.6,0.631,0
EMP01546,7,22.3,22.2,-0.53,0.778,1
EMP01547,7,51.9,48.4,-1.43,0.516,0
EMP01548,7,33.4,31.0,-0.95,0.69,1
EMP01549,5,28.6,29.2,-3.28,0.708,1
EMP01550,8,37.8,40.8,0.63,0.592,1
EMP01551,6,41.0,39.7,1.34,0.603,1
EMP01552,6,37.0,34.5,0.04,0.655,1
EMP01553,7,19.9,20.9,4.08,0.791,1
EMP01554,7,31.6,35.9,2.25,0.641,1
EMP01555,7,35.2,32.7,-3.23,0.673,0
EMP01556,7,40.9,34.8,-1.33,0.652,1
EMP01557,8,65.3,69.0,2.09,0.31,0
EMP01558,5,40.7,43.7,4.07,0.563,0
EMP01559,7,24.4,29.7,1.93,0.703,1
EMP01560,8,36.4,33.9,2.56,0.661,1
EMP01561,8,43.6,53.2,1.87,0.468,1
EMP01562,7,32.7,35.1,2.05,0.649,1
EMP01563,5,47.4,47.7,1.33,0.523,0
EMP01564,8,35.4,38.4,1.54,0.616,1
EMP01565,4,44.7,48.4,3.53,0.516,0
EMP01566,7,60.4,60.7,1.02,0.393,1
EMP01567,7,38.2,38.3,-0.63,0.617,0
EMP01568,6,32.4,35.0,-3.74,0.65,1
EMP01569,6,31.2,40.6,7.84,0.494,0
EMP01570,8,31.7,39.0,0.71,0.61,0
EMP01571,5,39.0,39.9,2.85,0.601,1
EMP01572,6,44.6,38.2,1.46,0.618,0
EMP01573,7,52.4,57.3,1.62,0.427,0
EMP01574,7,36.5,39.2,2.98,0.608,1
EMP01575,7,39.0,35.7,0.52,0.643,0
