user_id,date,sleep_duration_hrs,deep_sleep_pct,rem_sleep_pct,wake_ups,sleep_efficiency_pct,bedtime_hr,focus_hours,tasks_completed,reaction_time_ms,working_memory_score,attention_score,caffeine_mg,exercise_minutes,stress_level,mental_clarity
USER047,2025-11-01,8.37,17.8,27.1,2,97.3,2.56,3.84,2,277,69,99,198,16,4,6
USER047,2025-11-02,7.89,20.8,25.0,0,97.7,2.71,6.71,2,200,80,100,119,6,6,8
USER047,2025-11-03,4.97,26.2,21.9,3,97.6,1.24,3.21,0,373,59,58,36,1,3,7
USER047,2025-11-04,6.29,25.5,31.1,2,95.0,0.63,6.83,4,208,75,65,38,49,2,7
USER047,2025-11-05,8.23,29.3,35.7,0,97.0,0.62,6.36,2,299,54,77,122,0,4,4
USER047,2025-11-06,6.79,25.3,31.9,4,93.8,0.8,5.75,4,376,96,65,45,54,5,8
USER048,2025-07-10,8.57,28.2,38.4,1,93.5,21.5,6.27,5,333,95,86,73,20,4,5
USER048,2025-07-11,7.14,25.6,35.8,2,86.8,21.88,8.02,5,305,74,62,117,9,3,4
USER048,2025-07-12,9.59,19.4,25.7,1,94.9,22.08,4.86,1,320,83,68,64,38,3,5
USER048,2025-07-13,9.26,14.7,24.1,1,93.3,22.92,5.36,2,303,76,89,33,4,3,5
USER048,2025-07-14,6.36,19.6,29.6,3,91.4,21.98,5.44,2,304,73,65,187,22,2,6
USER048,2025-07-15,7.11,22.4,25.9,3,97.4,21.62,5.56,3,200,78,81,77,1,5,4
USER048,2025-07-16,7.98,20.7,22.1,1,95.9,22.28,3.52,6,200,100,100,80,39,3,5
USER048,2025-07-17,7.96,20.6,40.1,1,96.8,21.97,6.92,4,245,81,77,153,14,2,5
USER048,2025-07-18,5.55,25.8,24.6,1,89.9,21.98,2.24,1,415,68,71,131,4,3,6
USER048,2025-07-19,8.13,37.1,25.5,1,98.2,22.67,6.77,3,262,82,100,115,2,2,7
USER048,2025-07-20,8.9,22.9,26.8,0,94.0,23.12,7.61,3,225,70,95,121,8,2,5
USER048,2025-07-21,9.3,22.1,24.6,3,94.9,22.22,4.4,2,251,79,78,77,8,3,4
USER048,2025-07-22,7.05,30.4,30.1,2,89.9,22.14,5.3,2,200,86,85,128,44,5,4
USER048,2025-07-23,7.59,19.3,32.7,2,92.3,21.92,2.82,4,275,86,97,79,2,6,6
USER048,2025-07-24,7.87,16.8,23.4,2,99.8,22.27,8.27,2,259,78,95,243,4,4,5
USER048,2025-07-25,6.95,25.2,29.3,2,93.0,22.33,7.24,2,211,75,63,20,21,1,6
USER048,2025-07-26,10.06,21.8,29.2,1,94.8,22.25,5.46,4,279,89,91,67,21,7,5
USER048,2025-07-27,8.75,41.5,31.1,1,92.0,23.45,4.45,4,295,90,71,186,10,3,6
USER048,2025-07-28,7.98,19.4,29.6,4,91.0,21.6,4.95,0,222,77,71,237,1,3,6
USER048,2025-07-29,7.92,25.9,23.6,2,93.7,21.81,7.74,3,200,78,69,29,72,6,6
USER048,2025-07-30,7.67,28.3,29.6,1,93.8,22.04,5.56,7,219,88,78,151,89,5,4
USER048,2025-07-31,8.02,28.4,25.4,2,98.1,22.29,5.52,4,200,95,100,41,28,4,5
USER048,2025-08-01,6.43,38.7,22.4,1,86.8,22.26,4.14,4,257,71,74,23,27,3,6
USER048,2025-08-02,8.94,19.8,37.7,0,92.7,23.93,5.06,4,275,100,70,131,2,3,6
USER048,2025-08-03,8.57,24.0,28.6,0,82.5,23.99,6.3,3,305,80,91,41,7,3,7
USER048,2025-08-04,7.2,23.9,18.2,4,95.7,21.52,6.14,3,349,64,80,165,30,3,2
USER048,2025-08-05,6.42,32.1,32.9,1,90.1,21.91,7.24,6,332,67,81,57,43,3,5
USER048,2025-08-06,7.93,18.7,30.2,2,88.8,21.7,9.91,4,226,77,76,125,5,4,8
USER048,2025-08-07,9.59,15.1,23.3,3,94.7,21.72,3.83,4,317,73,85,109,4,5,4
USER048,2025-08-08,8.47,15.3,34.4,2,94.9,21.99,7.14,3,296,73,67,38,12,4,3
USER048,2025-08-09,8.63,15.0,25.0,3,97.3,23.34,4.98,6,201,83,87,60,6,5,7
USER048,2025-08-10,8.69,18.5,19.3,8,98.8,23.1,6.64,4,315,89,100,169,4,6,5
USER048,2025-08-11,7.27,24.2,29.3,2,95.3,21.6,2.45,7,200,56,92,112,3,3,6
USER048,2025-08-12,7.16,23.4,36.6,4,94.4,22.07,6.2,2,304,86,81,82,53,4,7
USER048,2025-08-13,8.93,27.9,32.3,3,98.7,21.98,4.73,4,292,74,65,144,6,5,7
USER048,2025-08-14,6.59,23.3,33.2,1,99.0,22.03,5.51,4,272,78,87,53,42,4,8
USER048,2025-08-15,9.95,20.8,23.2,1,93.4,21.85,6.9,3,291,65,60,221,23,3,7
USER048,2025-08-16,8.06,19.5,24.7,0,98.4,22.72,5.83,9,307,100,49,56,1,3,5
USER048,2025-08-17,8.14,20.5,28.0,1,98.0,23.06,4.66,2,282,76,81,90,0,3,7
USER048,2025-08-18,7.29,27.2,23.4,1,98.8,22.17,6.94,3,241,85,98,108,5,3,7
USER048,2025-08-19,6.91,20.2,22.7,2,93.4,21.97,3.78,2,292,78,48,48,46,6,6
USER048,2025-08-20,4.9,27.5,23.9,4,93.7,21.8,4.05,0,259,50,76,17,26,5,6
USER048,2025-08-21,9.26,24.0,30.8,3,91.5,22.26,8.77,4,273,72,61,47,14,4,6
USER048,2025-08-22,5.99,28.0,18.6,1,98.0,22.32,3.68,3,362,56,77,48,12,4,2
USER048,2025-08-23,7.56,16.1,31.6,5,98.6,22.35,5.68,4,231,81,84,166,31,3,7
USER048,2025-08-24,8.97,17.4,20.2,1,92.6,22.32,4.84,3,294,72,99,182,27,5,7
USER048,2025-08-25,5.55,33.3,26.1,5,91.3,21.86,1.19,1,343,65,72,65,4,3,5
USER048,2025-08-26,9.74,34.4,25.5,2,96.4,21.55,8.34,4,310,68,58,65,11,3,5
USER048,2025-08-27,8.36,20.7,19.6,5,95.2,21.69,4.5,5,235,83,85,50,0,3,6
USER048,2025-08-28,6.85,36.1,23.6,0,92.1,21.89,5.61,1,210,93,93,66,19,6,6
USER048,2025-08-29,9.21,32.0,34.9,0,89.4,22.03,5.88,4,248,80,73,130,13,5,3
USER048,2025-08-30,8.9,26.5,26.1,1,97.4,23.82,6.05,2,296,86,92,200,22,5,4
USER048,2025-08-31,9.34,32.8,25.2,2,96.5,23.22,4.4,3,321,100,80,154,1,6,5
USER048,2025-09-01,6.39,27.1,32.4,3,94.1,22.02,5.05,3,333,66,69,78,27,3,8
USER048,2025-09-02,8.18,21.5,27.5,1,96.4,22.36,5.25,8,256,80,100,27,11,7,5
USER048,2025-09-03,7.54,22.6,21.2,4,96.7,22.1,5.71,2,298,73,77,28,34,4,6
USER048,2025-09-04,8.68,25.9,27.4,2,90.6,21.91,3.44,3,200,75,77,79,19,5,6
USER048,2025-09-05,7.58,22.1,27.9,3,86.8,22.13,4.33,4,305,81,76,73,15,4,6
USER048,2025-09-06,7.88,16.8,24.0,5,87.8,23.97,4.8,4,293,91,81,2,14,4,7
USER048,2025-09-07,9.11,34.8,17.8,3,99.3,23.91,5.3,3,338,100,99,199,68,4,5
USER048,2025-09-08,7.95,25.9,24.7,0,99.4,22.3,4.69,1,277,85,92,283,17,5,4
USER048,2025-09-09,7.53,20.8,32.9,1,98.2,22.25,4.96,3,232,85,62,40,9,5,5
USER048,2025-09-10,7.48,27.0,18.7,4,95.0,21.78,5.31,8,210,96,73,194,23,3,6
USER048,2025-09-11,8.82,26.6,27.6,0,92.9,22.24,9.37,1,239,95,70,38,23,3,4
USER048,2025-09-12,7.4,28.0,28.0,2,92.7,21.66,3.55,3,317,63,96,119,6,2,6
USER048,2025-09-13,7.49,34.4,30.2,0,93.6,22.05,4.85,1,238,78,80,54,0,4,7
USER048,2025-09-14,9.85,24.5,36.8,3,97.2,23.48,6.36,0,351,69,82,87,14,3,6
USER048,2025-09-15,8.2,22.6,20.1,2,91.4,22.16,6.79,9,272,83,100,135,81,5,6
USER048,2025-09-16,7.51,24.8,35.8,2,92.1,21.72,4.83,3,329,100,87,233,1,6,6
USER048,2025-09-17,7.45,28.8,30.1,0,90.6,21.71,3.1,3,211,91,70,132,16,3,8
USER048,2025-09-18,5.92,16.6,21.6,2,96.9,22.31,3.67,2,342,75,69,75,52,4,7
USER048,2025-09-19,8.46,34.3,33.2,0,96.9,22.4,7.75,9,264,85,83,102,3,5,4
USER048,2025-09-20,9.89,22.4,28.1,0,98.3,23.26,4.5,1,296,53,65,36,18,2,6
USER048,2025-09-21,9.42,12.4,19.6,2,97.8,23.4,6.46,2,301,76,91,125,2,3,6
USER048,2025-09-22,7.82,25.1,25.0,2,97.1,21.99,6.89,4,222,84,78,55,22,6,3
USER048,2025-09-23,8.98,17.8,28.5,2,93.8,22.07,7.59,2,278,65,75,116,102,3,8
USER048,2025-09-24,5.85,33.1,34.0,3,96.6,22.44,7.11,1,338,59,78,101,22,4,7
USER048,2025-09-25,7.85,28.9,25.9,4,99.4,21.86,5.43,1,299,84,85,79,3,2,6
USER048,2025-09-26,7.58,38.8,22.2,2,83.9,22.12,6.19,7,331,76,86,4,27,1,5
USER048,2025-09-27,9.41,37.0,28.5,2,88.2,23.72,3.91,2,262,75,81,69,10,1,6
USER048,2025-09-28,9.3,35.2,31.3,1,94.5,22.88,6.25,3,297,70,68,125,23,5,4
USER048,2025-09-29,7.84,24.6,29.2,3,81.4,21.54,4.94,3,389,84,62,65,9,7,5
USER048,2025-09-30,8.03,22.8,33.1,1,92.5,22.38,7.0,5,266,90,88,153,39,4,5
USER048,2025-10-01,7.99,12.7,27.8,0,99.4,21.57,6.01,7,290,84,87,133,14,2,8
USER048,2025-10-02,6.29,25.5,20.1,2,91.2,22.21,2.96,3,325,71,78,108,75,2,6
USER048,2025-10-03,7.49,26.3,22.4,3,97.9,21.84,6.92,4,320,94,100,207,38,4,8
USER048,2025-10-04,8.95,17.6,25.9,0,94.0,23.98,5.73,1,281,71,96,116,13,3,7
USER048,2025-10-05,9.21,28.1,30.5,1,96.6,23.64,4.38,5,279,84,83,10,54,4,7
USER048,2025-10-06,10.01,26.3,24.4,2,97.1,22.29,5.22,1,245,81,74,267,4,2,5
USER048,2025-10-07,6.7,31.0,32.0,0,88.2,22.4,3.7,1,244,95,91,68,4,1,5
USER048,2025-10-08,8.29,15.7,22.2,2,94.6,21.62,4.41,6,236,98,84,26,10,4,5
USER048,2025-10-09,8.03,34.2,23.1,2,96.0,21.58,6.27,3,212,82,79,74,86,3,5
USER048,2025-10-10,7.43,17.3,29.0,1,81.9,21.69,6.81,5,322,75,86,78,1,4,5
USER048,2025-10-11,7.63,20.5,25.7,2,97.8,22.59,7.73,4,220,97,100,125,16,3,3
USER048,2025-10-12,8.01,35.5,30.5,2,94.9,22.35,7.03,2,337,83,83,42,2,4,6
USER048,2025-10-13,8.24,23.3,21.7,2,98.8,21.78,4.85,4,274,62,100,50,11,2,5
USER048,2025-10-14,8.91,23.9,26.9,2,90.7,21.78,5.32,4,299,90,97,63,0,5,5
USER048,2025-10-15,9.0,36.9,38.4,2,97.0,21.73,6.79,6,369,66,76,162,2,3,8
USER048,2025-10-16,7.02,21.1,21.7,4,90.2,22.37,4.96,3,340,71,64,99,28,3,4
USER048,2025-10-17,7.74,18.7,12.9,4,98.4,22.22,4.65,7,243,91,75,63,4,4,4
USER048,2025-10-18,7.96,28.1,22.7,2,94.1,22.35,5.84,6,301,86,84,73,3,2,5
USER048,2025-10-19,9.27,22.9,33.7,2,86.8,23.37,5.16,3,328,70,84,81,10,6,3
USER048,2025-10-20,7.38,21.1,33.7,4,94.1,22.5,7.18,5,291,74,99,59,44,5,7
USER048,2025-10-21,6.71,31.6,25.2,3,92.2,22.1,2.23,1,277,80,62,69,10,3,5
USER048,2025-10-22,9.81,24.2,33.1,3,95.0,22.1,5.37,0,354,68,91,24,18,4,5
USER048,2025-10-23,9.72,21.1,32.1,0,93.9,21.86,2.67,3,331,55,64,52,0,6,5
USER048,2025-10-24,6.6,22.6,32.4,1,95.5,22.09,6.09,2,214,74,69,283,9,3,5
USER048,2025-10-25,10.04,30.5,28.4,0,88.0,23.99,4.71,3,399,53,79,29,48,2,5
USER048,2025-10-26,9.02,22.6,37.9,3,91.8,22.7,3.67,1,260,81,76,40,9,3,7
USER048,2025-10-27,8.4,17.5,21.5,1,95.8,21.74,6.45,5,200,89,73,125,89,2,7
USER048,2025-10-28,8.27,22.4,21.7,2,90.3,21.68,4.71,15,200,92,74,268,15,4,5
USER048,2025-10-29,5.78,34.7,20.8,3,96.1,22.17,5.78,1,321,61,79,98,5,3,7
USER048,2025-10-30,8.15,15.6,27.0,3,92.0,21.97,4.12,5,236,93,97,373,49,5,6
USER048,2025-10-31,10.29,21.5,32.6,2,97.4,21.73,2.96,2,345,67,82,168,2,4,6
USER048,2025-11-01,9.3,14.9,28.0,2,98.4,22.94,4.07,2,202,67,81,96,86,5,6
USER048,2025-11-02,9.56,31.1,23.8,0,99.4,23.66,3.98,3,212,78,52,60,43,4,5
USER048,2025-11-03,8.27,24.4,31.7,1,87.4,21.91,2.81,7,322,85,100,36,12,2,5
USER048,2025-11-04,6.6,14.0,17.5,0,89.7,22.45,6.06,4,235,66,83,68,8,2,4
USER048,2025-11-05,7.31,16.5,34.5,3,96.6,21.82,8.62,4,222,68,97,104,24,4,4
USER048,2025-11-06,4.22,15.9,22.9,2,95.9,22.13,1.53,0,452,47,79,269,18,5,6
USER049,2025-07-10,7.84,24.2,28.5,4,92.3,21.98,5.1,3,266,86,89,196,67,4,4
USER049,2025-07-11,8.3,33.9,15.8,3,97.6,22.01,4.66,3,268,74,92,40,2,5,5
USER049,2025-07-12,7.72,29.4,19.4,3,96.6,22.48,3.52,5,306,99,75,59,5,5,5
USER049,2025-07-13,7.86,39.9,30.6,1,93.2,22.65,5.79,3,247,72,72,31,8,5,6
USER049,2025-07-14,6.91,31.7,27.3,3,92.5,21.66,2.96,1,313,72,62,77,44,5,7
USER049,2025-07-15,9.67,28.6,20.4,1,97.0,21.87,4.46,1,428,89,37,32,7,6,6
USER049,2025-07-16,8.69,20.0,34.5,0,91.6,21.94,5.46,5,301,81,75,71,16,3,5
USER049,2025-07-17,9.4,22.9,18.2,1,95.2,22.28,5.98,3,297,58,76,192,21,3,8
USER049,2025-07-18,6.64,22.9,31.9,1,95.5,22.04,6.43,2,335,78,99,43,8,3,7
USER049,2025-07-19,7.99,22.7,27.9,4,98.4,23.0,6.75,7,311,78,100,58,0,5,6
USER049,2025-07-20,8.29,24.4,27.6,2,88.4,22.5,6.06,4,321,61,89,59,12,4,7
USER049,2025-07-21,8.87,29.3,32.7,1,87.5,22.45,7.43,1,233,89,77,42,54,3,3
USER049,2025-07-22,6.62,25.5,26.1,3,96.9,22.37,5.2,3,255,71,68,22,37,3,6
USER049,2025-07-23,7.81,16.6,28.6,2,95.3,22.36,4.34,5,265,72,72,122,2,6,7
USER049,2025-07-24,7.99,28.0,36.9,2,96.8,22.24,6.64,3,305,89,97,52,12,5,5
USER049,2025-07-25,7.65,19.3,35.7,4,93.1,22.07,5.03,4,230,78,99,33,32,4,5
USER049,2025-07-26,9.9,23.4,34.7,2,95.6,22.82,5.92,4,222,63,74,66,1,4,5
USER049,2025-07-27,7.82,20.3,34.2,1,92.2,23.07,7.54,3,278,75,61,106,40,3,5
USER049,2025-07-28,7.79,24.1,26.8,4,92.6,22.08,7.27,6,229,92,66,75,32,3,4
USER049,2025-07-29,7.47,25.4,33.5,4,93.0,21.77,5.07,4,219,76,100,5,8,5,6
USER049,2025-07-30,6.61,21.3,22.7,2,93.0,21.98,4.93,2,224,73,80,172,10,2,5
USER049,2025-07-31,7.28,20.5,33.1,1,99.5,22.48,6.31,2,240,98,64,256,14,6,6
USER049,2025-08-01,7.37,29.8,26.5,3,95.3,21.78,6.48,4,240,79,97,59,32,3,6
USER049,2025-08-02,10.89,28.4,20.1,1,91.2,23.39,3.23,1,328,52,68,70,14,4,5
USER049,2025-08-03,7.17,15.4,20.9,4,93.0,22.1,5.18,2,233,100,74,177,6,3,7
USER049,2025-08-04,6.12,24.1,18.4,1,87.8,22.07,3.69,1,264,75,57,46,31,3,6
USER049,2025-08-05,7.47,26.6,35.0,1,88.5,22.43,3.87,5,200,68,78,141,26,5,6
USER049,2025-08-06,7.55,14.2,27.0,3,92.0,22.22,5.4,5,358,89,78,63,6,2,5
USER049,2025-08-07,7.42,28.0,28.9,1,94.6,22.23,7.79,6,322,81,82,78,9,4,5
USER049,2025-08-08,6.92,25.9,27.4,0,97.3,21.76,3.29,2,279,81,71,119,57,4,7
USER049,2025-08-09,8.92,20.3,23.6,1,97.5,22.5,1.72,3,274,79,67,57,5,3,5
USER049,2025-08-10,7.6,28.2,39.2,0,85.5,22.21,5.13,5,248,92,88,143,11,3,3
USER049,2025-08-11,7.43,27.8,25.2,1,88.7,21.94,6.38,6,359,92,61,26,56,2,7
USER049,2025-08-12,6.87,28.4,26.9,0,94.6,21.61,6.48,1,351,69,92,41,8,6,7
USER049,2025-08-13,7.72,29.2,23.1,2,99.5,21.95,8.42,5,251,100,92,213,17,4,5
USER049,2025-08-14,8.2,36.5,20.3,3,92.5,21.61,4.45,5,338,94,62,70,4,7,7
USER049,2025-08-15,7.8,21.7,17.5,1,96.7,21.58,6.05,7,200,95,100,69,4,2,6
USER049,2025-08-16,8.11,33.8,30.2,2,91.5,23.01,3.97,3,200,99,100,45,23,5,7
USER049,2025-08-17,7.89,17.5,23.9,1,97.6,22.33,2.72,7,286,89,100,242,11,5,8
USER049,2025-08-18,6.53,21.3,16.7,2,95.8,22.23,7.87,1,213,75,73,57,13,3,4
USER049,2025-08-19,7.3,14.3,23.6,1,99.5,22.1,4.64,7,297,73,83,53,47,2,8
USER049,2025-08-20,8.98,24.4,19.3,3,98.5,22.26,4.16,4,291,90,69,110,21,2,5
USER049,2025-08-21,6.67,29.9,28.7,2,94.4,21.89,6.94,2,266,64,100,71,43,2,8
USER049,2025-08-22,8.22,21.3,33.7,3,90.1,22.21,3.98,4,324,62,80,20,22,2,5
USER049,2025-08-23,8.67,19.8,20.7,1,95.7,23.49,5.44,6,340,72,81,42,21,6,5
USER049,2025-08-24,7.6,20.8,31.9,4,90.7,22.02,5.35,6,224,66,82,167,2,3,5
USER049,2025-08-25,8.94,15.5,20.5,3,86.0,22.3,7.36,2,335,75,96,48,7,4,6
USER049,2025-08-26,9.54,27.5,27.8,0,90.8,21.63,3.44,3,349,73,89,137,0,2,7
USER049,2025-08-27,6.45,36.0,32.3,1,91.5,22.27,4.11,2,301,66,63,351,25,4,4
USER049,2025-08-28,7.15,24.9,26.0,3,93.4,22.43,6.62,3,319,75,90,118,95,6,7
USER049,2025-08-29,6.32,31.6,33.2,2,93.7,21.93,6.67,2,327,66,78,73,21,4,6
USER049,2025-08-30,10.13,38.4,25.0,2,97.9,23.34,3.23,0,335,65,56,17,51,3,5
USER049,2025-08-31,8.29,18.8,30.4,2,94.6,23.59,6.03,5,224,94,100,42,16,5,6
USER049,2025-09-01,5.15,20.1,34.5,1,94.9,21.64,5.52,0,386,68,52,83,90,2,7
USER049,2025-09-02,6.48,23.2,22.7,3,94.8,21.67,4.42,2,346,71,71,26,30,3,5
USER049,2025-09-03,6.79,30.8,25.4,4,93.3,22.02,8.19,3,257,74,79,4,0,3,3
USER049,2025-09-04,10.82,18.4,24.5,2,96.9,22.11,2.93,0,409,46,77,111,0,6,7
USER049,2025-09-05,7.9,18.2,35.9,1,97.9,21.87,5.88,2,217,72,78,128,13,6,6
USER049,2025-09-06,9.63,22.7,29.5,1,89.2,23.17,6.36,4,343,72,59,115,3,5,6
USER049,2025-09-07,8.55,23.2,35.5,2,97.8,23.72,5.06,4,277,96,75,72,11,5,4
USER049,2025-09-08,7.21,23.8,39.6,0,99.5,22.04,4.31,6,200,81,68,24,39,5,4
USER049,2025-09-09,8.87,19.0,30.5,4,94.8,21.76,5.51,3,223,82,78,71,11,4,4
USER049,2025-09-10,7.59,23.1,31.6,2,88.9,22.43,5.09,3,222,77,83,143,4,3,8
USER049,2025-09-11,6.46,16.9,33.9,3,87.8,21.93,2.92,3,340,80,82,5,13,3,5
USER049,2025-09-12,8.59,31.6,24.7,2,93.5,21.87,5.67,6,283,78,90,25,65,2,7
USER049,2025-09-13,9.27,25.0,17.5,1,87.8,23.29,4.47,1,338,74,77,91,28,3,5
USER049,2025-09-14,8.73,27.3,23.3,0,95.8,23.71,7.6,6,429,89,83,110,4,2,7
USER049,2025-09-15,8.04,21.0,29.7,2,97.5,22.3,6.41,7,248,89,100,133,45,5,6
USER049,2025-09-16,8.52,28.2,24.2,0,96.4,21.58,7.37,1,345,87,82,12,1,4,4
USER049,2025-09-17,6.99,25.8,20.8,1,89.3,22.31,5.82,5,267,79,76,55,31,3,3
USER049,2025-09-18,7.52,16.7,34.6,1,96.0,21.93,3.62,4,270,85,84,129,2,3,5
USER049,2025-09-19,7.91,21.0,27.3,0,90.2,22.46,5.35,5,313,90,100,89,11,3,5
USER049,2025-09-20,9.16,34.6,29.4,2,96.8,22.95,4.01,3,232,59,64,24,5,3,7
USER049,2025-09-21,9.27,26.4,27.7,1,93.7,22.44,4.8,2,328,63,82,175,42,5,6
USER049,2025-09-22,7.43,21.2,31.9,3,93.9,21.77,4.87,2,252,100,78,177,12,3,7
USER049,2025-09-23,8.85,23.2,23.5,4,93.5,21.93,3.03,2,223,74,84,35,15,2,5
USER049,2025-09-24,6.94,25.0,24.3,4,85.1,21.58,7.28,2,331,64,77,17,11,3,6
USER049,2025-09-25,8.09,20.4,24.6,1,97.4,22.23,4.59,2,230,100,81,57,0,5,7
USER049,2025-09-26,8.43,26.6,22.7,1,93.4,21.63,7.25,1,275,85,85,260,16,4,5
USER049,2025-09-27,8.24,32.7,29.8,1,93.1,23.75,5.3,0,270,83,100,97,17,3,6
USER049,2025-09-28,8.09,23.8,25.1,3,94.4,23.93,6.93,6,259,57,84,29,7,3,8
USER049,2025-09-29,8.61,13.8,26.4,0,89.8,21.76,4.47,4,212,80,87,54,22,3,8
USER049,2025-09-30,7.68,19.1,23.1,0,88.7,22.17,5.62,5,275,100,90,67,11,3,4
USER049,2025-10-01,6.35,27.3,31.0,2,93.6,21.86,3.18,2,241,78,76,69,23,5,7
USER049,2025-10-02,8.5,36.2,29.3,1,97.6,22.48,6.48,3,244,63,83,155,8,3,4
USER049,2025-10-03,7.51,25.6,16.2,1,96.0,21.84,4.59,5,407,84,84,553,8,7,7
USER049,2025-10-04,8.09,32.2,27.4,1,89.7,22.75,8.1,2,277,84,99,37,1,5,5
USER049,2025-10-05,8.81,19.6,34.3,0,89.3,23.27,4.59,3,297,85,50,26,5,3,2
USER049,2025-10-06,8.45,33.7,17.6,3,97.6,22.45,4.24,4,217,66,99,37,23,5,8
USER049,2025-10-07,7.49,14.2,26.3,2,95.1,22.19,5.09,5,232,74,100,21,44,3,7
USER049,2025-10-08,9.13,33.2,34.6,1,98.9,22.15,7.28,0,275,75,72,60,5,5,5
USER049,2025-10-09,6.88,36.8,28.5,0,93.5,22.31,7.16,2,375,82,83,72,9,7,8
USER049,2025-10-10,6.25,23.1,21.2,1,95.0,21.6,3.29,2,253,66,82,62,18,5,8
USER049,2025-10-11,7.21,16.1,35.7,2,93.0,22.82,7.59,1,314,64,73,57,16,4,4
USER049,2025-10-12,9.27,22.0,32.9,1,97.8,22.61,1.31,2,255,75,58,114,59,7,6
USER049,2025-10-13,8.06,24.5,38.2,2,98.9,21.87,7.21,3,291,91,79,86,16,2,4
USER049,2025-10-14,8.53,21.6,25.2,2,98.1,21.69,6.9,4,280,88,98,89,14,2,6
USER049,2025-10-15,8.39,17.9,28.1,1,87.5,21.9,8.25,2,361,85,75,96,2,4,5
USER049,2025-10-16,8.35,23.6,24.9,1,92.1,22.46,5.17,0,312,63,72,48,23,2,6
USER049,2025-10-17,7.17,18.5,22.5,3,96.2,21.64,5.69,6,292,80,91,179,2,5,9
USER049,2025-10-18,9.97,20.6,24.7,5,97.0,22.19,2.18,1,313,63,64,137,7,4,4
USER049,2025-10-19,8.39,24.1,30.5,1,94.3,22.84,3.6,3,229,91,96,74,34,4,3
USER049,2025-10-20,6.87,30.3,24.3,2,98.2,22.34,6.13,3,335,80,84,67,6,5,3
USER049,2025-10-21,9.89,31.7,34.2,2,96.8,21.58,4.15,3,200,85,86,13,7,3,3
USER049,2025-10-22,7.59,17.2,16.7,2,92.5,22.25,4.36,4,308,90,78,49,0,2,5
USER049,2025-10-23,7.09,29.6,25.2,3,98.1,22.49,2.69,5,304,100,94,92,66,4,6
USER049,2025-10-24,6.58,32.0,33.3,1,94.2,21.99,4.06,5,215,89,61,22,11,5,7
USER049,2025-10-25,10.66,27.9,26.2,2,90.4,23.18,6.45,0,343,64,64,211,33,4,7
USER049,2025-10-26,7.42,21.1,26.7,3,97.0,22.66,7.68,7,200,74,66,18,42,5,4
USER049,2025-10-27,8.9,27.2,21.8,1,96.3,21.75,2.98,1,382,90,85,119,4,2,5
USER049,2025-10-28,7.47,41.0,38.7,1,99.5,22.37,6.84,5,320,89,81,95,97,2,6
USER049,2025-10-29,8.61,32.4,28.3,1,97.7,22.13,6.02,3,347,81,75,77,9,2,5
USER049,2025-10-30,6.52,18.9,29.2,5,91.8,21.72,7.46,1,285,88,58,124,20,6,8
USER049,2025-10-31,6.17,32.7,30.6,6,89.4,22.14,5.13,0,285,66,67,189,1,5,6
USER049,2025-11-01,8.05,24.6,36.0,2,97.0,22.61,6.9,5,263,84,67,95,11,3,9
USER049,2025-11-02,8.57,15.9,30.9,2,97.5,22.55,4.59,4,295,96,91,35,5,7,7
USER049,2025-11-03,8.61,25.9,32.2,1,94.4,22.11,2.95,2,314,71,87,145,6,2,8
USER049,2025-11-04,7.19,32.4,35.6,2,95.7,21.61,6.93,2,252,85,82,137,6,5,6
USER049,2025-11-05,8.57,25.9,22.3,0,86.9,21.86,7.83,3,352,77,84,27,37,4,7
USER049,2025-11-06,6.58,23.7,24.4,1,93.7,22.25,7.82,4,259,78,85,71,4,5,7
USER050,2025-07-10,8.01,29.9,37.4,1,94.3,23.81,3.9,6,218,80,100,341,0,3,6
USER050,2025-07-11,7.52,22.1,26.3,1,91.2,23.97,4.56,8,227,70,92,114,0,4,6
USER050,2025-07-12,8.89,26.7,37.8,2,89.8,23.6,4.57,2,272,67,84,54,15,3,7
USER050,2025-07-13,6.12,19.7,23.7,0,95.2,24.0,6.67,4,200,67,85,33,71,2,5
USER050,2025-07-14,6.2,23.1,36.6,1,95.5,23.89,2.0,1,294,70,65,189,28,3,6
USER050,2025-07-15,7.6,32.8,32.6,1,96.2,23.29,7.44,3,274,92,80,134,66,3,7
USER050,2025-07-16,7.58,29.1,32.1,4,93.9,23.12,6.22,2,273,88,62,29,3,4,7
USER050,2025-07-17,6.39,32.7,24.7,2,87.9,23.66,5.82,2,262,70,76,110,9,5,5
USER050,2025-07-18,7.49,21.9,22.5,1,92.0,23.96,6.76,3,300,94,98,213,20,3,7
USER050,2025-07-19,9.09,26.1,31.1,2,94.1,24.34,5.07,0,254,66,75,34,34,7,4
USER050,2025-07-20,8.8,30.1,21.5,3,96.3,24.87,6.95,1,276,66,100,37,36,3,6
USER050,2025-07-21,7.31,22.4,31.7,2,93.3,23.6,4.75,7,297,88,77,54,27,3,8
USER050,2025-07-22,7.17,32.8,30.5,3,95.3,23.15,5.96,5,290,78,96,118,89,4,5
USER050,2025-07-23,6.89,20.4,24.7,5,89.2,23.65,7.17,9,244,80,71,50,9,3,5
USER050,2025-07-24,6.32,28.7,25.3,0,98.8,23.78,3.81,3,246,96,78,115,22,3,7
