employee_id,age,gender,department,role,tenure_years,salary,avg_hours_per_week,overtime_hours_per_month,remote_work_type,manager_support_score,team_size,performance_rating,goals_completed_pct,sick_leave_days,vacation_days_taken,job_satisfaction,workload_stress,work_life_balance,career_growth_satisfaction,months_since_last_promotion,training_hours_last_year,burnout_score,burnout_high_risk
EMP01950,34,Female,Customer Support,Senior Analyst,2.61,59835,39.2,17.0,Full Remote,7.75,10,3.65,66.9,3,0.4,8.47,5.92,4.67,4.72,6.4,4.6,0.4722,0
EMP01951,22,Male,Operations,Analyst,0.39,40000,44.6,5.3,On-site,6.18,8,3.71,61.0,5,18.9,6.85,2.56,8.25,7.18,103.1,1.0,0.3999,0
EMP01952,45,Male,Sales,Director,1.89,49729,57.3,7.2,Full Remote,4.71,12,2.63,89.1,3,9.8,3.81,2.5,5.51,3.85,18.6,9.3,0.4706,0
EMP01953,27,Male,Sales,Manager,8.9,92702,35.6,4.1,Full Remote,9.03,12,2.94,68.1,3,14.8,7.78,6.27,4.12,3.57,9.2,5.7,0.3582,0
EMP01954,29,Female,Engineering,Junior Dev,1.63,95346,51.3,3.4,Hybrid,8.16,9,3.1,68.7,3,16.5,5.69,4.12,6.34,8.55,1.6,7.0,0.342,0
EMP01955,30,Other,Marketing,Director,5.97,69732,35.0,2.5,On-site,7.85,11,4.42,80.7,3,3.7,7.62,3.36,8.83,4.93,2.9,5.2,0.2402,0
EMP01956,45,Female,Engineering,Senior Dev,0.89,95424,58.5,14.6,Hybrid,7.2,5,2.37,83.3,3,18.4,6.5,5.24,5.38,2.72,43.6,10.5,0.7224,1
EMP01957,22,Male,Marketing,Senior,2.54,98631,41.6,11.8,Hybrid,9.75,7,3.23,66.3,6,11.2,5.39,5.74,8.67,7.11,39.3,19.7,0.3243,0
EMP01958,60,Male,Engineering,Senior Dev,5.57,78865,62.8,6.9,On-site,7.47,5,3.85,83.2,4,16.4,5.15,4.13,6.18,6.09,11.1,2.5,0.5344,0
EMP01959,43,Female,Sales,Manager,7.6,56941,58.8,6.8,On-site,9.16,8,1.65,92.6,2,18.3,4.34,5.54,8.43,3.79,4.4,10.0,0.575,0
EMP01960,36,Female,Engineering,Senior Dev,2.0,86026,44.1,4.0,Full Remote,5.33,5,2.17,72.7,6,9.7,8.1,3.98,7.55,6.65,26.9,2.3,0.4123,0
EMP01961,34,Female,Customer Support,Analyst,3.06,87174,39.2,11.3,On-site,7.03,10,2.38,74.3,5,15.8,6.44,6.62,8.52,7.61,2.8,6.7,0.5023,0
EMP01962,37,Female,Finance,Manager,0.1,91848,46.6,10.5,Hybrid,8.7,7,3.35,76.6,5,21.1,7.93,5.27,6.94,5.15,40.2,5.5,0.3834,0
EMP01963,39,Male,Sales,Associate,0.88,96635,43.6,6.4,Full Remote,6.51,12,3.14,90.1,3,7.8,6.79,5.86,3.34,5.11,46.9,7.3,0.5328,0
EMP01964,40,Female,Engineering,Tech Lead,0.98,40945,41.8,10.7,Full Remote,6.71,5,4.24,45.4,1,17.7,7.69,4.65,7.65,6.49,3.1,5.5,0.5635,0
EMP01965,39,Female,Marketing,Senior,0.29,62251,35.0,14.7,Hybrid,7.61,9,1.72,74.6,4,17.5,8.04,5.12,6.15,7.39,18.2,3.0,0.4314,0
EMP01966,35,Male,Engineering,Junior Dev,0.98,40000,40.9,11.8,Full Remote,7.66,11,3.17,54.1,2,17.2,5.64,4.5,5.04,6.73,35.8,0.3,0.3968,0
EMP01967,33,Female,Marketing,Associate,1.16,93674,36.1,0.7,Full Remote,8.39,13,4.44,75.6,1,7.4,5.26,6.03,7.78,3.36,1.9,5.9,0.4354,0
EMP01968,33,Male,Operations,Manager,10.4,69692,49.4,8.7,Hybrid,8.41,8,2.24,64.6,6,13.8,6.27,5.34,5.56,5.68,16.8,6.8,0.3799,0
EMP01969,33,Male,HR,Analyst,3.31,85770,52.9,11.1,On-site,9.46,9,3.41,75.5,7,30.0,4.35,5.56,6.87,4.98,2.2,5.5,0.4886,0
EMP01970,44,Male,HR,Senior Analyst,1.67,40000,50.9,13.4,Full Remote,9.25,15,4.1,76.6,5,17.2,4.18,4.5,1.88,4.9,27.9,2.1,0.4437,0
EMP01971,39,Male,Marketing,Senior,13.28,110024,47.7,9.9,Hybrid,7.78,15,4.63,84.3,6,7.0,7.41,5.09,7.87,4.18,0.7,2.7,0.4112,0
EMP01972,22,Male,Customer Support,Senior Analyst,0.5,45141,38.2,3.9,Hybrid,5.75,10,2.5,90.0,5,14.3,7.21,5.4,4.2,6.75,31.6,10.2,0.4853,0
EMP01973,40,Male,Customer Support,Senior Analyst,1.94,94364,46.6,2.5,Hybrid,4.73,13,3.8,83.0,7,2.1,5.98,3.14,6.01,5.31,8.7,9.2,0.5655,0
EMP01974,36,Female,Marketing,Associate,3.12,77948,51.3,4.0,On-site,3.87,8,3.53,73.0,4,15.9,6.06,6.44,5.07,6.51,11.0,3.5,0.601,0
EMP01975,34,Male,Sales,Senior,0.17,70263,40.3,12.4,Hybrid,5.72,6,2.67,53.3,3,19.6,7.12,5.07,7.23,7.04,2.1,4.1,0.2829,0
EMP01976,31,Male,Marketing,Manager,3.79,68245,46.0,1.6,Hybrid,7.5,6,2.51,59.6,6,14.0,6.35,5.28,6.96,6.33,24.6,4.7,0.2824,0
EMP01977,43,Male,Engineering,Senior Dev,0.32,59048,43.8,4.3,On-site,7.13,8,2.49,62.8,6,3.8,6.27,3.27,4.24,8.55,29.2,9.2,0.3492,0
EMP01978,42,Female,HR,Analyst,0.45,107379,58.3,4.3,Full Remote,6.52,7,5.0,78.1,2,9.9,5.96,2.19,8.51,5.82,26.3,12.7,0.2157,0
EMP01979,28,Male,Marketing,Director,0.52,75315,51.8,22.1,Full Remote,7.54,11,4.44,81.2,3,11.4,6.32,6.02,7.32,6.98,29.3,6.2,0.2792,0
EMP01980,38,Male,Engineering,Tech Lead,7.93,43269,49.9,6.9,Hybrid,7.32,9,3.55,58.3,3,14.9,5.7,4.87,8.17,3.77,6.5,2.4,0.3284,0
EMP01981,27,Female,Engineering,Junior Dev,3.45,65400,35.0,9.0,Hybrid,8.36,6,2.82,59.3,3,7.5,9.16,2.71,7.32,3.85,25.0,3.7,0.1421,0
EMP01982,23,Female,Marketing,Director,3.2,78208,46.4,2.5,Full Remote,9.06,5,3.95,83.9,2,4.0,5.82,5.8,7.93,8.3,27.0,9.8,0.2543,0
EMP01983,29,Female,Operations,Senior Analyst,2.43,97445,43.8,11.0,Full Remote,8.2,3,2.53,28.5,3,11.9,6.9,4.85,4.55,3.39,12.3,9.1,0.4893,0
EMP01984,41,Female,Marketing,Associate,1.04,59884,43.7,16.1,Hybrid,8.86,4,3.76,85.9,4,11.6,6.22,3.25,8.1,3.79,28.3,6.4,0.2679,0
EMP01985,42,Male,Finance,Analyst,2.91,61555,35.0,6.0,On-site,9.22,12,4.17,68.5,3,8.9,6.74,5.42,5.54,5.85,7.4,14.5,0.3344,0
EMP01986,39,Female,Sales,Senior,1.58,75585,36.3,9.2,Full Remote,9.0,6,3.37,55.4,3,6.8,7.4,5.2,6.08,5.51,17.4,9.1,0.4437,0
EMP01987,40,Male,HR,Senior Analyst,0.47,96835,44.5,9.7,Hybrid,6.76,6,3.02,85.3,5,4.5,5.01,3.26,6.87,6.08,21.9,6.5,0.3788,0
EMP01988,39,Male,Sales,Associate,3.51,40781,53.9,3.8,Full Remote,5.92,7,3.09,84.5,5,9.1,6.58,5.89,4.92,6.87,48.2,7.4,0.5795,0
EMP01989,29,Male,Finance,Analyst,0.42,87633,40.3,5.9,Hybrid,8.03,7,4.28,83.7,5,16.9,3.11,2.93,6.45,4.59,11.6,4.2,0.2644,0
EMP01990,38,Female,Engineering,Senior Dev,0.63,63398,41.8,5.6,Hybrid,9.26,12,3.46,66.0,5,24.0,6.38,4.38,5.84,6.28,0.3,2.2,0.3669,0
EMP01991,41,Male,Marketing,Senior,5.11,66889,59.2,3.1,On-site,9.01,5,4.82,60.4,3,18.8,3.07,3.41,5.08,7.28,3.4,5.4,0.4908,0
EMP01992,41,Female,Sales,Associate,3.24,125039,42.6,11.9,Full Remote,9.29,4,2.04,71.2,6,15.3,5.64,3.92,5.99,4.3,26.9,9.0,0.4634,0
EMP01993,44,Female,Sales,Associate,2.99,70088,44.0,5.2,Hybrid,8.35,8,2.49,60.9,4,8.5,5.62,2.39,8.18,4.11,3.9,12.6,0.1974,0
EMP01994,40,Male,Customer Support,Senior Analyst,1.62,93867,44.1,27.4,Full Remote,6.77,7,3.57,83.3,7,13.5,3.76,2.92,3.04,3.09,11.6,4.3,0.6303,0
EMP01995,37,Female,Engineering,Tech Lead,1.51,92972,35.0,7.6,Hybrid,7.42,2,3.86,88.4,2,16.9,7.34,4.29,6.52,7.21,18.7,10.5,0.3756,0
EMP01996,43,Female,Sales,Senior,3.52,45499,49.6,7.2,On-site,8.67,11,3.45,56.1,4,13.3,7.04,3.37,7.1,5.35,5.4,2.3,0.2813,0
EMP01997,34,Female,Marketing,Senior,4.04,40000,39.8,11.3,On-site,9.18,5,4.62,67.3,5,17.2,8.25,7.14,8.79,4.07,5.0,7.5,0.2369,0
EMP01998,27,Male,Operations,Analyst,2.14,95524,44.8,9.4,Hybrid,8.83,9,2.74,76.7,4,15.3,8.04,3.57,5.84,4.86,30.0,4.9,0.4807,0
EMP01999,33,Female,Sales,Senior,10.45,47911,48.6,7.9,On-site,8.16,9,3.51,77.8,3,25.7,7.24,6.9,4.46,7.69,41.4,1.5,0.5314,0
EMP02000,29,Male,Finance,Manager,9.35,40000,60.5,10.1,Full Remote,9.92,10,4.37,73.1,3,18.0,8.77,5.56,6.22,6.83,36.3,4.0,0.2868,0
EMP02001,29,Female,Operations,Senior Analyst,1.6,100654,35.0,16.4,Full Remote,7.77,9,4.93,71.0,7,1.5,6.48,7.7,5.52,5.27,41.4,6.5,0.651,0
EMP02002,33,Female,Sales,Associate,5.15,49514,51.9,21.0,On-site,8.88,8,3.34,46.8,3,5.6,7.86,5.58,4.73,4.87,2.1,6.6,0.5782,0
EMP02003,28,Male,Sales,Senior,2.35,55687,51.9,5.4,Full Remote,7.32,10,5.0,45.4,1,11.5,4.76,3.01,7.22,3.67,27.0,12.3,0.5172,0
EMP02004,32,Female,Sales,Senior,2.15,124359,39.9,14.8,Full Remote,7.33,15,3.57,91.1,4,20.5,3.81,6.26,4.12,5.43,0.0,1.5,0.5001,0
EMP02005,22,Female,Operations,Senior Analyst,0.17,40000,49.8,3.7,Hybrid,6.72,13,4.86,95.9,5,8.5,6.86,3.91,6.57,6.42,12.4,3.9,0.2904,0
EMP02006,36,Female,Engineering,Senior Dev,2.56,43592,58.1,22.1,Hybrid,6.31,7,3.22,76.8,2,10.2,8.62,6.01,7.29,3.64,10.1,5.0,0.638,0
EMP02007,35,Male,Sales,Manager,6.93,63507,38.9,1.6,Full Remote,9.26,7,3.38,72.4,3,7.9,6.79,5.27,4.19,5.55,26.9,7.9,0.3434,0
EMP02008,28,Male,Finance,Senior Analyst,4.54,68993,46.9,3.9,On-site,7.36,5,4.44,68.2,5,11.2,7.75,1.99,6.86,4.33,26.3,2.6,0.3283,0
EMP02009,40,Other,Marketing,Senior,4.63,52656,48.2,12.9,Hybrid,7.96,10,4.15,79.0,6,18.5,7.52,7.66,5.8,5.11,22.8,0.7,0.5509,0
EMP02010,42,Female,Sales,Manager,0.52,46033,49.3,3.8,Hybrid,8.26,6,3.49,79.6,4,0.5,6.95,4.21,6.85,3.83,61.4,3.8,0.4798,0
EMP02011,22,Female,Marketing,Manager,1.33,112749,51.2,13.3,Full Remote,8.53,8,2.67,78.6,6,10.5,5.38,4.41,5.37,4.75,1.7,1.8,0.5956,0
EMP02012,28,Male,Engineering,Tech Lead,0.8,81574,46.3,6.3,Hybrid,8.86,7,5.0,86.0,6,5.8,5.66,5.92,6.42,4.75,9.5,9.6,0.4049,0
EMP02013,28,Male,Sales,Director,1.14,89629,49.1,11.8,On-site,6.99,6,3.28,87.7,7,16.8,6.09,6.67,6.0,5.18,27.2,3.2,0.5576,0
EMP02014,27,Female,Marketing,Associate,2.6,71569,37.7,0.3,On-site,9.4,6,3.56,87.4,5,13.8,5.83,4.5,5.49,5.55,9.1,3.6,0.3449,0
EMP02015,41,Female,Customer Support,Analyst,1.36,82236,46.3,10.2,On-site,3.98,9,1.96,72.2,5,8.8,7.07,2.83,6.63,6.04,2.4,9.9,0.4416,0
EMP02016,33,Male,Sales,Manager,2.47,98322,41.2,1.3,Hybrid,8.12,5,3.05,89.1,2,20.1,7.58,2.02,7.73,5.46,11.8,6.8,0.1392,0
EMP02017,32,Female,Operations,Senior Analyst,1.73,50092,35.2,13.2,On-site,4.88,10,4.21,60.1,4,11.9,7.23,4.15,4.95,3.56,17.7,3.6,0.4602,0
EMP02018,22,Female,HR,Manager,1.01,81620,40.9,1.1,Full Remote,4.53,11,3.38,48.4,4,16.0,7.36,5.58,8.61,7.43,4.8,1.4,0.325,0
EMP02019,40,Male,Engineering,Junior Dev,0.3,92401,47.2,6.1,Full Remote,6.54,4,5.0,88.1,3,19.0,4.85,3.38,5.98,5.81,4.0,3.1,0.3793,0
EMP02020,25,Male,Finance,Senior Analyst,6.67,113619,48.5,10.1,On-site,5.82,8,3.73,62.4,5,11.0,7.07,6.57,5.46,5.29,20.8,3.2,0.5696,0
EMP02021,35,Male,Engineering,Junior Dev,0.1,123697,35.0,7.5,Full Remote,8.89,9,3.03,62.5,4,10.1,7.92,4.76,4.02,6.5,13.2,5.4,0.2483,0
EMP02022,37,Female,Customer Support,Senior Analyst,0.1,76746,37.5,21.2,Full Remote,7.09,3,4.87,75.6,3,10.1,6.42,6.42,3.91,5.91,6.6,10.9,0.5681,0
EMP02023,45,Male,Operations,Analyst,5.26,103465,50.8,6.9,On-site,5.42,8,5.0,70.4,8,11.7,7.37,1.75,8.01,7.0,26.9,6.7,0.3027,0
EMP02024,24,Male,Sales,Associate,17.24,40000,49.1,4.8,On-site,6.02,6,4.58,49.0,5,11.8,5.38,5.49,4.42,3.57,29.6,7.0,0.5988,0
EMP02025,22,Female,Sales,Associate,3.9,113807,52.1,11.2,Full Remote,7.5,8,3.61,39.0,6,21.5,7.12,8.43,6.88,4.14,33.5,4.8,0.5076,0
EMP02026,36,Male,Sales,Senior,0.1,56852,55.9,7.0,On-site,5.26,6,3.35,74.2,2,17.0,8.38,4.44,6.78,4.42,2.9,1.9,0.4638,0
EMP02027,49,Male,Sales,Senior,0.77,68972,49.3,14.1,On-site,9.21,6,2.19,58.8,2,7.3,5.39,3.02,7.78,6.9,44.4,11.2,0.3078,0
EMP02028,44,Male,Sales,Associate,10.71,86027,41.7,4.3,On-site,9.5,10,3.78,85.2,2,21.6,5.02,3.15,4.06,1.78,53.8,8.0,0.5805,0
EMP02029,36,Female,Sales,Associate,4.96,71163,45.9,6.3,Hybrid,6.42,11,3.82,81.9,5,15.7,7.32,4.03,4.18,5.67,33.7,2.2,0.2072,0
EMP02030,31,Female,HR,Analyst,2.51,79911,58.3,21.0,Hybrid,5.08,12,2.59,34.3,2,7.9,3.78,5.32,7.74,4.35,5.2,0.6,0.6326,0
EMP02031,41,Male,Engineering,Manager,0.81,114692,67.1,22.9,On-site,6.48,4,3.56,61.6,2,12.4,8.51,2.31,4.83,6.94,43.7,2.6,0.4917,0
EMP02032,27,Female,Operations,Analyst,0.1,65394,48.7,18.2,Hybrid,8.73,6,4.4,61.5,4,12.4,5.91,2.63,5.97,6.51,11.3,2.6,0.3598,0
EMP02033,38,Female,Operations,Analyst,0.1,47826,49.3,13.2,Hybrid,8.7,3,3.27,67.0,7,13.7,6.64,5.37,6.81,8.11,4.7,10.8,0.3368,0
EMP02034,39,Male,Marketing,Manager,2.84,120336,50.8,2.5,Hybrid,9.71,14,3.76,70.2,3,8.6,4.22,6.45,7.58,7.37,16.2,13.0,0.4434,0
EMP02035,43,Male,Operations,Senior Analyst,0.1,88169,45.2,3.2,Hybrid,6.45,8,1.89,55.6,4,15.0,5.47,7.2,4.01,3.51,12.6,5.7,0.7659,1
EMP02036,57,Male,Engineering,Tech Lead,15.17,123055,54.3,10.6,On-site,8.8,7,4.96,86.3,4,20.0,6.58,4.26,7.92,7.01,11.0,14.4,0.3865,0
EMP02037,38,Male,Engineering,Senior Dev,0.61,96590,53.1,5.7,Full Remote,9.22,9,2.96,54.5,5,16.9,6.07,5.17,6.5,4.89,8.2,7.6,0.3957,0
EMP02038,30,Female,HR,Manager,3.72,41910,47.8,3.2,Full Remote,8.41,8,3.26,84.7,6,2.3,8.28,2.1,8.0,2.66,25.0,1.3,0.2037,0
EMP02039,34,Female,Marketing,Associate,0.51,91134,42.5,10.4,On-site,5.63,7,3.71,76.5,2,8.8,8.04,2.46,5.81,5.59,1.1,5.6,0.4035,0
EMP02040,22,Male,Marketing,Director,2.33,50401,35.0,18.5,Full Remote,7.62,2,3.34,59.0,3,12.8,8.42,4.88,8.06,7.75,6.2,8.2,0.2792,0
EMP02041,29,Male,Operations,Manager,0.25,75185,50.9,20.0,Hybrid,5.15,2,4.27,85.6,3,12.3,9.4,4.64,6.63,5.22,37.5,11.4,0.6024,0
EMP02042,31,Male,Customer Support,Senior Analyst,4.37,73107,46.7,9.3,Full Remote,4.31,7,3.2,69.7,7,19.3,7.86,2.93,4.09,6.45,13.9,2.1,0.6348,0
EMP02043,30,Female,HR,Senior Analyst,2.64,40000,39.1,2.3,Hybrid,7.94,4,3.04,66.7,4,19.3,7.51,5.38,4.68,5.5,7.7,5.4,0.5087,0
EMP02044,36,Male,Operations,Senior Analyst,0.27,54679,36.0,2.8,On-site,7.37,7,4.25,83.4,7,6.8,7.21,8.07,5.59,5.78,31.8,8.8,0.3952,0
EMP02045,28,Female,Engineering,Junior Dev,5.66,130129,50.3,1.3,Hybrid,9.2,5,1.31,73.6,5,8.9,6.3,5.14,7.08,5.7,25.0,1.2,0.3933,0
EMP02046,43,Male,Engineering,Junior Dev,2.38,80959,35.0,11.4,Full Remote,7.01,9,2.48,58.0,3,16.2,9.54,6.11,7.01,7.11,8.3,2.0,0.3855,0
EMP02047,35,Female,Finance,Manager,7.64,70610,47.4,10.0,On-site,8.01,11,3.69,61.1,6,20.7,5.94,3.56,4.35,5.63,65.4,2.9,0.503,0
EMP02048,34,Female,Sales,Senior,7.45,120322,51.7,12.6,Full Remote,7.25,5,4.17,78.0,2,16.0,7.9,5.79,4.82,5.93,1.8,17.4,0.4296,0
EMP02049,32,Male,Sales,Senior,7.6,65094,49.4,8.1,Hybrid,7.58,11,4.18,77.8,5,14.2,6.02,3.01,6.4,5.72,16.0,2.0,0.4034,0
EMP02050,36,Female,Sales,Manager,0.24,72714,41.9,3.2,Hybrid,6.57,8,1.32,77.6,5,11.3,6.57,3.21,6.83,6.38,21.8,5.7,0.4167,0
EMP02051,41,Other,HR,Senior Analyst,0.39,99770,35.0,0.7,On-site,6.55,4,3.11,72.8,1,19.3,9.11,4.59,5.83,3.03,28.9,12.2,0.3013,0
EMP02052,28,Male,Engineering,Junior Dev,13.2,64981,49.7,29.1,Full Remote,8.66,12,4.19,54.2,5,4.7,8.33,3.95,5.3,3.13,9.0,13.0,0.5922,0
EMP02053,29,Female,HR,Senior Analyst,2.01,56336,54.6,17.6,Hybrid,8.42,9,2.68,87.4,4,4.0,6.33,3.57,7.86,4.02,96.4,7.0,0.292,0
EMP02054,32,Male,Engineering,Tech Lead,0.82,40000,40.4,5.5,Hybrid,6.92,10,3.31,69.0,5,21.1,5.45,6.01,6.07,5.92,26.0,4.1,0.5053,0
EMP02055,24,Female,Engineering,Junior Dev,4.4,51587,49.1,10.2,Full Remote,5.54,8,3.86,46.2,5,11.5,3.17,8.47,2.87,6.95,8.7,6.0,0.6582,0
EMP02056,28,Male,Sales,Director,0.92,51349,57.7,11.8,On-site,8.14,10,3.55,49.7,3,9.4,8.81,6.66,7.2,4.75,34.6,2.4,0.429,0
EMP02057,31,Female,Engineering,Junior Dev,3.9,78964,47.7,4.6,Hybrid,6.57,7,3.89,92.1,2,18.6,4.34,4.67,5.95,2.66,1.2,15.0,0.5377,0
EMP02058,41,Female,Operations,Senior Analyst,5.45,59738,41.8,13.0,On-site,9.06,7,3.36,71.7,2,13.8,8.12,6.41,7.23,5.41,36.7,7.8,0.4654,0
EMP02059,37,Female,Engineering,Junior Dev,4.6,128950,53.3,17.2,Full Remote,3.99,9,3.96,92.2,3,11.6,6.71,5.24,7.16,5.31,60.7,7.8,0.4688,0
EMP02060,36,Female,Engineering,Senior Dev,0.96,48559,39.1,14.0,On-site,8.67,11,3.97,76.5,4,10.1,7.45,2.77,5.49,3.55,5.2,4.3,0.3423,0
EMP02061,41,Female,Marketing,Senior,1.54,110016,35.0,16.9,On-site,5.44,7,4.18,63.8,4,14.6,8.55,4.39,6.12,5.06,49.3,3.4,0.2966,0
EMP02062,33,Male,Marketing,Senior,1.6,80493,51.5,7.0,Hybrid,8.42,10,4.14,70.6,2,15.5,5.97,4.17,6.66,4.12,6.4,5.0,0.3113,0
EMP02063,38,Female,Engineering,Tech Lead,2.03,95169,41.8,1.8,Hybrid,7.94,5,4.29,78.1,4,11.6,7.95,6.64,5.13,7.82,77.1,3.0,0.4861,0
EMP02064,34,Female,Engineering,Junior Dev,0.55,93650,42.5,7.1,On-site,7.15,6,3.11,65.2,5,13.9,7.86,3.71,4.8,5.37,8.4,9.7,0.1933,0
EMP02065,37,Female,Customer Support,Senior Analyst,1.81,40000,40.0,6.0,On-site,7.76,6,3.16,57.0,2,11.0,7.73,7.26,2.88,7.78,61.5,6.1,0.4931,0
EMP02066,30,Female,Finance,Senior Analyst,2.14,74711,41.2,10.4,Hybrid,7.88,13,3.66,74.2,7,4.6,5.7,5.24,5.5,4.68,56.2,7.0,0.5311,0
EMP02067,22,Female,Sales,Director,2.28,68444,56.2,13.7,Hybrid,4.9,7,5.0,62.1,3,4.4,6.66,5.99,5.32,8.15,4.0,5.4,0.7156,1
EMP02068,33,Female,Marketing,Senior,5.14,46675,58.3,2.9,On-site,3.91,7,3.68,76.0,2,14.9,6.71,7.18,6.26,3.96,3.1,17.4,0.606,0
EMP02069,46,Male,Sales,Associate,2.19,86490,59.4,5.1,Full Remote,9.63,5,4.84,73.6,7,10.8,5.44,2.87,6.83,6.35,74.4,5.1,0.3885,0
EMP02070,42,Male,Sales,Associate,0.79,117913,53.7,7.6,Hybrid,5.0,5,4.68,69.0,5,15.5,7.23,5.65,6.87,7.04,31.6,5.2,0.4282,0
EMP02071,42,Male,HR,Manager,3.26,40000,48.7,2.5,On-site,9.68,9,4.69,80.0,4,5.7,9.61,3.21,4.92,3.51,68.1,18.6,0.2732,0
EMP02072,44,Male,Operations,Manager,4.79,61638,35.0,5.2,On-site,8.57,2,4.63,80.5,3,18.1,5.92,5.2,5.23,5.73,48.6,3.1,0.2583,0
EMP02073,35,Female,Engineering,Senior Dev,1.15,43855,43.5,0.8,On-site,6.87,7,2.74,45.7,4,11.0,6.1,8.66,8.24,5.78,26.7,2.8,0.4862,0
EMP02074,36,Male,Operations,Senior Analyst,3.11,76794,62.3,9.3,Full Remote,8.81,8,2.64,63.5,6,13.0,6.51,2.08,6.11,5.56,16.4,1.3,0.3473,0
EMP02075,30,Male,Engineering,Senior Dev,0.48,66859,41.5,8.4,On-site,8.23,6,2.81,62.1,2,18.1,7.19,5.54,6.0,5.19,21.1,7.6,0.5345,0
EMP02076,32,Other,Engineering,Manager,1.26,59858,57.1,17.8,Hybrid,5.01,7,4.39,38.3,4,10.0,8.09,5.43,6.97,8.08,11.6,2.8,0.4968,0
EMP02077,39,Male,Engineering,Manager,7.2,92237,45.4,4.5,Full Remote,5.53,5,3.28,51.1,7,15.4,9.43,2.9,3.8,7.55,3.2,6.8,0.4359,0
EMP02078,44,Male,Engineering,Manager,7.27,115904,35.0,11.3,Hybrid,7.64,5,3.02,69.1,3,14.4,8.16,7.13,3.24,4.95,13.9,8.2,0.4261,0
EMP02079,33,Male,Customer Support,Manager,2.57,141532,50.1,3.8,On-site,5.46,9,3.17,33.0,1,12.6,3.78,4.66,6.63,3.89,11.6,3.5,0.6049,0
EMP02080,31,Male,Marketing,Director,3.64,56509,55.1,5.2,Full Remote,6.91,6,3.88,87.2,5,16.7,4.1,3.31,5.52,5.9,55.7,2.3,0.3379,0
EMP02081,35,Female,Engineering,Junior Dev,5.77,40000,44.6,22.2,On-site,9.06,5,2.94,69.8,2,10.4,8.05,4.78,8.24,4.9,31.1,5.3,0.4247,0
EMP02082,39,Female,Customer Support,Manager,9.55,88979,54.9,3.0,On-site,7.26,9,3.1,70.3,4,16.7,7.04,6.93,4.63,7.1,28.5,1.1,0.6073,0
EMP02083,23,Female,Operations,Senior Analyst,2.02,115262,35.0,10.9,Full Remote,7.66,7,3.26,68.9,7,23.2,6.88,6.66,7.63,3.56,5.8,4.0,0.3283,0
EMP02084,22,Male,Operations,Manager,2.47,95342,35.0,3.6,On-site,8.46,6,4.23,82.4,5,17.0,3.15,7.15,5.3,2.73,14.2,5.5,0.4919,0
EMP02085,30,Female,Customer Support,Senior Analyst,1.61,115158,46.6,10.1,On-site,7.11,7,2.17,78.5,2,12.7,6.58,6.86,5.0,7.62,14.2,5.3,0.3736,0
EMP02086,25,Male,Engineering,Junior Dev,0.22,69362,48.8,10.9,Full Remote,7.22,11,3.51,68.4,7,7.6,7.59,4.57,5.46,5.95,31.7,15.4,0.5213,0
EMP02087,30,Male,Operations,Senior Analyst,1.65,59760,55.9,3.9,Full Remote,8.77,9,3.21,65.0,2,19.8,7.86,4.92,6.33,5.28,7.8,4.1,0.257,0
EMP02088,33,Male,Finance,Senior Analyst,4.69,77885,50.1,2.5,Hybrid,6.17,9,3.99,49.4,7,13.9,8.47,3.59,7.71,5.33,7.8,2.5,0.4394,0
EMP02089,31,Male,Operations,Analyst,4.9,66736,35.5,8.0,Full Remote,5.65,9,3.41,47.5,5,11.2,6.84,2.24,6.03,2.61,26.2,0.8,0.4411,0
EMP02090,46,Male,Operations,Analyst,6.69,91577,46.7,3.4,On-site,8.44,10,2.77,70.8,8,17.1,8.39,2.96,6.93,5.22,18.8,16.9,0.3184,0
EMP02091,37,Male,Sales,Senior,0.16,99244,49.8,37.6,Hybrid,9.42,8,5.0,78.3,3,14.7,6.76,4.12,9.2,6.16,10.3,17.2,0.3443,0
EMP02092,37,Other,Operations,Analyst,2.25,101202,35.0,11.3,On-site,5.54,3,4.74,83.9,5,13.0,6.1,4.98,7.04,7.47,22.6,2.7,0.3262,0
EMP02093,39,Male,Sales,Senior,0.34,87764,44.7,8.8,On-site,8.1,9,3.7,68.9,7,11.1,5.85,4.32,3.4,3.53,31.3,2.4,0.6617,0
EMP02094,25,Male,Sales,Associate,0.67,81145,42.3,15.0,Full Remote,8.5,17,3.97,75.3,7,14.4,6.01,6.16,6.62,5.74,49.8,5.9,0.3774,0
EMP02095,43,Male,Engineering,Manager,6.91,94860,39.8,14.0,Hybrid,7.86,16,2.9,62.4,6,14.3,7.96,4.31,4.9,3.32,6.5,4.2,0.4423,0
EMP02096,34,Female,Customer Support,Senior Analyst,2.06,40000,49.0,8.8,Hybrid,8.46,6,3.67,76.1,5,3.4,6.79,6.05,5.42,6.68,17.8,10.8,0.5445,0
EMP02097,40,Male,Sales,Associate,4.26,80264,35.8,7.4,Hybrid,6.0,5,5.0,54.1,8,11.4,5.64,2.79,9.12,6.68,27.9,13.2,0.2314,0
EMP02098,26,Female,Marketing,Manager,0.2,76311,48.3,27.8,Hybrid,9.64,3,4.49,64.0,10,18.0,8.54,5.24,6.34,6.96,18.9,12.8,0.3395,0
EMP02099,22,Other,Sales,Manager,1.62,80327,49.5,1.5,Full Remote,9.13,7,2.66,69.1,7,10.2,8.16,3.23,4.39,8.72,3.5,6.6,0.4068,0
