user_id,age,gender,fitness_level,health_goal,bmi,diet_preference,baseline_stress,avg_steps,avg_active_minutes,avg_sleep_hours,avg_resting_hr,avg_calories_burned,avg_wellness_score,steps_consistency,activity_consistency
USER1104,30,Male,Moderately Active,Weight Loss,21.4,Vegan,4.33,8121.933333333333,45.93333333333333,7.4031111111111105,70.15555555555555,2049.766666666667,6.981777777777778,0.3622591870321229,0.42903606234723607
USER1105,43,Female,Sedentary,Weight Loss,25.2,Balanced,3.82,2549.8555555555554,9.38888888888889,6.379777777777779,71.9888888888889,1624.6,7.086555555555555,0.35276536410278503,0.42096805570092294
USER1106,21,Male,Lightly Active,Stress Management,29.0,High Protein,4.92,5427.111111111111,27.144444444444446,7.207555555555555,67.26666666666667,1843.7666666666667,6.586444444444444,0.3921116726815374,0.43531098875825147
USER1107,38,Male,Sedentary,Stress Management,28.6,Low Carb,2.44,2740.5333333333333,9.355555555555556,6.415444444444445,69.46666666666667,1658.6888888888889,7.069999999999999,0.36714814599848145,0.38795529546395924
USER1108,21,Male,Sedentary,Stress Management,24.9,Low Carb,2.39,2754.1555555555556,9.033333333333333,6.515555555555555,71.11111111111111,1652.611111111111,7.013333333333334,0.3713653204697252,0.4304730019890225
USER1109,25,Male,Moderately Active,General Fitness,26.9,Balanced,4.6,8206.68888888889,45.94444444444444,7.589555555555555,71.43333333333334,2039.5222222222221,7.007444444444444,0.4219815618628836,0.41975682420168503
USER1110,51,Female,Moderately Active,General Fitness,22.7,Low Carb,5.46,8514.5,45.41111111111111,7.401555555555555,69.27777777777777,2057.133333333333,7.247888888888888,0.356569616181979,0.4311693673738547
USER1111,30,Female,Very Active,Build Muscle,28.8,Balanced,6.32,11317.2,73.5,7.966222222222223,68.04444444444445,2339.0777777777776,7.099333333333333,0.35698183476466977,0.44472224800808996
USER1112,34,Female,Moderately Active,General Fitness,25.7,Balanced,4.38,8210.844444444445,47.34444444444444,7.464333333333333,67.16666666666667,2070.322222222222,7.2267777777777775,0.31944491031861966,0.39180354473730233
USER1113,40,Female,Sedentary,Weight Loss,24.9,Balanced,4.05,2772.7,8.3,6.688666666666667,69.87777777777778,1647.9444444444443,7.0282222222222215,0.328491286082818,0.39277986735980164
USER1114,36,Female,Sedentary,General Fitness,24.6,Vegan,4.66,2658.7444444444445,8.844444444444445,6.562,68.97777777777777,1652.4666666666667,6.9881111111111105,0.38289548087033093,0.4288107321040514
USER1115,33,Male,Moderately Active,Stress Management,25.7,Low Carb,4.76,7831.944444444444,43.74444444444445,7.487222222222223,70.21111111111111,2040.8,7.232666666666668,0.3949708315175128,0.5423122055801594
USER1116,35,Male,Lightly Active,General Fitness,24.2,Balanced,3.79,5584.222222222223,26.733333333333334,6.898666666666666,69.9888888888889,1869.3666666666666,7.233222222222222,0.37006097458867454,0.4701286432437667
USER1117,56,Female,Moderately Active,Build Muscle,28.6,Balanced,7.19,7460.866666666667,44.32222222222222,7.3886666666666665,71.55555555555556,2019.8111111111111,6.996333333333333,0.3801635075287179,0.4895390383326051
USER1118,31,Male,Moderately Active,Weight Loss,24.4,Vegetarian,4.38,8412.722222222223,41.2,7.515444444444444,68.26666666666667,2033.5,6.882111111111111,0.3715902013126831,0.5134062457364829
USER1119,34,Female,Moderately Active,General Fitness,32.4,Vegetarian,2.36,7955.111111111111,46.65555555555556,7.465222222222223,70.32222222222222,2031.8555555555556,7.065,0.3956412948377093,0.3941918658988039
USER1120,42,Male,Moderately Active,General Fitness,31.9,Low Carb,4.4,8014.922222222222,46.82222222222222,7.539,68.47777777777777,2053.733333333333,6.835222222222222,0.36118781617746676,0.386476608463331
USER1121,43,Male,Sedentary,Stress Management,22.4,Low Carb,5.73,2734.211111111111,8.722222222222221,6.596,69.45555555555555,1658.6444444444444,7.142888888888889,0.351459648998754,0.43693178844655156
USER1122,43,Male,Moderately Active,Build Muscle,26.3,Balanced,5.07,8189.155555555555,43.833333333333336,7.421111111111111,69.42222222222222,2046.7444444444445,7.245555555555556,0.3236484246074357,0.4415036163652983
USER1123,38,Male,Moderately Active,Stress Management,23.4,Low Carb,3.46,7990.633333333333,45.46666666666667,7.384888888888889,70.34444444444445,2052.8555555555554,6.764777777777779,0.3831738789806101,0.5177054305129468
USER1124,20,Male,Lightly Active,General Fitness,24.7,Balanced,7.18,5628.577777777778,26.72222222222222,6.981333333333334,69.06666666666666,1867.6333333333334,6.866333333333333,0.3542871344948946,0.4785519111642845
USER1125,48,Female,Moderately Active,Stress Management,34.0,High Protein,5.67,8314.066666666668,46.144444444444446,7.589555555555555,70.03333333333333,2049.288888888889,7.181555555555556,0.380673100471799,0.4121126577005909
USER1126,20,Male,Lightly Active,General Fitness,24.8,Low Carb,2.9,5172.566666666667,25.88888888888889,6.920222222222223,69.08888888888889,1834.1888888888889,7.118333333333333,0.3951574888834823,0.5069761270399521
USER1127,35,Female,Very Active,General Fitness,27.4,Balanced,2.49,10530.611111111111,74.5111111111111,7.906333333333334,67.92222222222222,2285.6222222222223,7.039888888888889,0.3753546195072268,0.44358619032709523
USER1128,24,Male,Sedentary,General Fitness,28.2,Balanced,3.62,2842.8777777777777,8.566666666666666,6.299333333333334,68.22222222222223,1645.4666666666667,6.904888888888889,0.3644235157337031,0.3736679978060017
USER1129,31,Male,Lightly Active,General Fitness,22.0,Vegetarian,1.77,5594.811111111111,28.57777777777778,6.916777777777778,69.63333333333334,1902.888888888889,6.960888888888889,0.38062853152328946,0.44543147572923314
USER1130,35,Male,Sedentary,Better Sleep,22.6,Balanced,6.89,2637.811111111111,8.555555555555555,6.286777777777778,70.86666666666666,1647.5444444444445,7.1434444444444445,0.40380032409314115,0.42354960414506826
USER1131,35,Female,Moderately Active,Weight Loss,21.2,Balanced,4.27,7826.977777777778,46.355555555555554,7.589333333333333,69.87777777777778,2029.911111111111,6.808333333333334,0.36392205053117305,0.4091235580733248
USER1132,36,Male,Sedentary,Weight Loss,22.5,Low Carb,2.46,2659.1111111111113,8.311111111111112,6.5616666666666665,70.56666666666666,1648.8222222222223,7.082555555555555,0.3474757648101687,0.40427931764979985
USER1133,48,Female,Sedentary,Better Sleep,18.0,Balanced,4.52,3005.722222222222,9.622222222222222,6.417888888888889,66.43333333333334,1666.2444444444445,6.929555555555555,0.3226439327212598,0.3636859459839556
USER1134,36,Male,Lightly Active,General Fitness,28.2,Vegetarian,2.75,5407.977777777778,27.677777777777777,6.983444444444444,68.78888888888889,1865.9888888888888,6.900777777777778,0.35618156495512265,0.46081555854513534
USER1135,29,Female,Very Active,General Fitness,34.2,Balanced,5.74,10935.644444444444,69.9,8.010555555555555,69.06666666666666,2287.688888888889,7.008111111111111,0.36935671665900954,0.4785153002451575
USER1136,41,Male,Sedentary,Build Muscle,26.6,Vegetarian,5.35,2784.5,8.78888888888889,6.50488888888889,69.33333333333333,1653.2444444444445,6.909111111111112,0.31844121475517456,0.4033410848917563
USER1137,43,Female,Sedentary,Weight Loss,20.3,Balanced,5.21,2734.8,9.055555555555555,6.574666666666667,69.4,1646.9333333333334,6.944555555555556,0.3335574160136169,0.38354640089691305
USER1138,19,Female,Moderately Active,Stress Management,23.4,Balanced,4.72,7644.9111111111115,45.82222222222222,7.402555555555556,69.53333333333333,2057.4333333333334,7.099222222222222,0.4032171279442358,0.4043836659704043
USER1139,37,Female,Lightly Active,General Fitness,24.2,Vegan,5.15,5715.477777777778,26.155555555555555,7.02,68.06666666666666,1856.0111111111112,7.026999999999999,0.3463322662823662,0.42333168433723206
USER1140,39,Male,Very Active,Build Muscle,21.9,Low Carb,3.92,11042.266666666666,72.27777777777777,8.151666666666667,69.13333333333334,2303.222222222222,6.916777777777778,0.380006310200413,0.45524487047689344
USER1141,29,Male,Sedentary,Build Muscle,29.4,Balanced,6.04,2836.688888888889,7.977777777777778,6.420333333333334,70.96666666666667,1644.1666666666667,7.0489999999999995,0.3224017224914058,0.45015491457167073
USER1142,45,Male,Moderately Active,Stress Management,29.2,Balanced,5.53,8371.077777777778,43.56666666666667,7.457,71.0111111111111,2045.2,6.713777777777778,0.36102867908258074,0.4433486291753006
USER1143,30,Female,Sedentary,Weight Loss,21.4,Low Carb,4.58,2722.188888888889,9.033333333333333,6.517666666666667,71.81111111111112,1656.1555555555556,7.009555555555556,0.34257479391881496,0.41400467892715204
USER1144,33,Female,Sedentary,Stress Management,28.9,Low Carb,6.29,2743.188888888889,8.988888888888889,6.454,68.07777777777778,1645.8111111111111,6.736888888888888,0.3197442458819868,0.37264290333265476
USER1145,30,Female,Moderately Active,Weight Loss,32.1,High Protein,5.84,8204.333333333334,44.05555555555556,7.556777777777778,70.76666666666667,2066.2,7.369000000000001,0.3443015016107663,0.45806441693335753
USER1146,32,Male,Lightly Active,General Fitness,33.6,High Protein,2.84,5180.8,24.522222222222222,6.965777777777777,69.94444444444444,1835.5,6.902222222222223,0.3510098932626983,0.5305278985994984
USER1147,21,Male,Moderately Active,Better Sleep,37.5,Low Carb,2.84,8151.6,44.32222222222222,7.487666666666667,70.87777777777778,2044.2666666666667,7.073777777777778,0.40270717392541916,0.4372805318958276
USER1148,18,Male,Lightly Active,General Fitness,22.4,Balanced,2.58,5445.355555555556,28.133333333333333,6.828777777777778,70.23333333333333,1849.3444444444444,6.830222222222223,0.3434263796028808,0.41589090596951633
USER1149,47,Other,Lightly Active,Build Muscle,37.3,Balanced,3.1,5495.555555555556,27.6,7.016444444444445,68.84444444444445,1869.9444444444443,6.975888888888889,0.3539340144515012,0.40292641241078414
USER1150,23,Female,Lightly Active,General Fitness,24.6,Low Carb,4.96,5448.1,30.4,7.060777777777778,70.07777777777778,1880.9777777777779,6.961333333333333,0.3869478657756665,0.34385073691410584
USER1151,22,Female,Very Active,Build Muscle,23.6,Balanced,7.86,11258.066666666668,73.1,8.013555555555556,68.37777777777778,2314.0666666666666,7.021777777777778,0.37614826344849667,0.3962449069046797
USER1152,18,Male,Lightly Active,Weight Loss,27.3,Balanced,4.36,5326.233333333334,27.08888888888889,6.854,69.25555555555556,1844.2555555555555,6.898000000000001,0.410566494754772,0.49767248887687804
USER1153,25,Female,Lightly Active,Better Sleep,23.7,Balanced,4.56,5641.777777777777,25.833333333333332,7.151555555555555,69.17777777777778,1835.7888888888888,7.063444444444444,0.3117229074479145,0.453824371665834
USER1154,18,Female,Lightly Active,Stress Management,27.6,Balanced,5.29,5315.044444444445,25.833333333333332,6.837777777777777,68.91111111111111,1841.0444444444445,6.785555555555556,0.3306779303320066,0.4677558884274148
USER1155,48,Male,Lightly Active,General Fitness,20.7,Balanced,5.12,5537.3,26.477777777777778,7.033111111111111,69.83333333333333,1861.6777777777777,7.054555555555555,0.3923211694412338,0.44546526574375894
USER1156,42,Female,Lightly Active,Build Muscle,25.0,Balanced,3.5,5562.955555555555,25.9,6.884666666666667,68.28888888888889,1857.4444444444443,7.106111111111111,0.38682310646801726,0.4668203679416239
USER1157,25,Female,Very Active,Weight Loss,31.1,Vegetarian,3.71,10687.966666666667,70.4888888888889,8.020666666666667,68.3,2264.8444444444444,6.995222222222223,0.42523218241123906,0.40192209260061357
USER1158,54,Female,Lightly Active,Weight Loss,25.8,Balanced,4.96,5640.288888888889,26.177777777777777,6.843222222222222,69.17777777777778,1854.3222222222223,6.948,0.27846409380578413,0.44427394488313454
USER1159,41,Female,Moderately Active,General Fitness,26.6,Balanced,3.65,7929.922222222222,43.455555555555556,7.424555555555556,69.65555555555555,2023.111111111111,6.849777777777778,0.3776531926901067,0.49846646082200663
USER1160,28,Male,Sedentary,Stress Management,27.9,Balanced,3.83,2683.5666666666666,8.877777777777778,6.673222222222223,70.88888888888889,1630.6777777777777,7.0471111111111115,0.3582191414026272,0.4476445756149119
USER1161,18,Male,Moderately Active,General Fitness,30.7,Low Carb,3.85,8158.122222222222,46.166666666666664,7.425333333333333,69.0,2053.7,6.719222222222222,0.3994945055385677,0.4315498965520087
USER1162,54,Other,Very Active,Stress Management,19.4,Balanced,5.7,10726.511111111111,73.27777777777777,7.948555555555556,69.94444444444444,2298.311111111111,6.9717777777777785,0.3209086735212601,0.4157182177093384
USER1163,18,Male,Sedentary,Weight Loss,28.3,Low Carb,3.43,2794.711111111111,8.266666666666667,6.515999999999999,70.23333333333333,1623.6666666666667,7.080555555555556,0.3731380645049253,0.4515212455975022
USER1164,18,Female,Very Active,Build Muscle,24.9,High Protein,3.53,10592.666666666666,72.54444444444445,8.038777777777778,69.15555555555555,2287.8,6.921222222222222,0.404962644364516,0.47513442879877943
USER1165,42,Female,Lightly Active,Weight Loss,26.7,Balanced,7.41,5688.5,26.644444444444446,6.946111111111111,68.92222222222222,1858.5555555555557,7.030777777777778,0.26303355985094606,0.41508922079152544
USER1166,56,Female,Very Active,Build Muscle,30.2,Balanced,5.5,10286.966666666667,75.93333333333334,7.982222222222222,69.35555555555555,2297.1444444444446,6.885888888888889,0.30952242748722086,0.3745957294712965
USER1167,45,Other,Moderately Active,Weight Loss,21.2,Balanced,3.13,8272.977777777778,49.22222222222222,7.428111111111111,68.72222222222223,2085.1222222222223,7.030888888888889,0.3200824885525374,0.39802846419961235
USER1168,37,Male,Lightly Active,Better Sleep,21.9,High Protein,5.07,5576.6,26.711111111111112,6.88111111111111,70.34444444444445,1856.3222222222223,6.953777777777778,0.321939391111465,0.435280369253977
USER1169,37,Male,Sedentary,Weight Loss,18.3,Vegetarian,3.32,2886.9666666666667,8.677777777777777,6.559888888888889,69.25555555555556,1659.9333333333334,6.844888888888889,0.3638650010431346,0.4013265579124842
USER1170,40,Male,Lightly Active,Better Sleep,23.8,Vegan,7.61,5360.144444444444,26.4,6.857333333333333,70.33333333333333,1845.6222222222223,6.719444444444444,0.39193505683943053,0.40748991924735706
USER1171,39,Male,Sedentary,Build Muscle,31.3,Balanced,3.01,2721.722222222222,8.044444444444444,6.448111111111111,69.82222222222222,1628.1333333333334,7.499444444444445,0.3752970278772725,0.4861264892923352
USER1172,34,Male,Sedentary,Better Sleep,25.5,High Protein,3.03,2844.288888888889,8.822222222222223,6.494999999999999,69.9,1677.6777777777777,7.070333333333334,0.3850092292784823,0.4524094953324976
USER1173,33,Male,Sedentary,General Fitness,20.6,Balanced,5.52,2694.3,9.144444444444444,6.517666666666667,69.11111111111111,1660.0555555555557,7.065222222222222,0.37363666646235294,0.4290700830851331
USER1174,31,Female,Lightly Active,Better Sleep,24.1,Balanced,3.5,5427.077777777778,27.555555555555557,7.031222222222222,69.31111111111112,1844.2,7.0168888888888885,0.3553507221314962,0.4013293780973339
USER1175,24,Female,Moderately Active,Weight Loss,20.0,Vegan,6.43,8545.388888888889,44.62222222222222,7.420555555555556,70.73333333333333,2042.3777777777777,7.096555555555556,0.34459648525608444,0.4762794037364984
USER1176,29,Male,Sedentary,General Fitness,21.5,Vegan,4.9,2888.9,8.233333333333333,6.552555555555556,71.37777777777778,1647.7111111111112,6.933111111111112,0.34461860078852075,0.483282813295126
USER1177,18,Male,Sedentary,Better Sleep,27.6,Balanced,6.2,2568.9555555555557,8.4,6.466666666666667,68.9,1655.911111111111,6.988111111111111,0.38585522855729315,0.4562770242969314
USER1178,31,Female,Moderately Active,Weight Loss,21.3,Balanced,3.1,8249.511111111111,45.12222222222222,7.405222222222222,69.22222222222223,2066.011111111111,6.745111111111112,0.32547340938042774,0.44291231789694063
USER1179,22,Male,Sedentary,Weight Loss,30.5,Balanced,3.36,2695.0555555555557,7.988888888888889,6.4447777777777775,68.5111111111111,1642.0555555555557,7.1931111111111115,0.353512562032909,0.47387560071802154
USER1180,20,Male,Sedentary,Build Muscle,25.7,Balanced,2.11,2643.9222222222224,8.422222222222222,6.593666666666666,69.05555555555556,1660.5333333333333,6.937555555555556,0.3461262829874619,0.3913886492473957
USER1181,33,Male,Sedentary,Better Sleep,26.3,Balanced,4.21,2642.4777777777776,8.644444444444444,6.404222222222222,70.28888888888889,1644.7777777777778,7.243666666666666,0.33386733044842093,0.4443122873066894
USER1182,45,Female,Very Active,General Fitness,24.9,High Protein,4.47,10776.111111111111,67.95555555555555,8.054777777777778,69.05555555555556,2270.4555555555557,6.756555555555556,0.38405891296553235,0.52528781754667
USER1183,41,Male,Moderately Active,General Fitness,29.1,Low Carb,6.6,8226.877777777778,43.388888888888886,7.446666666666667,68.81111111111112,2050.9,6.9944444444444445,0.30240229872320307,0.39701431603409015
USER1184,18,Other,Lightly Active,Weight Loss,29.1,Vegetarian,2.18,5487.033333333334,27.522222222222222,6.980888888888889,70.74444444444444,1848.7444444444445,7.354444444444444,0.36287465539268193,0.46239632100310213
USER1185,22,Male,Moderately Active,Weight Loss,27.3,Vegetarian,5.22,8633.011111111111,45.355555555555554,7.473888888888888,69.95555555555555,2066.6444444444446,6.827111111111112,0.340651998312013,0.45970854849877757
USER1186,41,Female,Lightly Active,Stress Management,28.3,Low Carb,4.9,5235.4,27.57777777777778,7.15088888888889,71.02222222222223,1848.9666666666667,7.249555555555556,0.37508674969730293,0.42422538648642166
USER1187,22,Male,Moderately Active,Weight Loss,25.2,Vegetarian,2.89,8467.1,47.922222222222224,7.490111111111111,67.8,2070.988888888889,6.955555555555556,0.3541355650171357,0.41100059020605456
USER1188,29,Male,Moderately Active,General Fitness,28.2,Low Carb,4.58,8264.333333333334,42.32222222222222,7.506222222222221,70.64444444444445,2034.4555555555555,6.901222222222223,0.3242206038293366,0.5405507594922945
USER1189,37,Female,Moderately Active,Better Sleep,24.6,Balanced,5.07,8431.611111111111,43.82222222222222,7.456777777777778,69.92222222222222,2058.3,7.3389999999999995,0.36711849885325404,0.46239331056011307
USER1190,22,Female,Lightly Active,Weight Loss,26.0,Low Carb,3.96,5719.111111111111,28.27777777777778,6.943777777777778,68.4,1864.3555555555556,7.245333333333334,0.35754820396436554,0.3821775085928027
USER1191,33,Female,Sedentary,General Fitness,24.9,Low Carb,2.21,2805.8555555555554,8.577777777777778,6.505888888888888,70.04444444444445,1648.8222222222223,6.937666666666667,0.40575055906456786,0.46770015945080246
USER1192,18,Female,Lightly Active,Weight Loss,24.2,Vegetarian,6.54,5598.1,28.58888888888889,6.9655555555555555,70.2,1854.611111111111,6.963333333333334,0.3551711002082043,0.4692152865032737
USER1193,25,Female,Moderately Active,General Fitness,23.2,High Protein,6.93,8629.255555555555,47.8,7.353333333333333,68.9888888888889,2092.711111111111,6.9528888888888885,0.3517237099452369,0.4323959327362357
USER1194,35,Female,Lightly Active,Weight Loss,27.9,Balanced,6.63,5632.833333333333,24.08888888888889,6.896111111111111,69.06666666666666,1852.7555555555555,6.937333333333333,0.34725123274881625,0.47095949388398595
USER1195,18,Female,Moderately Active,General Fitness,31.2,Vegetarian,5.57,8300.844444444445,41.4,7.450555555555555,70.04444444444445,2037.0222222222221,6.994111111111112,0.33814368110178844,0.48065140210069407
USER1196,36,Male,Very Active,Build Muscle,30.7,Balanced,3.96,10479.966666666667,67.65555555555555,7.909666666666666,72.24444444444444,2265.6222222222223,6.9239999999999995,0.3603208700054594,0.5125358393628862
USER1197,31,Male,Sedentary,Build Muscle,21.0,Vegetarian,4.52,2842.211111111111,7.411111111111111,6.5456666666666665,68.43333333333334,1652.7444444444445,7.002111111111112,0.3480441108885417,0.49905459710507005
USER1198,37,Male,Moderately Active,General Fitness,31.2,Balanced,4.63,7839.555555555556,45.6,7.526222222222223,71.02222222222223,2043.2666666666667,7.1273333333333335,0.4112965501338538,0.4242419258671926
USER1199,34,Female,Moderately Active,Weight Loss,24.7,Balanced,5.82,8373.011111111111,43.55555555555556,7.596,69.31111111111112,2049.3777777777777,6.67411111111111,0.37051104914923255,0.5678211694425995
USER1200,45,Male,Very Active,General Fitness,28.4,Balanced,4.56,9965.644444444444,75.62222222222222,8.057666666666666,70.11111111111111,2253.6,7.0905555555555555,0.40036533451944517,0.42349058435365766
USER1201,33,Male,Very Active,Build Muscle,22.4,Low Carb,2.97,11231.211111111112,74.83333333333333,8.036888888888889,68.12222222222222,2316.633333333333,6.8165555555555555,0.32486786353394864,0.451265044158863
USER1202,27,Female,Moderately Active,General Fitness,26.6,Balanced,2.9,8181.866666666667,41.044444444444444,7.608999999999999,69.16666666666667,2030.5111111111112,6.947555555555555,0.36474545355855936,0.4742964756521115
USER1203,33,Female,Sedentary,Weight Loss,27.3,Vegan,6.31,2873.766666666667,8.855555555555556,6.358222222222222,68.71111111111111,1661.4888888888888,6.892888888888889,0.33907264949680527,0.4452585116913726
USER1204,37,Female,Moderately Active,General Fitness,20.1,Balanced,2.37,8473.255555555555,43.56666666666667,7.463333333333334,69.52222222222223,2052.211111111111,7.008333333333334,0.3203093745597838,0.4169613715782604
USER1205,32,Male,Sedentary,Weight Loss,28.4,High Protein,5.47,2751.311111111111,9.28888888888889,6.4448888888888884,70.94444444444444,1650.7888888888888,7.170111111111112,0.35392831370176625,0.37732743940687496
USER1206,32,Female,Moderately Active,Build Muscle,31.4,Vegetarian,3.51,8268.566666666668,43.955555555555556,7.651777777777777,71.21111111111111,2053.8,6.915333333333333,0.3609528465981523,0.37085382886495505
USER1207,24,Male,Very Active,Weight Loss,25.3,Balanced,1.78,11615.444444444445,70.85555555555555,8.004888888888889,69.31111111111112,2317.3444444444444,7.16188888888889,0.33620040895060677,0.4756462136564763
USER1208,25,Male,Lightly Active,General Fitness,31.4,Balanced,5.36,5396.2,25.633333333333333,6.859111111111112,70.74444444444444,1837.2666666666667,7.161777777777777,0.3680703883311084,0.4314703794414954
USER1209,18,Male,Moderately Active,Weight Loss,25.2,Vegetarian,4.83,8506.077777777778,47.977777777777774,7.521777777777778,69.72222222222223,2078.5,7.182888888888889,0.2984883946261036,0.4173572701554519
USER1210,49,Male,Lightly Active,Stress Management,29.4,Low Carb,4.28,5488.866666666667,27.133333333333333,6.843444444444444,71.81111111111112,1861.411111111111,6.9494444444444445,0.4001237670262278,0.43275488527337397
USER1211,19,Male,Lightly Active,Stress Management,18.0,Low Carb,3.51,5339.2,28.211111111111112,6.945333333333334,68.93333333333334,1834.6444444444444,7.061555555555556,0.3706530460386084,0.41252632033899167
USER1212,25,Female,Lightly Active,Weight Loss,35.7,Balanced,6.97,5191.455555555555,26.655555555555555,7.086555555555555,69.38888888888889,1831.911111111111,6.734555555555556,0.33894178441868195,0.4497626534579727
USER1213,24,Male,Moderately Active,General Fitness,32.0,Balanced,4.39,8709.477777777778,44.17777777777778,7.511222222222222,69.52222222222223,2065.6444444444446,7.310666666666667,0.305678185055849,0.38862596092814233
USER1214,40,Female,Very Active,Weight Loss,24.9,High Protein,3.92,11659.222222222223,71.57777777777778,8.003,70.45555555555555,2305.0222222222224,6.856888888888889,0.37447898257003764,0.47531096575367776
USER1215,29,Female,Very Active,Build Muscle,18.1,Balanced,3.14,11040.622222222222,73.93333333333334,7.9126666666666665,69.18888888888888,2292.2,7.225444444444444,0.3519752996221718,0.4620376672878867
USER1216,44,Male,Sedentary,General Fitness,27.2,Balanced,2.84,2456.6444444444446,8.622222222222222,6.557444444444444,70.44444444444444,1646.1222222222223,6.775333333333333,0.3744650046435262,0.3534770103299706
USER1217,25,Female,Moderately Active,General Fitness,20.2,Balanced,5.31,8611.388888888889,47.12222222222222,7.428222222222222,69.97777777777777,2081.777777777778,7.00488888888889,0.32627127774225806,0.42663537992447426
USER1218,34,Male,Moderately Active,General Fitness,27.8,Vegetarian,3.78,8282.177777777777,47.333333333333336,7.528888888888889,70.24444444444444,2074.5777777777776,7.090111111111112,0.3570077327239897,0.41410333198375443
USER1219,23,Female,Lightly Active,Weight Loss,27.6,Vegetarian,1.39,5525.888888888889,24.233333333333334,6.984999999999999,69.67777777777778,1842.8444444444444,6.946888888888889,0.3719113923265185,0.5253229335976335
USER1220,53,Male,Sedentary,Build Muscle,22.2,Balanced,3.27,2774.1666666666665,8.722222222222221,6.4767777777777775,69.75555555555556,1652.2222222222222,7.124333333333334,0.35133036233544934,0.36188170352608157
USER1221,20,Male,Lightly Active,Weight Loss,30.5,Balanced,5.91,5472.966666666666,26.27777777777778,7.044555555555555,68.4,1853.3,7.028444444444445,0.33910999700402106,0.4171296216998742
USER1222,35,Male,Very Active,General Fitness,29.2,Balanced,5.31,10988.666666666666,72.35555555555555,8.117777777777778,68.2,2288.233333333333,7.1112222222222226,0.37890159471840307,0.47277326702977734
USER1223,38,Female,Moderately Active,General Fitness,29.9,Balanced,3.35,8003.688888888889,46.46666666666667,7.419111111111111,67.05555555555556,2041.9444444444443,6.866888888888889,0.4183642343398448,0.46894340684498464
USER1224,36,Female,Moderately Active,General Fitness,26.0,Balanced,7.65,8496.177777777777,46.56666666666667,7.664,70.28888888888889,2064.3444444444444,7.008222222222222,0.353801080997379,0.38696322563978036
USER1225,30,Male,Lightly Active,Weight Loss,20.3,High Protein,2.66,5624.333333333333,26.41111111111111,7.020333333333334,68.61111111111111,1862.7444444444445,7.090888888888888,0.33304405525761355,0.4244663705838296
USER1226,30,Female,Moderately Active,Build Muscle,29.9,Balanced,2.44,8255.022222222222,48.93333333333333,7.521555555555555,70.3,2057.766666666667,7.022777777777777,0.34022908832381077,0.4210246027383946
USER1227,32,Female,Sedentary,Build Muscle,24.9,Balanced,2.36,2651.3777777777777,8.266666666666667,6.5358888888888895,69.7,1646.1555555555556,6.997888888888888,0.31699874240590603,0.349421135095853
USER1228,30,Female,Lightly Active,Weight Loss,20.4,Vegan,3.18,5511.5888888888885,26.0,7.056555555555556,68.93333333333334,1829.8333333333333,6.979333333333333,0.3887327010162991,0.5126653769777267
USER1229,41,Female,Moderately Active,Build Muscle,31.4,Balanced,5.15,8225.066666666668,43.87777777777778,7.600111111111111,69.03333333333333,2036.4888888888888,6.912222222222223,0.3587443345805614,0.45138465374424247
USER1230,54,Female,Sedentary,Stress Management,34.4,Low Carb,3.53,2759.988888888889,8.644444444444444,6.490666666666666,70.06666666666666,1636.0444444444445,7.056111111111111,0.3573424604946727,0.4004777986891165
USER1231,26,Female,Moderately Active,Stress Management,25.8,Balanced,4.07,7973.811111111111,46.888888888888886,7.482555555555555,70.21111111111111,2052.277777777778,6.909111111111112,0.33650626249711835,0.46848678668070876
USER1232,18,Female,Sedentary,General Fitness,34.6,Balanced,2.11,2918.9444444444443,8.644444444444444,6.514777777777779,71.87777777777778,1661.7555555555555,7.073111111111111,0.36752646257544686,0.5082669377420677
USER1233,31,Male,Moderately Active,Build Muscle,26.4,High Protein,6.57,8346.0,47.422222222222224,7.383,70.47777777777777,2048.1111111111113,7.005333333333334,0.3342222197658771,0.3935031172948965
USER1234,57,Male,Lightly Active,Weight Loss,24.5,Low Carb,6.32,5429.7444444444445,27.288888888888888,6.879777777777777,69.91111111111111,1839.5222222222221,7.196555555555556,0.2815929614321369,0.48017745450802374
USER1235,23,Male,Lightly Active,Stress Management,23.5,Balanced,3.86,5480.977777777778,27.88888888888889,6.9366666666666665,69.0,1846.2333333333333,6.847,0.3789735801998721,0.4200838180663276
USER1236,48,Female,Sedentary,Weight Loss,32.5,Low Carb,4.11,2805.711111111111,8.122222222222222,6.589555555555556,69.2,1652.2888888888888,7.079777777777777,0.34361432018298377,0.4048707147345572
USER1237,48,Female,Sedentary,Better Sleep,22.9,Vegan,4.48,2717.722222222222,9.333333333333334,6.490666666666666,69.0,1698.5555555555557,7.016555555555556,0.3712837246562515,0.3838574136940262
USER1238,26,Male,Very Active,Build Muscle,28.9,Balanced,5.15,10617.077777777778,71.18888888888888,8.032,69.75555555555556,2290.8444444444444,7.209666666666667,0.34449757280913873,0.5112442671657602
USER1239,37,Female,Lightly Active,Build Muscle,23.8,Low Carb,4.86,5874.577777777778,27.244444444444444,7.029555555555556,68.53333333333333,1882.5777777777778,7.3467777777777785,0.34214083531500544,0.44548403486616667
USER1240,48,Male,Moderately Active,Better Sleep,24.2,High Protein,4.41,7828.422222222222,46.28888888888889,7.628333333333333,71.43333333333334,2048.6444444444446,7.185666666666667,0.35651372243209567,0.43093053301695805
